,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,trending,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
0,aries,hyperledger/aries,aries,True,decentralized,['hyperledger'],https://github.com/hyperledger/aries,https://github.com/hyperledger/aries,Apache-2.0,2019-05-08 16:49:48,2023-10-19 17:57:58.000000,2023-10-19 17:38:53,23621.0,983.0,189.0,6333.0,1321.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",459.0,33,True,694.0,226.0,922.0,2781.0,2023-10-12 15:21:21,52.0,600.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,trinsic-id,trinsic-id/sdk,trinsic-id,True,decentralized,,https://github.com/trinsic-id/sdk,https://github.com/trinsic-id/sdk,Apache-2.0,2020-10-19 15:17:13,2023-10-19 00:59:57.000000,2023-10-16 12:00:02,1618.0,27.0,23.0,1755.0,53.0,Trinsic SDK repository.,41.0,28,False,74.0,34.0,24.0,394.0,2023-10-13 17:40:05,534.0,1580.0,1.0,1.12.0,8800.0,1.0,,,,,,,,,,,,,,,,,,,
2,sphereon-ssi,sphereon-opensource/ssi-sdk,sphereon-ssi,True,decentralized,,https://github.com/Sphereon-Opensource/SSI-SDK,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-04-12 14:54:14,2023-10-15 02:11:38.000000,2023-10-14 23:14:56,4411.0,48.0,34.0,496.0,198.0,Self Sovereign Identity SDK.,60.0,25,True,383.0,82.0,22.0,52.0,2023-10-14 23:03:15,57.0,4.0,2.0,0.17.5,,,1.0,,,,,,,,,,,,,,,,,,
3,waltid-ssikit,walt-id/waltid-ssikit,waltid-ssikit,True,decentralized,,https://github.com/walt-id/waltid-ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-10-19 17:41:53.000000,2023-10-19 00:24:58,3420.0,64.0,13.0,368.0,150.0,All-In-One SSI infrastructure toolkit.,50.0,25,True,238.0,186.0,8.0,244.0,2023-10-18 13:34:39,,2139.0,2.0,1.2310181323.0,57.0,1.0,,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-10-18 13:36:09.505112,9716.0,,,,,,,,,,,,,,
4,solid-project,solid/solid,solid-project,True,standards,['solid'],https://github.com/solid/solid,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2023-10-18 15:30:22.000000,2023-10-12 16:18:10,1078.0,409.0,612.0,247.0,8605.0,Solid - Re-decentralizing the web (project directory).,42.0,22,True,48.0,1.0,317.0,216.0,2021-12-21 13:00:06,,,1.0,,,,,,,,,,,,,,,,,,,,,,
5,polygon-id,0xPolygonID/sh-id-platform,polygon-id,True,decentralized,,https://github.com/0xPolygonID/issuer-node,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-11-08 12:11:09,2023-10-17 13:25:03.000000,2023-10-10 12:42:40,1555.0,63.0,13.0,530.0,94.0,Self Hosted Issuer Node.,30.0,21,False,20.0,30.0,20.0,97.0,2023-10-10 12:43:37,54.0,,2.0,2.2.1,,,,,,,,0xPolygonID/issuer-node,,,,,,,,,,,,,
6,spruceid,spruceid/didkit,spruceid,True,decentralized,,https://github.com/spruceid/didkit,https://github.com/spruceid/didkit,Apache-2.0,2020-07-23 21:18:28,2023-10-19 00:16:56.000000,2023-10-02 22:37:32,1020.0,123.0,79.0,666.0,411.0,A cross-platform toolkit for decentralized identity.,53.0,19,True,5.0,,128.0,197.0,,117.0,,3.0,,,,4.0,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,
7,evernym-ssi,evernym/verity,evernym-ssi,True,decentralized,,https://github.com/evernym/verity,https://github.com/evernym/verity,Apache-2.0,2020-01-14 21:16:21,2023-08-08 10:21:22.000000,2023-04-11 16:19:31,6279.0,55.0,99.0,201.0,98.0,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repository..,144.0,17,False,,100.0,3.0,,2021-03-22 11:09:10,41.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,
8,talao-altme,talaodao/altme,talao-altme,True,decentralized,,https://github.com/TalaoDAO/AltMe,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-06-29 14:41:04,2023-10-19 15:09:08.000000,2023-10-19 15:06:56,7371.0,14.0,9.0,510.0,35.0,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,18.0,17,False,292.0,1.0,72.0,1783.0,2023-01-06 16:00:40,,,3.0,,,,,,,,,,,,,,,,,,,,,,
9,nextauthjs,nextauthjs/next-auth,,,authentication,,https://github.com/nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,ISC,2018-01-27 12:28:16,2023-10-19 13:10:33.000000,2023-10-19 12:40:26,2533.0,2312.0,97.0,2022.0,19255.0,Authentication for the Web.,575.0,41,True,185.0,100.0,223.0,3401.0,2023-10-18 15:07:14,145951.0,2747868.0,1.0,next-auth@4.24.3,,,145951.0,,,,,,next-auth,https://www.npmjs.com/package/next-auth,2747868.0,,,,,,,,,,
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-10-17 16:13:01.000000,2023-09-19 19:06:20,3754.0,1874.0,238.0,4025.0,11289.0,CoreDNS is a DNS server that chains plugins.,370.0,41,True,57.0,67.0,92.0,2101.0,2023-08-15 20:00:30,5574.0,2831230.0,1.0,1.11.1,6819891.0,,5574.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,250340721.0,,,,,143.0,,,,,,,,,
11,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-10-19 11:26:25.000000,2023-10-19 08:23:54,4822.0,1172.0,123.0,3921.0,8610.0,"An open source, general-purpose policy engine.",426.0,40,True,118.0,100.0,311.0,2076.0,2023-10-18 12:27:40,2985.0,4788396.0,1.0,0.57.1,4262589.0,,2985.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-10-19 09:20:27.045597,442252713.0,,,,,38.0,,,,,,,,,
12,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-10-05 08:17:22.000000,2023-09-03 20:08:57,1676.0,457.0,69.0,491.0,2657.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",194.0,40,True,28.0,48.0,75.0,293.0,2023-01-10 13:13:43,445358.0,83486891.0,1.0,3.2.2,,,445358.0,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,83486891.0,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-10-19 16:35:56.000000,2023-10-19 09:31:56,8093.0,1875.0,148.0,3094.0,10803.0,Automatically provision and manage TLS certificates in Kubernetes.,414.0,38,True,178.0,100.0,165.0,2960.0,2023-09-27 08:23:14,665.0,1609011.0,1.0,1.12.5,59533437.0,,665.0,,,,,,,,,,,,,,,,,,
14,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-10-19 10:07:15.000000,2023-10-17 19:41:58,9538.0,1126.0,123.0,1006.0,6702.0,A PyTorch-based Speech Toolkit.,223.0,38,True,540.0,9.0,92.0,859.0,2023-07-22 18:07:47,1017.0,221274.0,1.0,0.5.15,,,1017.0,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,221274.0,,,,,,
15,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-10-19 15:43:32.000000,2023-03-10 17:27:55,617.0,1184.0,313.0,156.0,21855.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,333.0,424.0,,930053.0,9203272.0,2.0,,,,930053.0,,,,,,passport,https://www.npmjs.com/package/passport,9203272.0,,,,,,,,,,
16,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-10-19 18:15:38.000000,2023-10-19 17:23:50,23102.0,5587.0,364.0,13052.0,17736.0,Open Source Identity and Access Management For Modern Applications and Services.,1277.0,37,True,633.0,42.0,1854.0,5808.0,2023-10-04 09:03:46,,62903.0,1.0,22.0.4,2138703.0,,,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,
17,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2023-10-19 18:16:44.000000,2023-10-19 15:07:41,18401.0,3819.0,816.0,17892.0,28527.0,"A tool for secrets management, encryption as a service, and privileged access management.",1418.0,36,False,650.0,100.0,910.0,4792.0,2023-09-26 19:00:10,6654.0,,2.0,1.15.0,,,6654.0,,,,,,,,,,,,,,,,,,
18,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-10-19 11:14:14.000000,2023-10-19 11:14:13,3728.0,1312.0,235.0,1718.0,14586.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",290.0,36,True,67.0,100.0,73.0,1388.0,2023-05-24 08:55:23,2.0,4051010.0,2.0,2.1.2,648859.0,,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-08-16 21:09:15.061728,408173944.0,,,,,75.0,,,,https://k8s.ory.sh/helm/charts,,,,,
19,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-10-19 15:50:25.000000,2023-10-19 11:49:41,3999.0,802.0,108.0,1736.0,9469.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",212.0,36,True,144.0,43.0,173.0,996.0,2023-07-12 20:24:48,325.0,1728538.0,1.0,1.0.0,33992.0,,325.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,112305897.0,,,,,17.0,,,,https://k8s.ory.sh/helm/charts,,,,,
20,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-10-08 10:25:31.000000,2023-09-25 11:23:35,1077.0,1538.0,231.0,478.0,15882.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",135.0,35,True,14.0,100.0,31.0,732.0,2023-09-02 15:37:12,2571.0,273812.0,2.0,2.77.2,,,2571.0,,,,,,casbin,https://www.npmjs.com/package/casbin,166752.0,,casbin,https://pypi.org/project/casbin,107060.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
21,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-10-17 06:29:48.000000,2023-10-17 06:26:58,1498.0,247.0,41.0,338.0,5208.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,35,True,14.0,100.0,10.0,424.0,2023-07-28 06:28:52,55930.0,2134085.0,2.0,@casl/mongoose@7.2.1,,,55930.0,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,2134085.0,,,,,,,,,,
22,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-09-03 13:34:38.000000,2020-04-22 16:40:10,488.0,3497.0,334.0,107.0,15532.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,34,False,,38.0,421.0,389.0,2020-03-22 14:01:55,7493.0,159109.0,1.0,0.22.2,,,7493.0,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,159109.0,,,,,,,,,,
23,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-10-19 14:34:33.000000,2023-10-19 13:10:03,7158.0,488.0,57.0,4884.0,3739.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",277.0,34,True,1017.0,100.0,296.0,1327.0,2023-10-19 14:32:32,183.0,14335.0,2.0,ockam_v0.98.0,329714.0,,183.0,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
24,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-10-19 16:48:27.000000,2023-10-18 04:13:38,23892.0,3804.0,609.0,4490.0,10495.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,339.0,33,True,439.0,100.0,,,2023-10-16 07:04:06,19.0,5813.0,2.0,6.6.13,,,19.0,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-10-19 00:49:09.006212,842930.0,,,,,128.0,,,,,,,,,
25,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-10-19 17:57:38.000000,2023-10-18 20:55:48,3114.0,273.0,36.0,3646.0,3696.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,137.0,100.0,84.0,848.0,2023-08-28 14:49:52,13.0,16316930.0,2.0,0.23.0,48135.0,,13.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-10-18 22:38:47.794107,930007940.0,,,,,10.0,,,,,,,,,
26,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-10-01 11:57:13.000000,2023-09-10 02:01:49,2281.0,4729.0,486.0,149.0,18548.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,32,False,26.0,1.0,964.0,1336.0,2023-04-02 07:43:27,1074.0,126119.0,2.0,0.7,756708.0,,1074.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,138.0,,,,,,,,,,,,,,
27,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-10-11 09:41:58.000000,2023-09-19 06:25:53,4731.0,1622.0,180.0,1682.0,8860.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",128.0,32,True,8.0,15.0,359.0,1322.0,2023-04-14 09:36:52,78.0,171841.0,3.0,r1.4.1,,-1.0,78.0,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,171841.0,,,,,,
28,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-10-19 18:16:39.000000,2023-10-19 17:01:05,6228.0,407.0,82.0,3280.0,1525.0,The SPIFFE Runtime Environment.,173.0,32,True,150.0,89.0,149.0,1146.0,2023-10-12 22:25:43,119.0,2246.0,2.0,1.8.2,161727.0,,119.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,
29,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-10-18 08:51:11.000000,2022-06-10 09:12:18,238.0,12801.0,1567.0,222.0,49613.0,The worlds simplest facial recognition api for Python and the command line.,54.0,31,False,,2.0,713.0,584.0,2018-04-02 17:18:43,19.0,56241.0,2.0,1.2.2,1173.0,,19.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6956.0,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,56138.0,,,,,,
30,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-10-19 13:09:36.000000,2023-10-17 09:11:42,2591.0,1465.0,178.0,1890.0,8491.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,219.0,31,True,59.0,80.0,281.0,792.0,2023-06-30 14:12:39,143.0,3.0,2.0,2.37.0,305.0,1.0,143.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,
31,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-10-19 15:07:25.000000,2023-10-19 14:20:38,3212.0,208.0,37.0,1175.0,3923.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",37.0,31,True,226.0,57.0,108.0,290.0,2023-09-05 15:07:35,36.0,47218.0,2.0,1.25.0,27603.0,,36.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-10-18 10:25:11.694424,1198974.0,,,,,4.0,,,,,,,,,
32,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-10-04 09:48:17.000000,2023-10-04 09:47:59,1781.0,12460.0,1531.0,513.0,47285.0,Deepfakes Software For All.,97.0,30,True,14.0,4.0,22.0,805.0,2023-06-18 18:08:19,,2380.0,2.0,2.2.0,133316.0,,,,,,,,,,,,,,,,,,,,
33,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-10-19 03:19:47.000000,2023-10-18 14:17:30,1482.0,303.0,58.0,1077.0,4275.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",71.0,30,True,53.0,50.0,45.0,256.0,,19.0,758555.0,3.0,,17467.0,,19.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50803371.0,,,,,6.0,,,,,,,,,
34,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-10-19 13:44:08.000000,2023-10-19 10:44:13,601.0,63.0,39.0,210.0,303.0,Create and verify DID verifiable JWTs in Javascript.,41.0,30,True,22.0,100.0,5.0,81.0,2023-10-03 07:28:44,4029.0,164657.0,1.0,7.4.2,,,4029.0,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,164657.0,,,,,,,,,,
35,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-10-19 11:58:35.000000,2023-10-19 11:58:35,1091.0,1490.0,108.0,87.0,7693.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",46.0,29,True,22.0,,8.0,770.0,,1997.0,56965.0,3.0,,,,1997.0,,,,,,,,,,deepface,https://pypi.org/project/deepface,56965.0,,,,,,
36,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-10-19 11:23:36.488908,2023-10-19 10:57:12,2042.0,842.0,56.0,1267.0,7221.0,"An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0,..",143.0,29,True,265.0,100.0,105.0,958.0,2023-10-19 11:15:49,3.0,2190.0,2.0,1.440.0,,,3.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-10-19 11:23:36.488908,78862.0,,,,,9.0,,,,,,,,,
37,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-10-10 07:23:07.000000,2023-10-10 07:23:07,2372.0,1004.0,106.0,817.0,5195.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,312.0,29,True,11.0,62.0,23.0,828.0,2023-03-29 07:20:04,8175.0,,3.0,5.6.6,,,8175.0,,,,,,,,,,,,,,,,,doorkeeper,
38,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2023-10-19 18:13:37.000000,2023-10-19 15:09:09,3455.0,250.0,203.0,3553.0,3700.0,Boundary enables identity-based access management for dynamic infrastructure.,142.0,29,False,178.0,47.0,74.0,233.0,2023-10-17 19:10:26,8.0,223681.0,3.0,0.14.1,,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-10-17 19:23:39.616384,10065684.0,,,,,11.0,,,,,,,,,
39,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-10-18 15:30:38.000000,2023-09-08 08:05:44,1354.0,320.0,49.0,715.0,3088.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,29,True,11.0,100.0,48.0,275.0,2023-07-18 10:23:06,2.0,1199249.0,3.0,0.40.6,30820.0,,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,87513531.0,,,,,32.0,,,,,,,,,
40,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-10-19 17:36:46.000000,2023-10-19 17:34:10,5005.0,260.0,38.0,712.0,1171.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,292.0,29,True,63.0,47.0,60.0,231.0,2023-09-20 14:53:26,1361.0,,3.0,6.3.5,,,1361.0,,,,,,,,,,,,,,,,,,
41,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-10-02 12:52:44.000000,2023-04-27 06:45:45,1313.0,8834.0,1094.0,130.0,42912.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,28,True,,2.0,539.0,801.0,2020-04-09 05:48:48,19.0,3799.0,3.0,DF.wf.288res.384.92.72.22,163358.0,,19.0,,,,,,,,,,,,,,,,,,
42,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-10-19 14:38:28.000000,2023-10-19 14:38:27,4865.0,942.0,157.0,4686.0,17619.0,The Single Sign-On Multi-Factor portal for web apps.,131.0,28,True,365.0,100.0,71.0,1076.0,2022-12-21 09:01:04,,609.0,2.0,4.37.5,27426.0,,,,,,,,,,,,,,,,,,,,
43,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44.000000,2023-06-14 17:20:41,735.0,3483.0,760.0,73.0,14882.0,Face recognition with deep neural networks.,30.0,28,True,,4.0,9.0,370.0,2016-02-25 17:42:46,67.0,1658.0,3.0,0.2.1,,,67.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,160909.0,,,,,70.0,,,,,,,,,
44,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-10-19 15:04:42.000000,2023-10-19 09:52:32,4952.0,257.0,36.0,4351.0,6383.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",42.0,28,True,486.0,49.0,80.0,225.0,2023-10-08 06:03:10,7.0,811.0,2.0,1.10.0,2569.0,,7.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-10-08 05:55:33.959001,18733.0,,,,,1.0,,,,,,,,,
45,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-10-19 18:02:04.000000,2023-10-19 15:21:31,2635.0,274.0,29.0,4642.0,4924.0,"ZITADEL - Identity infrastructure, simplified foryou.",77.0,28,True,269.0,100.0,405.0,1314.0,2023-10-10 06:07:47,,384.0,2.0,2.38.1,1536.0,,,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,https://charts.zitadel.com,,,,,
46,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-10-19 15:53:00.000000,2023-10-19 15:52:58,6322.0,535.0,139.0,4240.0,4805.0,"An ACME-based certificate authority, written in Go.",127.0,28,True,69.0,87.0,191.0,2666.0,2023-10-04 22:51:33,,21440.0,2.0,release-2023-10-04,58814.0,,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-10-12 16:38:19.369768,1944570.0,,,,,13.0,,,,,,,,,
47,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-10-19 08:23:26.000000,2023-10-19 08:23:25,1402.0,83.0,26.0,1491.0,1798.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",23.0,28,True,91.0,53.0,49.0,264.0,2023-09-13 08:04:00,17.0,1551.0,3.0,0.30.0,48098.0,,17.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
48,whisper,openai/whisper,,,voice,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-10-11 18:03:57.000000,2023-10-10 17:01:01,124.0,5135.0,401.0,175.0,46419.0,Robust Speech Recognition via Large-Scale Weak Supervision.,60.0,27,True,7.0,7.0,,,2023-09-19 00:13:44,19.0,241249.0,3.0,20230918,,,19.0,,,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,241249.0,,,,,,
49,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-10-19 17:52:51.000000,2023-10-19 15:59:08,12755.0,377.0,27.0,5492.0,4822.0,The authentication glue you need.,191.0,27,True,710.0,100.0,402.0,1175.0,2023-09-11 17:46:45,,87.0,3.0,ersion/2023.8.3,2284.0,,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,
