,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,trending,updated_github_id,gem_url,apt_id
70,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,credentials-sdks,anoncreds-rs.,,['hyperledger'],23,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2023-12-27 18:04:07.000000,2023-12-07 16:39:53,673.0,82.0,35.0,16.0,194.0,23.0,75.0,60.0,24.0,53.0,53.0,22.0,,,3860.0,2.0,,2023-06-02 16:26:49,0.1.0,42466.0,,,,,,,,,,,,,,,
71,deepfacelive,https://github.com/iperov/DeepFaceLive,face,Real-time face swap for PC streaming or video calls.,,,22,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,,2928.0,283.0,25.0,1.0,143.0,19433.0,35.0,,,11.0,,,23366.0,3.0,,2023-01-21 09:26:53,TINA_SHIFT,701001.0,,,,,,,,,,,,,,,
72,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2023-12-13 18:57:17.000000,2023-12-13 18:56:13,14886.0,13.0,651.0,113.0,17.0,,,672.0,,121.0,121.0,721.0,,,,3.0,,,,,,,,,,,,,,,,,,,
73,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,22,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2023-12-21 23:51:04.000000,2023-12-21 17:18:43,13190.0,169.0,121.0,10.0,1753.0,933.0,1961.0,286.0,55.0,,,84.0,,,105.0,3.0,,2023-06-16 12:51:58,11.4.3,7726.0,,,,,,,,,,,,,,,
74,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],22,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2023-12-25 04:16:52.000000,2023-12-25 00:13:19,281.0,14.0,15.0,14.0,115.0,1.0,10.0,77.0,38.0,835.0,835.0,12.0,https://www.npmjs.com/package/web-did-resolver,16193.0,16193.0,3.0,,2023-07-03 18:25:08,2.0.27,,,,,,,,,,,,,,,,
75,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-12-23 15:36:32.000000,2023-12-23 13:16:31,560.0,2.0,279.0,58.0,145.0,178.0,547.0,5114.0,11.0,,,61.0,,,213.0,3.0,,2020-09-02 15:57:23,2.6.1,14914.0,,,,,,,,,,,,,,,howdy
76,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,21,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-12-18 22:01:36.000000,2023-08-31 21:53:17,639.0,,268.0,66.0,222.0,9.0,122.0,3632.0,2.0,10.0,10.0,39.0,,,,3.0,,2022-02-09 12:50:28,1.0.1,,,,,,,,,,,,,,,,
77,webauthn,https://github.com/w3c/webauthn,protocols,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],21,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2023-12-21 08:10:38.000000,2023-12-20 19:11:44,2201.0,59.0,150.0,175.0,839.0,79.0,1034.0,1064.0,7.0,,,72.0,,,,1.0,,2018-03-20 13:11:25,CR-00-20180320,,,,,,,,,,,,,,,,
78,sidetree,https://github.com/decentralized-identity/sidetree,protocols,Sidetree Specification and Reference Implementation.,,['dif'],21,True,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-12-18 20:07:43.000000,2023-04-04 19:14:54,1149.0,,104.0,40.0,682.0,37.0,441.0,429.0,12.0,31.0,31.0,47.0,,,,1.0,,2021-03-09 22:06:35,1.0.2,,,,,,,,,,,,,,,,
79,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,21,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2023-12-20 11:48:10.000000,2023-11-14 00:30:30,1728.0,10.0,99.0,28.0,341.0,36.0,73.0,173.0,49.0,30.0,30.0,51.0,,,,3.0,,2023-06-11 17:23:23,8.4.0,,,,,,,,,,,,,,,,
80,web5-js,https://github.com/TBD54566975/web5-js,ssi-sdks,"An SDK for building decentralized web apps with DIDs, VCs, and DWNs.",,['web5'],21,False,TBD54566975/web5-js,web5/api,https://github.com/TBD54566975/web5-js,Apache-2.0,2023-03-06 19:11:53,2023-12-28 18:10:57.000000,2023-12-19 21:00:12,405.0,75.0,39.0,6.0,220.0,46.0,92.0,96.0,18.0,59.0,59.0,26.0,https://www.npmjs.com/package/web5/api,,,2.0,,2023-12-07 19:14:55,0.8.3,,,,,,,,,,,,,,,,
81,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],21,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2023-12-25 13:11:16.000000,2023-12-20 18:54:31,2446.0,90.0,32.0,14.0,3155.0,50.0,95.0,61.0,22.0,778.0,778.0,21.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,2023-12-20 18:55:46,2.0.0,,,,,,,,,,,,,,,,
82,facenet,https://github.com/davidsandberg/facenet,face,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4662.0,566.0,122.0,500.0,619.0,13331.0,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
83,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],20,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-12-19 08:49:57.000000,2023-10-25 17:45:50,394.0,3.0,667.0,94.0,308.0,153.0,323.0,1621.0,25.0,,,50.0,,,,3.0,,2023-05-01 17:52:41,1.6.2,,,,,,,,,,,,,,,,
84,indy-node,https://github.com/hyperledger/indy-node,ssi-infra,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2023-12-21 13:23:24.000000,2023-11-21 17:51:02,4892.0,12.0,632.0,64.0,1746.0,31.0,49.0,660.0,36.0,,,101.0,,,10.0,1.0,,2022-09-02 20:48:34,1.12.6,564.0,,,,,,,,,,,,,,,
85,aries-framework-go,https://github.com/hyperledger/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,True,hyperledger/aries-framework-go,,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-10-27 19:12:10.000000,2023-09-01 12:06:39,3196.0,,154.0,19.0,2046.0,388.0,1196.0,235.0,14.0,2.0,2.0,59.0,,,,2.0,,2023-05-09 10:57:15,0.3.2,,,,,,,,,,,,,,,,
86,aries-framework-javascript,https://github.com/openwallet-foundation/agent-framework-javascript,ssi-sdks,Agent Framework JavaScript.,,['hyperledger'],20,True,hyperledger/aries-framework-javascript,,https://github.com/openwallet-foundation/agent-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-12-28 09:54:09.000000,2023-12-28 09:51:26,852.0,31.0,147.0,27.0,1015.0,172.0,463.0,213.0,77.0,2.0,2.0,56.0,,,,2.0,,2023-10-05 13:35:35,0.4.2,,,,,,,,,,,,,,openwallet-foundation/agent-framework-javascript,,
87,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,20,False,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-12-13 10:55:45.426370,2023-12-13 10:48:35,1531.0,13.0,32.0,6.0,195.0,3.0,162.0,95.0,98.0,,,16.0,,,397.0,2.0,waltid/ssikit,2023-12-13 10:55:46,1.2312131048.0,58.0,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,11072.0,,,,,,,,,,,
88,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-12-23 00:35:17.000000,2023-07-12 07:05:13,339.0,,801.0,237.0,238.0,176.0,525.0,2616.0,,,,47.0,,,,3.0,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,
89,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,1.0,268.0,96.0,42.0,28.0,23.0,2394.0,,,,26.0,,,1619.0,3.0,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1619.0,,,,,,,,
90,aries-rfcs,https://github.com/hyperledger/aries-rfcs,protocols,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],19,True,hyperledger/aries-rfcs,,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2023-12-12 23:26:53.000000,2023-12-07 04:55:29,2178.0,14.0,207.0,58.0,580.0,53.0,172.0,313.0,,,,84.0,,,,2.0,,,,,,,,,,,,,,,,,,,
91,vc-data-model,https://github.com/w3c/vc-data-model,credentials,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,,['w3c'],19,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2023-12-28 16:15:20.000000,2023-12-27 17:09:00,1834.0,281.0,78.0,80.0,726.0,41.0,617.0,260.0,,,,65.0,,,,1.0,,,,,,,,,,,,,,,,,,,
92,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,Trinsic SDK repository.,,,19,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,Apache-2.0,2021-04-26 20:47:34,2023-12-14 15:19:48.000000,2023-12-14 15:18:17,1094.0,26.0,16.0,12.0,1257.0,,321.0,28.0,16.0,,,27.0,,,359.0,2.0,,2023-11-16 22:24:18,1.13.0,9359.0,,,,,,,,,,,,,,,
93,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,,220.0,63.0,103.0,4.0,54.0,2299.0,40.0,,,50.0,,,,3.0,,2020-04-30 07:36:33,1.2.0,,,,,,,,,,,,,,,,
94,ion,https://github.com/decentralized-identity/ion,ssi-infra,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,True,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,160.0,89.0,184.0,70.0,69.0,1221.0,17.0,,,32.0,,,,2.0,,2022-06-09 01:42:53,1.0.4,,,,,,,,,,,,,,,,
95,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar, used for defining, querying,..",,,18,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2023-12-25 19:49:16.000000,2023-12-25 19:49:15,233.0,44.0,22.0,5.0,240.0,18.0,15.0,921.0,87.0,1.0,1.0,5.0,,,107.0,3.0,warrantdev/warrant,2023-12-19 22:23:41,1.1.0,805.0,https://hub.docker.com/r/warrantdev/warrant,2023-12-19 22:23:40.634388,,276.0,,,,,,,,,,,
96,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,18,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2023-12-28 00:17:56.000000,2023-11-01 15:51:52,531.0,4.0,49.0,30.0,353.0,73.0,103.0,163.0,,118.0,118.0,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,
97,digitalbazaar-vc,https://github.com/digitalbazaar/vc,credentials-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,18,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2023-12-20 01:25:14.000000,2023-12-07 12:08:25,381.0,37.0,44.0,15.0,85.0,23.0,62.0,159.0,,215.0,215.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,
98,aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,ssi-agents,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,['hyperledger'],18,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2023-12-27 18:29:11.000000,2023-12-18 21:57:59,1625.0,55.0,104.0,21.0,801.0,67.0,175.0,122.0,,,,40.0,,,,2.0,,,,,,,,,,,,,,,,,,,
99,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Polygon ID Self-Hosted Issuer Node.,,,18,False,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2023-12-28 14:27:22.000000,2023-12-07 09:27:01,1363.0,127.0,56.0,9.0,477.0,4.0,107.0,70.0,13.0,,,16.0,,,,2.0,,2023-12-04 18:12:46,2.3.6,,,,,,,,,,,,,,,,
100,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,18,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2023-12-28 01:17:28.000000,2023-12-27 20:55:33,2317.0,109.0,35.0,12.0,411.0,130.0,89.0,46.0,1.0,24.0,24.0,21.0,,,,3.0,,,,,,,,,,,,,,,,,,,
101,solid-project,https://github.com/solid/solid,protocols,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,372.0,559.0,56.0,126.0,88.0,8170.0,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,
102,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",17,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2023-12-24 21:09:48.000000,2023-12-13 20:50:19,537.0,3.0,149.0,84.0,207.0,17.0,42.0,1347.0,,,,57.0,,,,3.0,,,,,,,,,,,,,,,,1.0,,,
103,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2023-12-15 16:41:43.000000,2023-12-15 16:30:20,3613.0,28.0,68.0,27.0,5.0,,,228.0,,,,298.0,,,,3.0,,,,,,,,,,,,,,,,,,,
104,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],17,True,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2023-12-27 14:21:59.000000,2023-12-14 16:30:01,320.0,19.0,54.0,13.0,338.0,47.0,107.0,191.0,4.0,35.0,35.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,
105,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Polygon ID.,,,17,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2023-12-26 15:27:13.000000,2023-12-20 09:17:34,392.0,16.0,22.0,4.0,127.0,7.0,22.0,43.0,30.0,125.0,125.0,15.0,,,,3.0,,2023-12-20 09:18:12,1.5.1,,,,,,,,,,,,,,,,
106,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,,,17,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2023-12-28 15:05:08.000000,2023-12-28 14:44:57,3616.0,301.0,11.0,7.0,457.0,41.0,1753.0,30.0,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,
107,solid-specification,https://github.com/solid/specification,protocols,Solid Technical Reports.,,['solid'],16,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2023-12-21 16:00:51.000000,2023-12-18 16:59:38,979.0,37.0,37.0,48.0,209.0,173.0,146.0,445.0,1.0,,,22.0,,,,2.0,,2021-12-21 13:00:06,protocol-v0.9.0,,,,,,,,,,,,,,,,
108,did-core,https://github.com/w3c/did-core,credentials,W3C Decentralized Identifier Specification v1.0.,,['w3c'],16,True,w3c/did-core,,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-12-11 00:52:55.000000,2023-04-11 23:37:45,1309.0,,86.0,74.0,488.0,32.0,324.0,387.0,,,,62.0,,,,2.0,,,,,,,,,,,,,,,,,,,
109,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,16,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2023-12-21 14:12:22.000000,2023-12-21 14:12:09,306.0,7.0,65.0,32.0,248.0,45.0,72.0,230.0,,4.0,4.0,22.0,,,,3.0,ghcr.io/spruceid/didkit-http,,,,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,
110,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,16,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2023-12-21 21:42:54.000000,2023-12-21 20:54:43,1473.0,79.0,7.0,9.0,138.0,4.0,7.0,40.0,29.0,1.0,1.0,14.0,,,,3.0,,2023-10-01 02:16:26,0.17.5,,,,,,,,,,,,,,,,
111,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,16,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-12-13 10:51:53.446549,2023-12-13 10:46:56,1375.0,6.0,25.0,2.0,111.0,,46.0,33.0,48.0,,,12.0,,,145.0,3.0,waltid/walletkit,2023-12-13 10:51:55,1.2312131047.0,,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,3938.0,,,,,,,,,,,
112,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],15,True,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2023-12-27 14:42:37.000000,2023-12-27 14:26:07,448.0,27.0,53.0,12.0,509.0,87.0,126.0,140.0,3.0,,,21.0,,,,3.0,,,,,,,,,,,,,,,,,,,
113,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,protocols,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],15,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2023-12-21 03:43:09.000000,2023-10-05 20:28:43,621.0,3.0,33.0,31.0,227.0,55.0,172.0,75.0,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
114,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2023-12-27 14:31:20.000000,2023-12-27 14:31:20,410.0,29.0,25.0,29.0,55.0,13.0,9.0,65.0,2.0,,,12.0,,,,3.0,,2021-10-08 12:33:05,0.2.0,,,,,,,,,,,,,,,,
115,anoncreds,https://github.com/hyperledger/anoncreds-spec,credentials,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],15,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2023-12-21 21:20:21.000000,2023-12-07 19:24:59,521.0,101.0,25.0,12.0,139.0,13.0,41.0,41.0,,,,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,
116,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,protocols-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,15,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2023-12-23 08:43:00.000000,2023-11-28 02:29:24,936.0,15.0,9.0,7.0,105.0,7.0,20.0,28.0,26.0,16.0,16.0,15.0,,,2.0,1.0,,2023-09-28 01:02:52,2.1.2,58.0,,,,,,,,,,,,,,,
117,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-infra,OIDC identity provider for digital identity.,,,15,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-12-13 11:00:32.879438,2023-12-13 10:56:38,350.0,12.0,6.0,2.0,36.0,,36.0,21.0,28.0,,,9.0,,,34.0,3.0,waltid/idpkit,2023-09-07 16:06:04,1.2309071555.0,,https://hub.docker.com/r/waltid/idpkit,2023-12-13 11:00:32.879438,,716.0,,,,,,,,,,,
118,fedfm,https://github.com/fedidcg/FedCM,protocols,A privacy preserving identity exchange Web API.,,['w3c'],14,False,fedidcg/FedCM,,https://github.com/fedidcg/FedCM,,2020-03-20 21:58:44,2023-12-26 11:33:59.000000,2023-12-18 22:12:54,679.0,15.0,56.0,75.0,265.0,157.0,104.0,302.0,,,,33.0,,,,3.0,,,,,,,,,,,,,,,,,,,
119,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,38.0,13.0,115.0,,,47.0,,14.0,14.0,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
120,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VCI,protocols-sdks,OpenID for Verifiable Credential Issuance - client and issuer library.,,,14,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2023-12-23 06:32:59.000000,2023-11-29 23:51:57,628.0,29.0,10.0,6.0,68.0,4.0,9.0,41.0,14.0,,,15.0,,,,3.0,,2023-10-14 23:03:15,0.8.1,,,,,,,,,,,,,-1.0,Sphereon-Opensource/OID4VCI,,
121,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,False,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2022-10-15 14:37:14.000000,2022-07-19 15:07:09,89.0,,152.0,37.0,93.0,30.0,102.0,944.0,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
122,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,25.0,9.0,2.0,4.0,1.0,244.0,4.0,,,5.0,,,231.0,3.0,cogolabs/beyond,2022-05-26 15:15:14,1.8.10,,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17622.0,,,,,,,,,,,
123,web-access-control,https://github.com/solid/web-access-control-spec,protocols,Web Access Control (WAC).,,['solid'],13,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2023-12-15 11:01:37.000000,2023-12-15 11:01:36,456.0,9.0,22.0,30.0,41.0,27.0,45.0,117.0,,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,,,
124,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,protocols-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,13,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,Apache-2.0,2021-09-08 22:32:38,2023-12-23 09:04:26.000000,2023-11-28 02:39:02,609.0,17.0,19.0,8.0,47.0,5.0,12.0,69.0,13.0,42.0,42.0,12.0,,,0.0,3.0,,,,26.0,,,,,,,,,,,,,,,
125,bbs-signature,https://github.com/decentralized-identity/bbs-signature,credentials,The BBS Signature Scheme.,,['dif'],13,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2023-12-28 00:09:46.000000,2023-12-21 21:16:56,875.0,91.0,19.0,14.0,175.0,9.0,123.0,59.0,,,,16.0,,,,3.0,,,,,,,,,,,,,,,,,,,
126,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,13,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,25.0,9.0,432.0,29.0,75.0,50.0,1.0,1.0,1.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,
127,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,credentials,,,,13,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2023-12-28 00:52:48.000000,2023-12-11 17:27:30,705.0,22.0,22.0,11.0,194.0,22.0,183.0,42.0,2.0,,,16.0,,,,3.0,,2023-12-11 17:33:14,draft-ietf-oauth-selective-disclosure-jwt-07,,,,,,,,,,,,,,,,
