,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
48,whisper,openai/whisper,,,voice,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-11-01 22:23:16.000000,2023-10-10 17:01:01,124.0,5220.0,408.0,177.0,47154.0,Robust Speech Recognition via Large-Scale Weak Supervision.,60.0,27,True,7.0,7.0,,,2023-09-19 00:13:44,21.0,230041.0,3.0,20230918,,21.0,,,,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,230041.0,,,,,,
49,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-11-02 16:55:58.000000,2023-11-02 16:55:56,12889.0,389.0,28.0,5635.0,4963.0,The authentication glue you need.,192.0,27,True,736.0,100.0,406.0,1210.0,2023-10-28 20:19:45,,87.0,3.0,ersion/2023.10.2,2365.0,,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,
50,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-10-03 18:24:42.000000,2023-07-24 15:50:06,1200.0,159.0,31.0,1519.0,3260.0,Oso is a batteries-included framework for building authorization in your application.,63.0,27,True,,100.0,106.0,100.0,2023-04-03 23:25:23,78.0,42417.0,3.0,0.27.0,2618.0,78.0,,,,,,,,,,,oso,https://pypi.org/project/oso,42338.0,,,,,,
51,kanidm,kanidm/kanidm,,,idp,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-11-02 06:02:04.000000,2023-11-02 02:07:53,1671.0,110.0,16.0,1637.0,1711.0,"Kanidm: A simple, secure and fast identity management platform.",57.0,27,True,238.0,17.0,139.0,476.0,2023-10-31 12:08:26,42.0,221.0,3.0,1.1.0-rc.15,133.0,42.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-10-31 11:50:28.869580,12508.0,,,,,,,,,,,,,,,
52,jansen,janssenproject/jans,,,idp,['linux-foundation'],https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-11-02 17:51:00.000000,2023-11-02 14:51:26,33138.0,50.0,30.0,3642.0,300.0,"An open source enterprise digital identity platform that scales: Janssen is a distribution of standards-based,..",109.0,27,True,371.0,100.0,339.0,2393.0,2023-10-11 14:07:21,,310.0,3.0,1.0.19,1241.0,,,,,,,,,,,,,,,,,,,,
53,did-resolver,decentralized-identity/did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-11-01 02:08:52.000000,2023-11-01 02:08:28,377.0,40.0,24.0,127.0,194.0,Universal did-resolver for javascript environments.,24.0,27,True,4.0,24.0,3.0,18.0,2023-03-08 14:05:37,4904.0,174617.0,1.0,4.1.0,,4904.0,,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,174617.0,,,,,,,,,,
54,did-jwt-vc,decentralized-identity/did-jwt-vc,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-11-01 14:52:47.000000,2023-11-01 14:52:45,354.0,38.0,24.0,92.0,156.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,22.0,27,True,32.0,52.0,3.0,46.0,2023-11-01 14:53:16,777.0,21072.0,1.0,3.2.14,,777.0,,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,21072.0,,,,,,,,,,
55,node-oidc-provider,panva/node-oidc-provider,,,authentication,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-10-25 21:01:21.000000,2023-10-25 20:56:59,2423.0,723.0,72.0,226.0,2844.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,67.0,26,True,25.0,100.0,,,2023-10-25 21:01:30,2.0,189529.0,3.0,8.4.1,,2.0,,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,189529.0,,,,,,,,,,
56,lemur,netflix/lemur,,,pki,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-11-02 18:17:04.000000,2023-11-02 16:22:20,5916.0,308.0,407.0,4084.0,1666.0,Repository for the Lemur Certificate Manager.,151.0,26,True,273.0,27.0,119.0,415.0,2023-10-23 21:10:51,,0.0,3.0,1.6.0,51.0,,,,,,,,,,,,,,,,,,,,
57,conjur,cyberark/conjur,,,machine,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-10-30 21:55:26.000000,2023-10-13 18:18:58,3449.0,120.0,48.0,1886.0,713.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,96.0,26,True,97.0,73.0,207.0,901.0,2023-08-04 21:07:07,,78620.0,3.0,1.20.0,364.0,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,6996781.0,,,,,,30.0,,,,,,,,,
58,veramo,uport-project/veramo,,,decentralized,,https://github.com/decentralized-identity/veramo,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2023-11-02 16:11:29.000000,2023-11-01 20:07:09,1816.0,102.0,23.0,728.0,358.0,A JavaScript Framework for Verifiable Data.,49.0,26,True,56.0,42.0,60.0,348.0,2023-10-09 11:46:16,514.0,,2.0,5.5.3,,514.0,,,,,,decentralized-identity/veramo,,,,,,,,,,,,,
59,athenz,athenz/athenz,,,pki,['linux-foundation'],https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2023-11-02 14:47:19.000000,2023-10-30 23:22:13,2864.0,253.0,53.0,2136.0,811.0,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,78.0,25,True,122.0,100.0,38.0,195.0,2023-10-30 23:17:55,26.0,,3.0,1.11.45,,26.0,,,,,,,,,,,,,,,,,,,
60,aries-python,hyperledger/aries-cloudagent-python,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-cloudagent-python,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2023-11-02 16:56:30.000000,2023-11-01 21:10:45,8255.0,425.0,29.0,1517.0,373.0,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,126.0,25,True,503.0,69.0,228.0,842.0,2023-10-09 18:00:40,,,2.0,0.10.4,,,,,,,,,,,,,,,,,,,,,
61,node-solid-server,nodesolidserver/node-solid-server,,,decentralized,['solid'],https://github.com/nodeSolidServer/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2023-10-20 15:23:04.000000,2023-09-03 08:06:59,2952.0,288.0,80.0,832.0,1755.0,Solid server on top of the file-system in NodeJS.,85.0,24,True,1.0,51.0,285.0,610.0,2023-03-17 17:09:04,2.0,11834.0,2.0,5.7.7,,2.0,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-09-03 08:18:28.394842,947216.0,,,solid-server,https://www.npmjs.com/package/solid-server,3223.0,4.0,,,,,,,,,
62,universal-resolver,decentralized-identity/universal-resolver,,,decentralized,,https://github.com/decentralized-identity/universal-resolver,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2023-11-02 12:32:19.000000,2023-10-31 12:34:13,1670.0,213.0,61.0,275.0,492.0,Universal Resolver implementation and drivers.,98.0,24,True,47.0,6.0,24.0,80.0,2022-01-07 16:42:38,,1537.0,2.0,0.5.0,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2023-10-31 12:38:45.757756,115335.0,,,,,,,,,,,,,,,
63,iota-identity,iotaledger/identity.rs,,,decentralized,,https://github.com/iotaledger/identity.rs,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2023-11-02 10:17:06.000000,2023-11-02 10:17:03,1412.0,68.0,25.0,978.0,266.0,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,33.0,24,True,37.0,23.0,57.0,201.0,2023-11-02 09:48:53,101.0,,2.0,1.0.0,,101.0,,,,,,,,,,,,,,,,,,,
64,supertokens,supertokens/supertokens-core,,,idp,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2023-11-01 12:24:12.000000,2023-11-01 07:09:34,906.0,391.0,63.0,413.0,10556.0,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,25.0,23,True,74.0,49.0,99.0,341.0,2023-11-01 12:21:41,,,3.0,7.0.9,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,,
65,howdy,boltgolt/howdy,,,authentication,,https://github.com/boltgolt/howdy,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-10-24 13:34:43.000000,2023-09-24 10:25:45,558.0,269.0,57.0,139.0,4978.0,Windows Hello style facial authentication for Linux.,60.0,23,True,21.0,11.0,175.0,533.0,2020-09-02 15:57:23,,206.0,3.0,2.6.1,14267.0,,,,,,,,,,,,,,,,,,,,howdy
66,opal,permitio/opal,,,authorization,,https://github.com/permitio/opal,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2023-10-18 01:44:15.000000,2023-10-09 09:18:09,1677.0,116.0,20.0,337.0,1872.0,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",45.0,23,True,27.0,32.0,32.0,76.0,2023-09-14 19:06:35,,3760.0,3.0,0.7.4,536.0,,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2023-09-14 19:15:56.999755,123519.0,,,,,,,,,,,,,,,
67,permify,permify/permify,,,authorization,,https://github.com/Permify/permify,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2023-11-02 07:08:23.000000,2023-11-01 21:09:50,2066.0,59.0,15.0,665.0,1738.0,Permify is an open-source authorization service inspired by Google Zanzibar.,27.0,23,True,358.0,40.0,21.0,104.0,2023-11-02 07:39:49,,75.0,3.0,0.5.6,1137.0,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,,
68,freeipa,freeipa/freeipa,,,idp,,https://github.com/freeipa/freeipa,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2023-11-02 17:10:24.000000,2023-11-02 13:47:50,15703.0,302.0,51.0,7068.0,1013.0,"Mirror of FreeIPA, an integrated security information management solution.",219.0,23,True,60.0,,,,,,40453.0,3.0,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2023-11-01 05:55:03.634217,5582596.0,,,,,,156.0,,,,,,,,,
69,dwn-sdk-js,TBD54566975/dwn-sdk-js,,,decentralized,['web5'],https://github.com/TBD54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2023-11-02 18:08:02.000000,2023-11-02 18:06:43,393.0,87.0,17.0,368.0,309.0,Decentralized Web Node (DWN) Reference implementation.,40.0,23,True,80.0,22.0,44.0,177.0,2023-10-05 22:31:42,108.0,,2.0,0.2.4,,108.0,,,,,,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,,,,,,
70,aries-vcx,hyperledger/aries-vcx,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-vcx,https://github.com/hyperledger/aries-vcx,Apache-2.0,2020-07-21 07:26:03,2023-11-02 15:48:18.000000,2023-11-02 15:48:16,9698.0,40.0,11.0,879.0,59.0,"aries-vcx is set of crates to work with DIDs, DID Documents, DIDComm, Verifiable Credentials and Hyperledger Aries.",140.0,23,False,93.0,68.0,44.0,117.0,2023-10-25 15:52:57,4.0,292.0,2.0,0.61.0,11401.0,4.0,,,,,,,,,,,,,,,,,,,
71,deepfacelive,iperov/DeepFaceLive,,,face,,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,2736.0,274.0,25.0,18784.0,Real-time face swap for PC streaming or video calls.,11.0,22,True,,35.0,1.0,142.0,2023-01-21 09:26:53,,21753.0,3.0,TINA_SHIFT,630839.0,,,,,,,,,,,,,,,,,,,,
72,openbr,biometrics/openbr,,,face,,https://github.com/biometrics/openbr,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2023-10-12 18:24:15.000000,2023-08-24 19:41:37,4024.0,752.0,254.0,326.0,2810.0,"Open Source Biometrics, Face Recognition.",55.0,22,False,3.0,4.0,63.0,209.0,2015-09-29 22:50:55,,912.0,3.0,1.1.0,109497.0,,,,,,,,,,,,,,,,,,,,
73,keystone,openstack/keystone,,,idp,['openstack'],https://github.com/openstack/keystone,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2023-10-09 06:25:26.000000,2023-10-06 17:10:29,14874.0,650.0,114.0,17.0,669.0,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,719.0,22,True,14.0,,,,,117.0,,3.0,,,117.0,,,,,,,,,,,,,,,,,,,
74,web-did-resolver,decentralized-identity/web-did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2023-10-30 04:42:04.000000,2023-10-30 01:38:24,272.0,15.0,14.0,114.0,76.0,DID resolver for HTTPS domains.,12.0,22,False,16.0,38.0,1.0,10.0,2023-07-03 18:25:08,759.0,19744.0,2.0,2.0.27,,759.0,,,,,,,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,19744.0,,,,,,,,,,
75,sidetree,decentralized-identity/sidetree,,,standards,['dif'],https://github.com/decentralized-identity/sidetree,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-09-28 17:59:07.000000,2023-04-04 19:14:54,1149.0,102.0,40.0,680.0,428.0,Sidetree Specification and Reference Implementation.,47.0,21,True,,12.0,37.0,441.0,2021-03-09 22:06:35,30.0,,1.0,1.0.2,,30.0,,,,,,,,,,,,,,,,,,,
76,aries-framework-go,hyperledger/aries-framework-go,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-go,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-10-27 19:12:10.000000,2023-09-01 12:06:39,3196.0,155.0,19.0,2046.0,235.0,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,59.0,21,True,10.0,14.0,387.0,1196.0,2023-05-09 10:57:15,2.0,,2.0,0.3.2,,2.0,,,,,-1.0,,,,,,,,,,,,,,
77,facenet,davidsandberg/facenet,,,face,,https://github.com/davidsandberg/facenet,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,4661.0,567.0,122.0,13252.0,Face recognition using Tensorflow.,36.0,20,False,,,498.0,618.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
78,gotrue,netlify/gotrue,,,idp,,https://github.com/netlify/gotrue,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-10-25 19:52:07.000000,2023-08-31 21:53:17,639.0,268.0,66.0,221.0,3587.0,An SWT based API for managing users and issuing SWT tokens.,39.0,20,True,1.0,2.0,10.0,120.0,2022-02-09 12:50:28,10.0,,3.0,1.0.1,,10.0,,,,,,,,,,,,,,,,,,,
79,appauth-ios,openid/appauth-ios,,,authentication,['openid'],https://github.com/openid/AppAuth-iOS,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-10-31 00:29:40.000000,2023-10-25 17:45:50,394.0,650.0,93.0,307.0,1603.0,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,50.0,20,True,3.0,25.0,151.0,319.0,2023-05-01 17:52:41,,,3.0,1.6.2,,,,,,,-1.0,,,,,,,,,,,,,,
80,webauthn,w3c/webauthn,,,standards,['w3c'],https://github.com/w3c/webauthn,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2023-11-01 05:15:43.000000,2023-10-11 18:56:38,2154.0,148.0,172.0,828.0,1042.0,Web Authentication: An API for accessing Public Key Credentials.,72.0,20,True,60.0,7.0,82.0,1024.0,2018-03-20 13:11:25,,,2.0,CR-00-20180320,,,,,,,,,,,,,,,,,,,,,
81,aries-framework-javascript,hyperledger/aries-framework-javascript,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-javascript,https://github.com/hyperledger/aries-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-11-02 16:57:48.000000,2023-10-31 20:17:34,830.0,143.0,26.0,986.0,207.0,Aries Framework JavaScript (Built using TypeScript).,56.0,20,True,36.0,77.0,165.0,443.0,2023-10-05 13:35:35,2.0,,2.0,0.4.2,,2.0,,,,,,,,,,,,,,,,,,,
82,appauth-android,openid/appauth-android,,,authentication,['openid'],https://github.com/openid/AppAuth-Android,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-11-01 18:36:13.000000,2023-07-12 07:05:13,339.0,792.0,238.0,233.0,2577.0,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,47.0,19,True,,,171.0,525.0,,,,3.0,,,,,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,
83,ja3,salesforce/ja3,,,pki,,https://github.com/salesforce/ja3,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,270.0,96.0,42.0,2335.0,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,26.0,19,True,2.0,,28.0,23.0,,,1866.0,3.0,,,,,,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1866.0,,,,,,
84,ladon,ory/ladon,,,authorization,['ory'],https://github.com/ory/ladon,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,221.0,64.0,103.0,2279.0,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,50.0,18,True,,40.0,4.0,54.0,2020-04-30 07:36:33,,,3.0,1.2.0,,,,,,,,,,,,,,,,,,,,,
85,aries-rfcs,hyperledger/aries-rfcs,,,standards,['hyperledger'],https://github.com/hyperledger/aries-rfcs,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2023-10-24 17:38:12.000000,2023-07-24 21:30:11,2151.0,206.0,58.0,573.0,311.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",84.0,18,True,,,52.0,171.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
86,vc-data-model,w3c/vc-data-model,,,standards,['w3c'],https://github.com/w3c/vc-data-model,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2023-11-01 16:21:18.000000,2023-11-01 11:20:01,1587.0,78.0,82.0,683.0,258.0,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,62.0,18,True,161.0,,64.0,566.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
87,spruceid-ssi,spruceid/ssi,spruceid,,decentralized,,https://github.com/spruceid/ssi,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2023-11-02 00:17:03.000000,2023-11-01 15:51:52,531.0,46.0,29.0,353.0,156.0,Core library for decentralized identity.,23.0,18,True,8.0,,73.0,103.0,,113.0,,3.0,,,113.0,,,,,,,,,,,,,,,,,,,
88,aries-mobile-agent-react-native,hyperledger/aries-mobile-agent-react-native,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2023-11-01 23:55:20.000000,2023-11-01 23:55:20,1595.0,103.0,21.0,772.0,120.0,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,40.0,18,True,73.0,,67.0,173.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
89,trinsic-okapi,trinsic-id/okapi,trinsic-id,,decentralized,,https://github.com/trinsic-id/okapi,https://github.com/trinsic-id/okapi,Apache-2.0,2020-10-19 15:17:13,2023-10-27 23:00:14.000000,2023-09-11 22:25:57,541.0,11.0,11.0,532.0,26.0,Collection of tools that support workflows for authentic data and identity management. Libraries available in most..,14.0,18,False,1.0,19.0,26.0,80.0,2022-05-29 21:14:21,542.0,591.0,3.0,1.6.0,17756.0,542.0,,,,,-1.0,,,,,,,,,,,,,,
90,ion,decentralized-identity/ion,,,decentralized,,https://github.com/decentralized-identity/ion,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,159.0,90.0,184.0,1216.0,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,31.0,17,True,1.0,17.0,70.0,68.0,2022-06-09 01:42:53,,,3.0,1.0.4,,,,,,,-1.0,,,,,,,,,,,,,,
91,solid-specification,solid/specification,solid-project,,standards,['solid'],https://github.com/solid/specification,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2023-11-02 18:08:55.000000,2023-11-02 18:08:16,956.0,36.0,49.0,195.0,439.0,Solid Technical Reports.,21.0,17,True,43.0,1.0,186.0,134.0,2021-12-21 13:00:06,,,2.0,protocol-v0.9.0,,,,,,,2.0,,,,,,,,,,,,,,
92,barbican,openstack/barbican,,,pki,['openstack'],https://github.com/openstack/barbican,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2023-10-14 20:52:49.000000,2023-10-14 20:52:15,3589.0,66.0,27.0,5.0,226.0,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",297.0,17,True,18.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
93,tbd-ssi-sdk,tbd54566975/ssi-sdk,,,decentralized,['web5'],https://github.com/TBD54566975/ssi-sdk,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2023-11-01 15:46:55.000000,2023-11-01 15:45:58,312.0,52.0,12.0,322.0,186.0,self sovereign identity sdk.,16.0,17,True,26.0,4.0,47.0,107.0,,33.0,,3.0,,,33.0,,,,,,,,,,,,,,,,,,,
94,waltid-walletkit,walt-id/waltid-walletkit,waltid-ssikit,,decentralized,,https://github.com/walt-id/waltid-walletkit,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-10-31 12:37:38.854547,2023-10-31 12:31:18,1371.0,25.0,2.0,111.0,32.0,Toolkit for SSI and NFT/SBT wallets.,12.0,17,False,20.0,44.0,2.0,43.0,2023-10-31 12:37:40,,147.0,3.0,1.2310311231.0,,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-10-31 12:37:38.854547,3822.0,,,,,,,,,,,,,,,
95,spiffe,spiffe/spiffe,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spiffe,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2023-10-30 01:40:44.000000,2023-09-29 22:06:47,534.0,146.0,84.0,203.0,1315.0,The SPIFFE Project.,57.0,16,True,5.0,,15.0,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
96,did-core,w3c/did-core,,,standards,['w3c'],https://github.com/w3c/did-core,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-04-11 23:37:45.000000,2023-04-11 23:37:45,1309.0,84.0,74.0,487.0,387.0,W3C Decentralized Identifier Specification v1.0.,62.0,15,True,,,31.0,324.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
97,tbd-ssi-service,tbd54566975/ssi-service,,,decentralized,['web5'],https://github.com/TBD54566975/ssi-service,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2023-11-02 01:52:19.000000,2023-10-30 14:36:57,437.0,52.0,11.0,491.0,138.0,The Self Sovereign Identity Service.,21.0,15,True,37.0,3.0,87.0,126.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
98,aries-framework-dotnet,hyperledger/aries-framework-dotnet,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-dotnet,https://github.com/hyperledger/aries-framework-dotnet,Apache-2.0,2019-08-19 18:49:27,2023-10-09 17:38:49.000000,2023-10-09 17:38:48,147.0,69.0,27.0,175.0,82.0,Aries Framework .NET for building multiplatform SSI services.,31.0,15,False,1.0,,42.0,28.0,,44.0,,3.0,,,44.0,,,,,,,,,,,,,,,,,,,
99,presentation-exchange,decentralized-identity/presentation-exchange,,,standards,['dif'],https://github.com/decentralized-identity/presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2023-10-24 10:04:29.000000,2023-10-05 20:28:43,621.0,31.0,31.0,226.0,75.0,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,36.0,15,False,8.0,,51.0,170.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
100,polygon-js-sdk,0xPolygonID/js-sdk,polygon-id,,decentralized,,https://github.com/0xPolygonID/js-sdk,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2023-11-01 10:24:16.000000,2023-11-01 07:54:57,386.0,20.0,4.0,121.0,39.0,SDK to work with Polygon ID.,15.0,15,False,18.0,26.0,7.0,19.0,2023-11-01 07:56:14,64.0,,3.0,1.4.0,,64.0,,,,,,,,,,,,,,,,,,,
101,anoncreds,hyperledger/anoncreds-spec,,,standards,['hyperledger'],https://github.com/hyperledger/anoncreds-spec,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2023-11-01 17:59:04.000000,2023-11-01 17:58:41,444.0,25.0,13.0,126.0,39.0,The specification for AnonCreds verifiable credential exchange.,24.0,15,False,80.0,,23.0,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
102,openid4vci,sphereon-opensource/openid4vci,sphereon-ssi,,decentralized,,https://github.com/Sphereon-Opensource/OID4VCI,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2023-10-23 04:07:16.000000,2023-10-14 23:14:56,617.0,10.0,6.0,64.0,38.0,OpenID for Verifiable Credential Issuance - client and issuer library.,13.0,15,False,60.0,14.0,2.0,8.0,2023-10-14 23:03:15,,,3.0,0.8.1,,,,,,,,Sphereon-Opensource/OID4VCI,,,,,,,,,,,,,
