,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,dockerhub_stars,npm_id,npm_url,npm_monthly_downloads,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,new_addition,github_Id
0,aries,hyperledger/aries,aries,True,decentralized,['hyperledger'],https://github.com/hyperledger/aries,https://github.com/hyperledger/aries,Apache-2.0,2019-05-08 16:49:48,2023-04-27 05:57:50.000000,2023-04-27 04:59:34,22325.0,897.0,192.0,5619.0,1207.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",422.0,34,True,509.0,196.0,812.0,2560.0,2023-04-27 05:57:51,332.0,566.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,trinsic-id,trinsic-id/sdk,trinsic-id,True,decentralized,,https://github.com/trinsic-id/sdk,https://github.com/trinsic-id/sdk,Apache-2.0,2020-10-19 15:17:13,2023-04-26 17:50:47.000000,2023-04-26 17:48:34,1499.0,27.0,11.0,1587.0,48.0,Trinsic SDK repository.,41.0,27,False,98.0,33.0,4.0,370.0,2023-04-24 13:26:38,417.0,1729.0,1.0,1.11.0,7438.0,,,,,,,,,,,,,,,,,,,,
2,sphereon-ssi,sphereon-opensource/ssi-sdk,sphereon-ssi,True,decentralized,,https://github.com/Sphereon-Opensource/ssi-sdk,https://github.com/Sphereon-Opensource/ssi-sdk,Apache-2.0,2021-04-12 14:54:14,2023-04-26 21:41:57.000000,2023-04-26 21:12:24,3294.0,29.0,22.0,366.0,130.0,Self Sovereign Identity SDK extending Veramo.,47.0,24,True,849.0,54.0,13.0,27.0,2023-03-17 00:39:19,90.0,4.0,2.0,0.9.0,,5.0,,,,,,,,,,,,,,,,,,,
3,waltid-ssikit,walt-id/waltid-ssikit,waltid-ssikit,True,decentralized,,https://github.com/walt-id/waltid-ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-04-26 16:18:59.000000,2023-04-26 08:02:08,2695.0,59.0,12.0,320.0,126.0,Use web3 identity / self-sovereign identity (SSI).,55.0,23,True,534.0,92.0,22.0,253.0,2023-04-26 08:12:52,,474.0,2.0,1.2304211606.0,33.0,,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-04-21 16:14:18.781427,4954.0,,,,,,,,,,,,,,,
4,solid-project,solid/solid,solid-project,True,standards,['solid'],https://github.com/solid/solid,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2023-04-20 15:15:16.000000,2023-04-20 15:15:14,1003.0,407.0,625.0,207.0,8577.0,Solid - Re-decentralizing the web (project directory).,41.0,22,True,46.0,1.0,312.0,206.0,2021-12-21 13:00:06,,,1.0,,,,,,,,,,,,,,,,,,,,,,
5,spruceid,spruceid/didkit,spruceid,True,decentralized,,https://github.com/spruceid/didkit,https://github.com/spruceid/didkit,Apache-2.0,2020-07-23 21:18:28,2023-04-27 00:19:06.000000,2023-04-24 17:11:29,1005.0,107.0,75.0,631.0,382.0,A cross-platform toolkit for decentralized identity.,50.0,20,True,18.0,,122.0,193.0,,138.0,,2.0,,,40.0,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,6.0,,,,,,,,,,,,,,
6,evernym-ssi,evernym/verity,evernym-ssi,True,decentralized,,https://github.com/evernym/verity,https://github.com/evernym/verity,Apache-2.0,2020-01-14 21:16:21,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,6279.0,55.0,96.0,197.0,90.0,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repository..,144.0,18,False,15.0,100.0,3.0,,2021-03-22 11:09:10,38.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,
7,talao-altme,talaodao/altme,talao-altme,True,decentralized,,https://github.com/TalaoDAO/AltMe,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-06-29 14:41:04,2023-04-27 06:31:15.000000,2023-04-27 03:13:31,6860.0,10.0,7.0,475.0,26.0,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,18.0,18,False,799.0,1.0,84.0,1365.0,2023-01-06 16:00:40,,,3.0,,,,,,,,,,,,,,,,,,,,,,
8,polygon-id,0xPolygonID/sh-id-platform,polygon-id,True,decentralized,,https://github.com/0xPolygonID/sh-id-platform,https://github.com/0xPolygonID/sh-id-platform,,2022-11-08 12:11:09,2023-04-27 07:06:21.000000,2023-04-26 11:08:01,635.0,23.0,13.0,338.0,55.0,Self Hosted ID Platform.,17.0,16,False,314.0,6.0,6.0,73.0,2023-04-07 12:33:13,5.0,,3.0,1.0.0,,,,,,,1.0,,,,,,,,,,,,,,
9,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-04-27 07:07:25.000000,2023-04-27 06:51:16,21762.0,5182.0,358.0,11296.0,15832.0,Open Source Identity and Access Management For Modern Applications and Services.,1157.0,41,True,724.0,36.0,1596.0,4377.0,2023-04-26 10:24:38,266.0,60639.0,1.0,21.1.1,1697908.0,266.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-04-26 16:59:47.000000,2023-04-25 18:26:57,3622.0,1790.0,234.0,3832.0,10730.0,CoreDNS is a DNS server that chains plugins.,351.0,41,True,87.0,65.0,64.0,2035.0,2023-02-06 18:30:04,5076.0,2811698.0,1.0,1.10.1,6672520.0,5076.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-02-06 18:31:58.105381,231815128.0,,137.0,,,,,,,,,,,,,
11,nextauthjs,nextauthjs/next-auth,,,authentication,,https://github.com/nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,ISC,2018-01-27 12:28:16,2023-04-26 14:25:56.000000,2023-04-26 12:06:11,2243.0,1912.0,91.0,1764.0,16097.0,Authentication for the Web.,523.0,40,True,162.0,100.0,116.0,2819.0,2023-04-20 08:41:48,75874.0,1873466.0,1.0,@next-auth/mongodb-adapter@1.1.3,,75874.0,,,,,,,next-auth,https://www.npmjs.com/package/next-auth,1873466.0,,,,,,,,,,
12,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-04-14 08:21:48.000000,2023-01-10 13:20:21,1645.0,455.0,69.0,480.0,2575.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",191.0,40,True,,48.0,73.0,289.0,2023-01-10 13:13:43,358203.0,81019397.0,1.0,3.2.2,,358203.0,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,81019397.0,,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-04-26 15:09:29.000000,2023-04-26 11:50:30,7664.0,1797.0,144.0,2832.0,10249.0,Automatically provision and manage TLS certificates in Kubernetes.,389.0,39,True,207.0,100.0,179.0,2790.0,2023-04-07 13:54:32,446.0,1248205.0,1.0,1.11.1,44935405.0,446.0,,,,,,,,,,,,,,,,,,,
14,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,MPL-2.0,2015-02-25 00:15:59,2023-04-27 05:38:54.000000,2023-04-27 00:30:09,17198.0,3629.0,816.0,14834.0,27595.0,"A tool for secrets management, encryption as a service, and privileged access management.",1332.0,38,True,631.0,90.0,867.0,4588.0,2023-04-26 19:33:13,6173.0,,2.0,1.13.2,,6173.0,,,,,,,,,,,,,,,,,,,
15,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-04-27 06:53:53.000000,2023-04-26 19:28:17,4560.0,1096.0,119.0,3617.0,7980.0,"An open source, general-purpose policy engine.",382.0,37,True,150.0,100.0,296.0,1940.0,2023-03-31 14:09:24,2365.0,3151656.0,1.0,0.51.0,2899260.0,2365.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-04-26 20:11:29.159516,272343159.0,,30.0,,,,,,,,,,,,,
16,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-04-26 11:48:50.000000,2023-04-18 11:21:17,3592.0,1274.0,231.0,1648.0,14048.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",279.0,36,True,66.0,100.0,56.0,1369.0,2023-04-11 10:52:32,2.0,4065394.0,2.0,2.1.1,541550.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-04-11 10:52:32.445066,385395816.0,,72.0,,,,,,,https://k8s.ory.sh/helm/charts,,,,,,
17,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-04-27 04:58:39.000000,2023-04-27 04:58:36,3758.0,728.0,112.0,1556.0,8604.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, MFA, FIDO2, TOTP, WebAuthn,..",192.0,36,True,144.0,42.0,229.0,856.0,2023-04-18 17:07:18,316.0,1739502.0,1.0,0.13.0,28373.0,316.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-04-18 17:07:17.440071,102587743.0,,16.0,,,,,,,https://k8s.ory.sh/helm/charts,,,,,,
18,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-04-26 13:58:03.000000,2023-04-15 13:21:02,1053.0,1470.0,229.0,447.0,14362.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang.",129.0,35,True,16.0,100.0,16.0,698.0,2023-04-15 13:22:27,2364.0,220256.0,2.0,2.68.0,,2364.0,,,,,,,casbin,https://www.npmjs.com/package/casbin,154365.0,casbin,https://pypi.org/project/casbin,65891.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,,
19,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-04-12 15:46:02.000000,2023-04-12 08:45:37,1442.0,242.0,40.0,306.0,4806.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,64.0,35,True,10.0,100.0,9.0,403.0,2023-04-02 13:30:48,41509.0,1714609.0,2.0,@casl/ability@6.4.0,,41509.0,,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1714609.0,,,,,,,,,,
20,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-04-26 17:39:07.461889,2023-04-26 16:32:17,2834.0,271.0,35.0,3237.0,3520.0,Pomerium is an identity and context-aware access proxy.,88.0,33,True,147.0,100.0,68.0,784.0,2023-03-23 15:57:03,12.0,3631699.0,2.0,0.21.3,41594.0,12.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-04-26 17:39:07.461889,185173438.0,,10.0,,,,,,,,,,,,,
21,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-04-27 05:38:08.000000,2023-04-27 05:15:44,5402.0,337.0,57.0,3551.0,3078.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",177.0,32,True,755.0,100.0,191.0,918.0,2023-04-14 21:09:02,175.0,10984.0,2.0,ockam_v0.84.0,186737.0,175.0,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,,
22,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-04-27 01:34:36.000000,2023-04-27 00:57:34,5936.0,363.0,83.0,2909.0,1395.0,The SPIFFE Runtime Environment.,153.0,32,True,203.0,79.0,183.0,1021.0,2023-04-13 20:22:53,108.0,1847.0,2.0,1.6.3,121955.0,108.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
23,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-04-26 14:30:49.000000,2023-04-24 02:47:37,22985.0,3771.0,608.0,4302.0,10211.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,335.0,31,True,416.0,100.0,,,2023-03-31 06:34:19,,5796.0,2.0,6.6.7,,,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-04-24 12:16:34.307226,805745.0,,121.0,,,,,,,,,,,,,
24,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,MPL-2.0,2020-01-08 18:24:07,2023-04-26 22:32:28.000000,2023-04-26 21:08:30,2881.0,226.0,75.0,2894.0,3606.0,Boundary enables identity-based access management for dynamic infrastructure.,128.0,31,True,226.0,43.0,72.0,213.0,2023-04-07 19:27:59,8.0,158634.0,3.0,0.12.2,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-04-07 19:36:45.208207,6186751.0,,10.0,,,,,,,,,,,,,
25,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-04-26 18:02:42.000000,2023-04-24 19:23:04,2669.0,174.0,34.0,953.0,3412.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",27.0,31,True,245.0,27.0,100.0,224.0,2023-04-19 16:39:52,22.0,10820.0,2.0,1.20.0,12375.0,22.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-04-19 16:30:08.515160,203394.0,,4.0,,,,,,,,,,,,,
26,node-oidc-provider,panva/node-oidc-provider,,,authentication,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-04-24 12:35:04.000000,2023-04-24 12:26:26,2381.0,701.0,69.0,214.0,2641.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,61.0,31,True,32.0,100.0,,,2023-04-24 12:35:07,944.0,118130.0,2.0,8.2.0,,944.0,,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,118130.0,,,,,,,,,,
27,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-04-18 07:54:13.000000,2023-04-18 07:54:13,2354.0,995.0,108.0,807.0,5134.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,307.0,30,True,37.0,62.0,20.0,825.0,2023-03-29 07:20:04,7664.0,,3.0,5.6.6,,7664.0,,,,,,,,,,,,,,,,,doorkeeper,,
28,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-04-26 21:07:36.000000,2023-04-26 15:47:15,4205.0,897.0,156.0,4005.0,16203.0,The Single Sign-On Multi-Factor portal for web apps.,125.0,29,True,364.0,100.0,71.0,1026.0,2022-12-21 09:01:04,2.0,561.0,2.0,4.37.5,21904.0,2.0,,,,,,,,,,,,,,,,,,,
29,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-04-26 17:03:17.000000,2023-04-26 17:03:16,1310.0,303.0,49.0,695.0,2946.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",105.0,29,True,41.0,100.0,49.0,262.0,2023-04-26 17:01:50,2.0,1111864.0,3.0,0.40.3,22246.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-04-26 17:01:50.032478,74472310.0,,22.0,,,,,,,,,,,,,
30,node-solid-server,nodesolidserver/node-solid-server,,,decentralized,['solid'],https://github.com/nodeSolidServer/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2023-04-17 21:26:30.000000,2023-04-06 13:30:49,2951.0,283.0,82.0,828.0,1738.0,Solid server on top of the file-system in NodeJS.,85.0,29,True,17.0,51.0,274.0,611.0,2023-03-17 17:09:04,36.0,8597.0,1.0,5.7.7,,36.0,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-04-06 13:43:13.183129,840228.0,,4.0,solid-server,https://www.npmjs.com/package/solid-server,440.0,,,,,,,,,,
31,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-04-26 18:26:47.000000,2023-04-20 08:20:37,4695.0,213.0,39.0,566.0,1004.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,290.0,29,True,274.0,39.0,58.0,196.0,2023-02-02 17:27:15,952.0,,3.0,6.2.3,,952.0,,,,,,,,,,,,,,,,,,,
32,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-04-21 19:13:15.000000,2023-04-19 15:56:17,567.0,62.0,38.0,199.0,290.0,Create and verify DID verifiable JWTs in Javascript.,39.0,29,True,18.0,90.0,7.0,72.0,2023-04-19 15:57:26,3180.0,103106.0,1.0,7.0.0,,3180.0,,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,103106.0,,,,,,,,,,
33,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-04-26 06:41:57.000000,2023-04-23 18:12:13,2391.0,1406.0,175.0,1695.0,8057.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,216.0,28,True,82.0,79.0,278.0,774.0,2023-03-20 13:29:42,15.0,2.0,3.0,2.36.0,247.0,15.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
34,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-04-26 15:22:13.764507,2023-04-26 14:18:48,1549.0,686.0,48.0,988.0,5869.0,"An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0,..",114.0,28,True,218.0,100.0,104.0,650.0,2023-04-26 14:30:31,1.0,1505.0,2.0,1.306.0,,1.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-04-26 15:22:13.764507,45166.0,,6.0,,,,,,,,,,,,,
35,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-04-27 07:02:51.000000,2023-04-26 17:21:04,4065.0,198.0,33.0,3507.0,5652.0,Logto is a cost-effective open-source alternative to Auth0. It offers a seamless developer experience and is well-..,33.0,28,True,819.0,38.0,46.0,189.0,2023-04-27 05:03:39,6.0,473.0,2.0,1.2.2,1433.0,6.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-04-27 04:58:47.162647,7796.0,,1.0,,,,,,,,,,,,,
36,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-04-26 23:33:53.000000,2023-04-26 20:54:24,6156.0,525.0,138.0,4054.0,4620.0,"An ACME-based certificate authority, written in Go.",125.0,28,True,161.0,63.0,183.0,2595.0,2023-04-24 23:42:25,,23098.0,2.0,release-2023-04-24,51324.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-04-04 20:11:35.737275,1915030.0,,12.0,,,,,,,,,,,,,
37,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-04-24 03:57:40.000000,2023-04-19 14:14:39,1395.0,286.0,60.0,955.0,4008.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",66.0,28,True,94.0,50.0,45.0,246.0,,2.0,724535.0,3.0,,14557.0,2.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,44179978.0,,6.0,,,,,,,,,,,,,
38,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-04-27 07:37:27.000000,2023-04-27 07:37:25,2117.0,177.0,21.0,4043.0,3279.0,ZITADEL - The best of Auth0 and Keycloak combined. Built for the serverless era.,52.0,28,True,204.0,100.0,333.0,1099.0,2023-04-25 08:12:11,1.0,308.0,2.0,2.25.3,1852.0,1.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,1.0,,,,,,,,https://charts.zitadel.com,,,,,,
39,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-04-25 13:37:16.000000,2023-04-03 22:56:35,1187.0,143.0,30.0,1499.0,3010.0,Oso is a batteries-included framework for building authorization in your application.,61.0,28,True,14.0,100.0,98.0,97.0,2023-04-03 23:25:23,70.0,45566.0,3.0,0.27.0,2132.0,70.0,,,,,,,,,,oso,https://pypi.org/project/oso,45484.0,,,,,,,
40,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-04-26 17:44:04.000000,2023-04-26 17:44:04,1222.0,60.0,22.0,1295.0,1313.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",18.0,27,True,87.0,49.0,40.0,196.0,2023-04-17 07:47:59,11.0,1321.0,3.0,0.26.0,33042.0,11.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,,
41,jansen,janssenproject/jans,,,idp,['linux-foundation'],https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-04-27 07:49:21.000000,2023-04-27 04:28:28,32175.0,47.0,23.0,2670.0,209.0,"Welcome to the Janssen Project, an open standards-based digital Identity platform introducing Agama, a programming..",107.0,27,True,643.0,100.0,290.0,1749.0,2023-04-18 11:47:38,,662.0,3.0,1.0.12,662.0,,,,,,,,,,,,,,,,,,,,
42,did-resolver,decentralized-identity/did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-04-24 00:33:40.000000,2023-03-08 14:05:28,373.0,42.0,23.0,123.0,175.0,Universal did-resolver for javascript environments.,24.0,27,True,2.0,24.0,3.0,18.0,2023-03-08 14:05:37,3831.0,169851.0,1.0,4.1.0,,3831.0,,,,,1.0,,did-resolver,https://www.npmjs.com/package/did-resolver,169851.0,,,,,,,,,,
43,conjur,cyberark/conjur,,,machine,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-04-25 22:36:35.000000,2023-04-21 17:07:42,3280.0,117.0,44.0,1675.0,664.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,87.0,26,True,65.0,67.0,206.0,901.0,2023-01-26 20:38:30,,83227.0,3.0,1.19.3,298.0,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-04-18 14:23:53.813112,6824347.0,,29.0,,,,,,,,,,,,,
44,did-jwt-vc,decentralized-identity/did-jwt-vc,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-04-24 00:07:04.000000,2023-04-03 09:40:41,301.0,36.0,23.0,84.0,149.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,21.0,26,True,6.0,36.0,5.0,42.0,2023-04-03 09:41:07,548.0,39292.0,2.0,3.1.3,,548.0,,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,39292.0,,,,,,,,,,
45,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-04-27 05:00:29.000000,2023-04-26 15:21:26,11365.0,292.0,16.0,4085.0,3664.0,The authentication glue you need.,151.0,25,True,671.0,100.0,311.0,890.0,2023-04-18 08:14:30,,39.0,3.0,ersion/2023.4.1,907.0,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,,
46,kanidm,kanidm/kanidm,,,idp,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-04-27 06:46:14.000000,2023-04-27 05:38:45,1166.0,82.0,14.0,1113.0,1434.0,"Kanidm: A simple, secure and fast identity management platform.",40.0,25,True,173.0,13.0,102.0,348.0,2023-02-05 23:53:21,42.0,94.0,3.0,1.1.0-alpha.11,18.0,42.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-04-26 23:32:11.145285,4723.0,,,,,,,,,,,,,,,
47,aries-framework-go,hyperledger/aries-framework-go,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-go,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-04-26 21:06:51.000000,2023-04-26 13:36:31,3153.0,147.0,19.0,1990.0,222.0,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,56.0,25,True,41.0,11.0,384.0,1192.0,2023-04-05 16:43:22,281.0,,2.0,0.2.0,,281.0,,,,,,,,,,,,,,,,,,,
48,lemur,netflix/lemur,,,pki,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-04-25 20:02:33.000000,2023-04-25 20:02:33,5425.0,301.0,395.0,3829.0,1633.0,Repository for the Lemur Certificate Manager.,147.0,24,True,151.0,25.0,120.0,392.0,2023-04-04 20:35:03,,0.0,3.0,1.4.0,47.0,,,,,,,,,,,,,,,,,,,,
