,name,github_id,category,pypi_id,npm_id,maven_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,npm_url,npm_monthly_downloads,maven_url,projectrank,show,projectrank_placing,new_addition
0,casbin,casbin/casbin,authorization,casbin,casbin,org.casbin:casbin-spring-boot-starter,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-04-11 17:55:02,2023-04-07 03:18:43,1051,14,1462,226,445,14,694,14229,2023-04-07 03:20:12,2.66.3,100,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang.",2346,2346,128,https://pypi.org/project/casbin,67959,213119,https://www.npmjs.com/package/casbin,145160,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,35,True,1,True
