,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_dependent_project_count,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
0,aries,hyperledger/aries,aries,True,decentralized,['hyperledger'],https://github.com/hyperledger/aries,https://github.com/hyperledger/aries,Apache-2.0,2019-05-08 16:49:48,2023-07-27 15:10:49.000000,2023-07-27 13:46:33,22972.0,952.0,192.0,6000.0,1282.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",446.0,34,True,629.0,210.0,863.0,2675.0,2023-07-24 22:28:58,364.0,648.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,sphereon-ssi,sphereon-opensource/ssi-sdk,sphereon-ssi,True,decentralized,,https://github.com/Sphereon-Opensource/SSI-SDK,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-04-12 14:54:14,2023-07-25 01:43:54.000000,2023-07-25 01:43:48,4003.0,41.0,33.0,460.0,183.0,Self Sovereign Identity SDK.,56.0,25,True,568.0,64.0,9.0,44.0,2023-07-10 15:34:14,116.0,6.0,2.0,0.13.0,11.0,,,,,,,,,,,,,,,,,,,,
2,trinsic-id,trinsic-id/sdk,trinsic-id,True,decentralized,,https://github.com/trinsic-id/sdk,https://github.com/trinsic-id/sdk,Apache-2.0,2020-10-19 15:17:13,2023-07-22 16:09:03.000000,2023-07-20 17:57:14,1544.0,26.0,14.0,1659.0,50.0,Trinsic SDK repository.,41.0,24,False,45.0,33.0,4.0,370.0,2023-04-24 13:26:38,9.0,1652.0,2.0,1.11.0,,8156.0,-3.0,,,,,,,,,,,,,,,,,,
3,waltid-ssikit,walt-id/waltid-ssikit,waltid-ssikit,True,decentralized,,https://github.com/walt-id/waltid-ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-07-11 23:25:40.736253,2023-07-11 23:20:17,2518.0,59.0,11.0,305.0,142.0,Use web3 identity / self-sovereign identity (SSI).,42.0,22,True,161.0,134.0,7.0,229.0,2023-07-11 23:30:54,,603.0,2.0,1.2306281832.0,,55.0,-2.0,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-06-28 18:43:04.840338,7351.0,,,,,,,,,,,,,,
4,polygon-id,0xPolygonID/sh-id-platform,polygon-id,True,decentralized,,https://github.com/0xPolygonID/issuer-node,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-11-08 12:11:09,2023-07-26 12:34:38.000000,2023-07-20 12:35:15,1535.0,40.0,12.0,472.0,80.0,Self Hosted Issuer Node.,27.0,22,False,344.0,21.0,20.0,88.0,2023-07-13 09:36:20,29.0,,2.0,2.2.0,,,,,,,,0xPolygonID/issuer-node,,,,,,,,,,,,,
5,solid-project,solid/solid,solid-project,True,standards,['solid'],https://github.com/solid/solid,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2023-07-27 11:30:06.000000,2023-07-27 11:30:00,1039.0,407.0,617.0,227.0,8598.0,Solid - Re-decentralizing the web (project directory).,41.0,21,True,36.0,1.0,315.0,210.0,2021-12-21 13:00:06,,,1.0,,,,,,,,,,,,,,,,,,,,,,
6,spruceid,spruceid/didkit,spruceid,True,decentralized,,https://github.com/spruceid/didkit,https://github.com/spruceid/didkit,Apache-2.0,2020-07-23 21:18:28,2023-07-27 13:05:11.000000,2023-07-14 13:35:29,1015.0,110.0,75.0,645.0,399.0,A cross-platform toolkit for decentralized identity.,51.0,20,True,10.0,,124.0,196.0,,146.0,,2.0,,40.0,,,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,
7,evernym-ssi,evernym/verity,evernym-ssi,True,decentralized,,https://github.com/evernym/verity,https://github.com/evernym/verity,Apache-2.0,2020-01-14 21:16:21,2023-07-20 15:10:24.000000,2023-04-11 16:19:31,6279.0,55.0,99.0,200.0,97.0,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repository..,144.0,17,False,,100.0,3.0,,2021-03-22 11:09:10,41.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,
8,talao-altme,talaodao/altme,talao-altme,True,decentralized,,https://github.com/TalaoDAO/AltMe,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-06-29 14:41:04,2023-07-27 11:20:08.000000,2023-07-27 11:20:01,7082.0,12.0,8.0,497.0,31.0,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,18.0,17,False,212.0,1.0,74.0,1510.0,2023-01-06 16:00:40,,,3.0,,,,,,,,,,,,,,,,,,,,,,
9,nextauthjs,nextauthjs/next-auth,,,authentication,,https://github.com/nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,ISC,2018-01-27 12:28:16,2023-07-27 16:17:02.000000,2023-07-26 13:04:12,2362.0,2090.0,96.0,1878.0,17756.0,Authentication for the Web.,545.0,41,True,111.0,100.0,187.0,3136.0,2023-07-18 20:55:12,114243.0,2242930.0,1.0,next-auth@4.22.3,114243.0,,,,,,,,next-auth,https://www.npmjs.com/package/next-auth,2242930.0,,,,,,,,,,
10,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-07-27 16:45:31.000000,2023-07-27 16:45:31,22519.0,5416.0,360.0,12127.0,16897.0,Open Source Identity and Access Management For Modern Applications and Services.,1217.0,41,True,663.0,39.0,1666.0,5175.0,2023-07-18 09:57:40,348.0,61962.0,1.0,22.0.1,348.0,1920842.0,,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,
11,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-07-26 17:16:25.000000,2023-07-24 18:44:19,3701.0,1845.0,236.0,3940.0,11035.0,CoreDNS is a DNS server that chains plugins.,362.0,41,True,79.0,65.0,88.0,2068.0,2023-02-06 18:30:04,5375.0,2823025.0,1.0,1.10.1,5375.0,6744169.0,,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-02-06 18:31:58.105381,241188678.0,,,,,138.0,,,,,,,,,
12,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-07-27 17:59:19.739999,2023-07-27 17:42:51,4707.0,1133.0,120.0,3790.0,8292.0,"An open source, general-purpose policy engine.",408.0,40,True,142.0,100.0,304.0,2005.0,2023-07-27 18:10:47,2643.0,4546545.0,1.0,0.55.0,2643.0,3511059.0,,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-07-27 17:59:19.739999,407345484.0,,,,,36.0,,,,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-07-27 15:54:51.000000,2023-07-27 15:54:51,7927.0,1838.0,145.0,2979.0,10568.0,Automatically provision and manage TLS certificates in Kubernetes.,406.0,39,True,241.0,100.0,168.0,2885.0,2023-07-26 12:33:55,540.0,1416034.0,1.0,1.12.3,540.0,50977259.0,,,,,,,,,,,,,,,,,,,
14,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,MPL-2.0,2015-02-25 00:15:59,2023-07-27 17:42:40.000000,2023-07-27 17:41:14,17783.0,3720.0,815.0,16380.0,28096.0,"A tool for secrets management, encryption as a service, and privileged access management.",1360.0,38,True,566.0,100.0,891.0,4698.0,2023-07-25 18:08:48,6488.0,,2.0,1.14.1,6488.0,,,,,,,,,,,,,,,,,,,,
15,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-06-13 03:01:15.000000,2023-06-13 03:01:14,1646.0,456.0,68.0,481.0,2617.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",192.0,38,True,1.0,48.0,75.0,289.0,2023-01-10 13:13:43,407130.0,79714621.0,1.0,3.2.2,407130.0,,,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,79714621.0,,,,,,
16,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-06-15 06:35:28.000000,2023-03-10 17:27:55,617.0,1172.0,315.0,152.0,21648.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,328.0,420.0,,883527.0,8822165.0,2.0,,883527.0,,9.0,,,,,,passport,https://www.npmjs.com/package/passport,8822165.0,,,,,,,,,,
17,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-07-25 10:56:21.000000,2023-07-25 08:17:55,3663.0,1302.0,226.0,1688.0,14320.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",287.0,36,True,69.0,100.0,64.0,1378.0,2023-05-24 08:55:23,2.0,4144287.0,2.0,2.1.2,2.0,597570.0,,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-06-22 12:03:24.362033,405225100.0,,,,,74.0,,,,https://k8s.ory.sh/helm/charts,,,,,
18,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-07-27 13:57:59.000000,2023-07-24 09:22:08,3857.0,764.0,110.0,1623.0,9137.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",204.0,36,True,99.0,43.0,196.0,931.0,2023-07-12 20:24:48,322.0,1806727.0,1.0,1.0.0,322.0,31608.0,,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,111970496.0,,,,,16.0,,,,https://k8s.ory.sh/helm/charts,,,,,
19,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-07-27 17:21:15.000000,2023-07-27 17:21:15,8722.0,1094.0,124.0,938.0,6339.0,A PyTorch-based Speech Toolkit.,213.0,36,True,495.0,9.0,119.0,803.0,2023-07-22 18:07:47,844.0,241533.0,1.0,0.5.15,844.0,,1.0,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,241533.0,,,,,,
20,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-07-27 11:21:32.000000,2023-07-17 15:02:53,1063.0,1501.0,234.0,464.0,15339.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",133.0,35,True,10.0,100.0,17.0,717.0,2023-07-17 15:04:17,2486.0,213089.0,2.0,2.72.1,2486.0,,1.0,,,,,,casbin,https://www.npmjs.com/package/casbin,140028.0,,casbin,https://pypi.org/project/casbin,73061.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
21,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-07-26 01:55:52.000000,2023-07-26 01:55:52,4725.0,1547.0,183.0,1668.0,8145.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",125.0,35,True,75.0,15.0,281.0,1295.0,2023-04-14 09:36:52,65.0,118710.0,3.0,r1.4.1,65.0,,,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,118710.0,,,,,,
22,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-07-24 00:33:27.000000,2023-07-22 12:21:40,1486.0,246.0,40.0,324.0,5017.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,35,True,41.0,100.0,7.0,419.0,2023-07-22 12:21:46,49344.0,1827539.0,2.0,@casl/mongoose@7.2.0,49344.0,,,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1827539.0,,,,,,,,,,
23,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-01-05 16:14:12.000000,2020-04-22 16:40:10,488.0,3459.0,334.0,106.0,15287.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,33,False,,38.0,419.0,387.0,2020-03-22 14:01:55,6913.0,125708.0,1.0,0.22.2,6913.0,,,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,125708.0,,,,,,,,,,
24,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-07-26 19:06:10.965530,2023-07-26 17:45:10,2987.0,273.0,34.0,3446.0,3627.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,153.0,100.0,86.0,812.0,2023-05-26 21:06:13,12.0,10732484.0,2.0,0.21.4,12.0,45565.0,,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-07-26 19:06:10.965530,579499506.0,,,,,10.0,,,,,,,,,
25,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-07-27 17:16:28.000000,2023-07-27 17:16:27,2256.0,4488.0,483.0,146.0,16923.0,State-of-the-art 2D and 3D Face Analysis Project.,55.0,32,False,24.0,1.0,910.0,1322.0,2023-04-02 07:43:27,552.0,71878.0,2.0,0.7,552.0,215631.0,-1.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,137.0,,,,,,,,,,,,,,
26,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,MPL-2.0,2020-01-08 18:24:07,2023-07-27 16:29:07.000000,2023-07-27 16:25:01,3288.0,236.0,208.0,3201.0,3659.0,Boundary enables identity-based access management for dynamic infrastructure.,133.0,32,True,402.0,45.0,70.0,231.0,2023-07-18 12:06:27,8.0,193515.0,2.0,0.13.1,8.0,,,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-07-18 12:12:01.655444,8127671.0,,,,,10.0,,,,,,,,,
27,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-07-27 17:43:57.000000,2023-07-27 17:13:21,6187.0,373.0,56.0,4084.0,3403.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",204.0,32,True,771.0,100.0,199.0,1008.0,2023-06-27 03:16:37,180.0,13086.0,2.0,ockam_v0.90.0,180.0,261726.0,,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
28,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-07-27 10:54:19.000000,2023-07-26 16:50:45,23469.0,3784.0,608.0,4388.0,10382.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,338.0,31,True,458.0,100.0,,,2023-06-30 08:34:42,,5783.0,2.0,6.6.9,,,,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-07-27 02:43:53.935283,821304.0,,,,,126.0,,,,,,,,,
29,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-07-27 17:32:33.000000,2023-07-27 16:23:55,3003.0,191.0,34.0,1086.0,3700.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",30.0,31,True,328.0,46.0,101.0,265.0,2023-07-18 10:47:20,25.0,27410.0,2.0,1.23.1,25.0,18660.0,,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-07-18 11:02:16.917153,610930.0,,,,,4.0,,,,,,,,,
30,node-oidc-provider,panva/node-oidc-provider,,,authentication,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-07-19 19:54:06.000000,2023-07-19 19:54:04,2398.0,711.0,71.0,221.0,2747.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,65.0,31,True,16.0,100.0,,,2023-05-30 16:30:27,1038.0,140036.0,2.0,8.2.2,1038.0,,,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,140036.0,,,,,,,,,,
31,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-07-27 18:08:11.000000,2023-07-27 15:38:40,6082.0,387.0,82.0,3113.0,1466.0,The SPIFFE Runtime Environment.,161.0,31,True,141.0,81.0,158.0,1096.0,2023-06-14 21:09:11,116.0,2057.0,3.0,1.7.0,116.0,141967.0,,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,
32,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-07-14 13:03:06.000000,2023-07-14 13:00:44,1767.0,12338.0,1520.0,509.0,46462.0,Deepfakes Software For All.,97.0,30,True,44.0,4.0,18.0,793.0,2023-06-18 18:08:19,,922.0,2.0,2.2.0,,48915.0,,,,,,,,,,,,,,,,,,,
33,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-07-27 10:10:04.000000,2023-07-22 00:14:41,2532.0,1442.0,176.0,1809.0,8297.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,219.0,30,True,116.0,80.0,285.0,776.0,2023-06-30 14:12:39,16.0,3.0,3.0,2.37.0,16.0,304.0,,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,
34,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-07-27 09:02:56.000000,2023-07-27 09:02:56,1073.0,1405.0,105.0,82.0,6960.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",43.0,30,True,66.0,,8.0,718.0,,1684.0,35825.0,2.0,,1684.0,,,,,,,,,,,,deepface,https://pypi.org/project/deepface,35825.0,,,,,,
35,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-07-21 13:09:39.000000,2023-07-21 13:09:34,4940.0,240.0,38.0,664.0,1097.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,291.0,30,True,226.0,44.0,50.0,230.0,2023-07-06 18:10:47,1177.0,,3.0,6.3.3,1177.0,,2.0,,,,,,,,,,,,,,,,,,
36,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-05-23 09:52:12.000000,2022-06-10 09:12:18,238.0,12719.0,1571.0,217.0,48902.0,The worlds simplest facial recognition api for Python and the command line.,54.0,29,False,,2.0,703.0,583.0,2018-04-02 17:18:43,,51539.0,3.0,1.2.2,,1107.0,,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6596.0,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,51439.0,,,,,,
37,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-07-20 14:16:51.000000,2023-06-22 07:30:12,2361.0,998.0,107.0,812.0,5174.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,309.0,29,True,7.0,62.0,22.0,825.0,2023-03-29 07:20:04,7971.0,,3.0,5.6.6,7971.0,,,,,,,,,,,,,,,,,,,doorkeeper,
38,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-07-24 16:02:04.000000,2023-07-24 15:50:06,1200.0,151.0,31.0,1518.0,3145.0,Oso is a batteries-included framework for building authorization in your application.,63.0,29,True,13.0,100.0,101.0,99.0,2023-04-03 23:25:23,74.0,39054.0,3.0,0.27.0,74.0,2545.0,,,,,,,,,,,oso,https://pypi.org/project/oso,38967.0,,,,,,
39,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-07-26 16:25:52.000000,2023-07-26 16:25:51,1346.0,310.0,49.0,711.0,3013.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,29,True,36.0,100.0,47.0,269.0,2023-07-18 10:23:06,2.0,1231075.0,3.0,0.40.6,2.0,26896.0,,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,86147647.0,,,,,27.0,,,,,,,,,
40,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-07-24 01:04:56.000000,2023-06-26 23:04:02,579.0,62.0,39.0,202.0,299.0,Create and verify DID verifiable JWTs in Javascript.,40.0,29,True,12.0,99.0,8.0,76.0,2023-06-26 23:04:51,3692.0,108397.0,1.0,7.2.4,3692.0,,,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,108397.0,,,,,,,,,,
41,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-07-27 17:25:07.000000,2023-07-26 01:53:38,4507.0,924.0,155.0,4322.0,16958.0,The Single Sign-On Multi-Factor portal for web apps.,128.0,28,True,292.0,100.0,66.0,1052.0,2022-12-21 09:01:04,2.0,590.0,2.0,4.37.5,2.0,24783.0,,,,,,,,,,,,,,,,,,,
42,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44.000000,2023-06-14 17:20:41,735.0,3473.0,761.0,73.0,14807.0,Face recognition with deep neural networks.,30.0,28,True,1.0,4.0,9.0,370.0,2016-02-25 17:42:46,67.0,1703.0,3.0,0.2.1,67.0,,,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,160095.0,,,,,70.0,,,,,,,,,
43,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-07-27 16:07:22.000000,2023-07-27 15:55:35,1803.0,782.0,52.0,1158.0,6748.0,"An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0,..",135.0,28,True,248.0,100.0,107.0,813.0,2023-07-27 16:07:22,1.0,1915.0,2.0,1.376.0,1.0,,,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-07-26 07:48:23.840877,63211.0,,,,,9.0,,,,,,,,,
44,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-07-27 11:33:33.000000,2023-07-27 08:12:59,4517.0,224.0,34.0,3955.0,6056.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",38.0,28,True,438.0,44.0,49.0,215.0,2023-06-28 14:19:23,7.0,677.0,2.0,1.6.0,7.0,2215.0,,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-07-03 04:37:06.744738,13254.0,,,,,1.0,,,,,,,,,
45,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-07-27 17:35:41.000000,2023-07-27 15:14:24,6255.0,528.0,138.0,4166.0,4704.0,"An ACME-based certificate authority, written in Go.",126.0,28,True,99.0,76.0,190.0,2640.0,2023-07-24 22:45:53,,22204.0,2.0,release-2023-07-24,,55083.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-07-20 00:19:38.672544,1932583.0,,,,,12.0,,,,,,,,,
46,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-07-27 07:27:08.000000,2023-07-27 07:27:07,1443.0,290.0,57.0,1018.0,4146.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",68.0,28,True,48.0,50.0,43.0,254.0,,2.0,793157.0,3.0,,2.0,16188.0,,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50743554.0,,,,,6.0,,,,,,,,,
47,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-07-27 16:36:32.000000,2023-07-27 12:10:19,2334.0,213.0,27.0,4377.0,4100.0,ZITADEL - The best of Auth0 and Keycloak combined. Built for the serverless era.,59.0,28,True,197.0,100.0,376.0,1185.0,2023-07-27 13:17:26,1.0,445.0,2.0,2.31.2,1.0,2228.0,,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,https://charts.zitadel.com,,,,,
48,node-solid-server,nodesolidserver/node-solid-server,,,decentralized,['solid'],https://github.com/nodeSolidServer/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2023-07-23 09:53:03.000000,2023-04-06 13:30:49,2951.0,285.0,80.0,829.0,1741.0,Solid server on top of the file-system in NodeJS.,85.0,28,True,,51.0,279.0,610.0,2023-03-17 17:09:04,38.0,8782.0,1.0,5.7.7,38.0,,,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-04-06 13:43:13.183129,893604.0,,solid-server,https://www.npmjs.com/package/solid-server,352.0,4.0,,,,,,,,,
