,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_dependent_project_count,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
49,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-07-27 06:38:32.000000,2023-07-27 06:38:31,1318.0,76.0,22.0,1394.0,1554.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",22.0,28,True,93.0,52.0,43.0,243.0,2023-07-18 06:50:17,11.0,1462.0,3.0,0.29.0,11.0,40943.0,,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
50,did-resolver,decentralized-identity/did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-07-27 11:06:16.000000,2023-03-08 14:05:28,373.0,42.0,24.0,124.0,185.0,Universal did-resolver for javascript environments.,24.0,28,True,,24.0,3.0,18.0,2023-03-08 14:05:37,4428.0,152266.0,1.0,4.1.0,4428.0,,,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,152266.0,,,,,,,,,,
51,jansen,janssenproject/jans,,,idp,['linux-foundation'],https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-07-27 17:10:24.000000,2023-07-27 12:56:46,32665.0,47.0,26.0,3164.0,266.0,"Welcome to the Janssen Project, a collaboration hub for digital identity infrastructure software... and introducing..",107.0,27,True,486.0,100.0,318.0,2119.0,2023-07-12 16:44:57,,562.0,3.0,1.0.15,,1688.0,,,,,,,,,,,,,,,,,,,
52,did-jwt-vc,decentralized-identity/did-jwt-vc,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-07-24 03:49:52.000000,2023-07-24 00:40:06,320.0,38.0,23.0,86.0,151.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,22.0,27,True,19.0,42.0,5.0,44.0,2023-06-27 04:43:49,663.0,27143.0,1.0,3.2.4,663.0,,,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,27143.0,,,,,,,,,,
53,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-06-24 17:40:40.000000,2023-04-27 06:45:45,1313.0,8547.0,1075.0,127.0,41600.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,26,True,,2.0,522.0,788.0,2020-04-09 05:48:48,,3885.0,3.0,DF.wf.288res.384.92.72.22,,155407.0,,,,,,,,,,,,,,,,,,,
54,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-07-27 17:17:51.000000,2023-07-27 16:51:08,12093.0,343.0,21.0,4836.0,4282.0,The authentication glue you need.,176.0,26,True,708.0,100.0,372.0,1058.0,2023-07-10 11:46:48,,77.0,3.0,ersion/2023.6.1,,1940.0,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,
55,kanidm,kanidm/kanidm,,,idp,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-07-27 10:48:49.000000,2023-07-27 02:30:22,1408.0,96.0,16.0,1367.0,1560.0,"Kanidm: A simple, secure and fast identity management platform.",47.0,26,True,239.0,14.0,118.0,398.0,2023-05-01 01:14:41,42.0,144.0,3.0,1.1.0-alpha.12,42.0,25.0,,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-07-24 10:09:25.351202,7638.0,,,,,,,,,,,,,,
56,conjur,cyberark/conjur,,,machine,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-07-27 17:52:09.000000,2023-07-27 14:53:23,3327.0,117.0,45.0,1759.0,684.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,93.0,26,True,47.0,71.0,207.0,901.0,2023-05-17 19:48:54,,81188.0,3.0,1.19.5,,347.0,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-07-26 18:47:09.162067,6900573.0,,,,,30.0,,,,,,,,,
57,aries-framework-go,hyperledger/aries-framework-go,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-go,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-07-27 13:46:33.000000,2023-07-27 13:46:33,3184.0,154.0,20.0,2027.0,230.0,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,58.0,26,True,27.0,14.0,386.0,1195.0,2023-05-09 10:57:15,309.0,,2.0,0.3.2,309.0,,,,,,,,,,,,,,,,,,,,
58,whisper,openai/whisper,,,voice,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-07-17 06:38:34.000000,2023-07-06 19:48:08,117.0,4629.0,368.0,164.0,41897.0,Robust Speech Recognition via Large-Scale Weak Supervision.,55.0,25,True,9.0,6.0,,,2023-03-15 07:40:02,,159562.0,3.0,20230314,,,,,,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,159562.0,,,,,,
59,lemur,netflix/lemur,,,pki,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-07-24 17:55:09.000000,2023-07-24 17:55:07,5626.0,306.0,401.0,3948.0,1642.0,Repository for the Lemur Certificate Manager.,147.0,25,True,201.0,26.0,124.0,393.0,2023-07-05 22:37:33,,0.0,3.0,1.5.0,,51.0,,,,,,,,,,,,,,,,,,,
60,opal,permitio/opal,,,authorization,,https://github.com/permitio/opal,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2023-07-27 16:03:43.000000,2023-07-27 16:03:42,1649.0,111.0,19.0,321.0,1757.0,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",41.0,24,True,120.0,31.0,29.0,74.0,2023-06-27 11:40:41,,2492.0,3.0,0.7.3,,491.0,,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2023-06-27 11:45:23.570678,71756.0,,,,,,,,,,,,,,
61,aries-python,hyperledger/aries-cloudagent-python,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-cloudagent-python,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2023-07-27 14:33:07.000000,2023-07-26 18:56:57,7702.0,412.0,30.0,1396.0,360.0,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,120.0,24,True,367.0,59.0,194.0,769.0,2023-07-24 22:28:58,,,2.0,0.9.0,,,,,,,,,,,,,,,,,,,,,
62,iota-identity,iotaledger/identity.rs,,,decentralized,,https://github.com/iotaledger/identity.rs,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2023-07-27 06:48:35.000000,2023-07-27 06:36:03,1371.0,64.0,24.0,929.0,256.0,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,32.0,24,True,41.0,18.0,55.0,199.0,2023-03-08 16:34:58,95.0,,2.0,0.6.2,95.0,,,,,,,,,,,,,,,,,,,,
63,aries-vcx,hyperledger/aries-vcx,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-vcx,https://github.com/hyperledger/aries-vcx,Apache-2.0,2020-07-21 07:26:03,2023-07-27 15:10:49.000000,2023-07-26 10:45:08,9602.0,40.0,11.0,770.0,53.0,"AriesVCX is a Rust library for building web and mobile applications issuing, holding, presenting and verifying..",138.0,24,False,62.0,62.0,36.0,105.0,2023-07-19 10:44:17,10.0,324.0,2.0,0.57.0,10.0,11359.0,,,,,,,,,,,,,,,,,,,
64,deepfacelive,iperov/DeepFaceLive,,,face,,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-09 18:06:58.000000,2023-07-09 18:01:38,325.0,2289.0,231.0,25.0,16104.0,Real-time face swap for PC streaming or video calls.,11.0,23,True,4.0,35.0,1.0,132.0,2023-01-21 09:26:53,,19710.0,3.0,TINA_SHIFT,,492765.0,,,,,,,,,,,,,,,,,,,
65,supertokens,supertokens/supertokens-core,,,idp,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2023-07-27 17:04:27.000000,2023-07-25 11:53:02,823.0,350.0,62.0,319.0,9724.0,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,24.0,23,True,107.0,30.0,95.0,325.0,2023-07-24 11:29:20,,,3.0,6.0.6,,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,
66,permify,permify/permify,,,authorization,,https://github.com/Permify/permify,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2023-07-27 18:00:23.000000,2023-07-27 17:56:47,1641.0,53.0,13.0,478.0,1556.0,Permify is an open-source authorization service inspired by Google Zanzibar.,22.0,23,True,350.0,32.0,25.0,82.0,2023-07-04 12:41:12,,85.0,3.0,0.4.7,,945.0,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,
67,freeipa,freeipa/freeipa,,,idp,,https://github.com/freeipa/freeipa,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2023-07-27 16:47:21.000000,2023-07-26 13:01:37,15638.0,299.0,51.0,6926.0,976.0,"Mirror of FreeIPA, an integrated security information management solution.",217.0,23,True,87.0,,,,,,40938.0,3.0,,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2023-07-26 05:26:56.463882,5485744.0,,,,,151.0,,,,,,,,,
68,athenz,athenz/athenz,,,pki,['linux-foundation'],https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2023-07-26 18:18:39.000000,2023-07-26 18:18:35,2735.0,241.0,52.0,2020.0,791.0,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,72.0,23,True,94.0,100.0,29.0,189.0,2023-07-21 15:18:27,,,3.0,1.11.36,,,,,,,,,,,,,,,,,,,,,
69,universal-resolver,decentralized-identity/universal-resolver,,,decentralized,,https://github.com/decentralized-identity/universal-resolver,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2023-07-27 12:21:12.000000,2023-07-03 07:15:03,1622.0,208.0,59.0,271.0,470.0,Universal Resolver implementation and drivers.,95.0,23,True,18.0,6.0,24.0,79.0,2022-01-07 16:42:38,,1551.0,2.0,0.5.0,,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2023-07-03 07:17:03.049207,110173.0,,,,,,,,,,,,,,
70,howdy,boltgolt/howdy,,,authentication,,https://github.com/boltgolt/howdy,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-07-22 16:05:49.000000,2023-06-25 10:52:49,510.0,257.0,52.0,132.0,4807.0,Windows Hello style facial authentication for Linux.,55.0,22,True,4.0,11.0,176.0,505.0,2020-09-02 15:57:23,,199.0,3.0,2.6.1,,12967.0,,,,,,,,,,,,,,,,,,,howdy
71,keystone,openstack/keystone,,,idp,['openstack'],https://github.com/openstack/keystone,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2023-07-26 19:17:51.000000,2023-07-20 04:46:01,14851.0,644.0,114.0,17.0,662.0,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,713.0,22,True,38.0,,,,,112.0,,3.0,,112.0,,,,,,,,,,,,,,,,,,,,
72,veramo,uport-project/veramo,,,decentralized,,https://github.com/uport-project/veramo,https://github.com/uport-project/veramo,Apache-2.0,2019-11-12 14:18:17,2023-07-27 14:12:39.000000,2023-07-27 14:11:02,1744.0,99.0,21.0,664.0,335.0,A JavaScript Framework for Verifiable Data.,49.0,22,True,41.0,36.0,58.0,333.0,2023-07-27 14:08:33,3.0,,2.0,5.3.0,3.0,,,,,,,,,,,,,,,,,,,,
73,web-did-resolver,decentralized-identity/web-did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2023-07-24 01:49:07.000000,2023-07-17 02:28:31,255.0,14.0,14.0,112.0,70.0,DID resolver for HTTPS domains.,12.0,22,False,12.0,38.0,1.0,10.0,2023-07-03 18:25:08,669.0,21081.0,2.0,2.0.27,669.0,,,,,,,,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,21081.0,,,,,,,,,,
74,facenet,davidsandberg/facenet,,,face,,https://github.com/davidsandberg/facenet,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,4667.0,567.0,122.0,13135.0,Face recognition using Tensorflow.,36.0,21,False,,,495.0,618.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
75,openbr,biometrics/openbr,,,face,,https://github.com/biometrics/openbr,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2023-07-19 18:00:19.000000,2023-07-18 20:33:57,4021.0,747.0,254.0,324.0,2803.0,"Open Source Biometrics, Face Recognition.",55.0,21,False,2.0,4.0,63.0,209.0,2015-09-29 22:50:55,,942.0,3.0,1.1.0,,109279.0,,,,,,,,,,,,,,,,,,,
76,ion,decentralized-identity/ion,,,decentralized,,https://github.com/decentralized-identity/ion,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-03-23 03:45:28.000000,2023-03-20 08:32:40,214.0,158.0,92.0,183.0,1203.0,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,30.0,21,True,,17.0,67.0,68.0,2022-06-09 01:42:53,53.0,,2.0,1.0.4,53.0,,,,,,,,,,,,,,,,,,,,
77,sidetree,decentralized-identity/sidetree,,,standards,['dif'],https://github.com/decentralized-identity/sidetree,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-07-18 23:13:06.000000,2023-04-04 19:14:54,1149.0,101.0,42.0,679.0,428.0,Sidetree Specification and Reference Implementation.,47.0,21,True,,12.0,37.0,441.0,2021-03-09 22:06:35,30.0,,1.0,1.0.2,30.0,,,,,,,,,,,,,,,,,,,,
78,gotrue,netlify/gotrue,,,idp,,https://github.com/netlify/gotrue,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-07-10 22:46:24.000000,2023-05-05 17:28:31,638.0,256.0,64.0,219.0,3488.0,An SWT based API for managing users and issuing SWT tokens.,38.0,20,True,1.0,2.0,13.0,116.0,2022-02-09 12:50:28,10.0,,3.0,1.0.1,10.0,,,,,,,,,,,,,,,,,,,,
79,appauth-ios,openid/appauth-ios,,,authentication,['openid'],https://github.com/openid/AppAuth-iOS,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-06-29 18:54:02.000000,2023-06-26 17:39:09,391.0,632.0,90.0,303.0,1560.0,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,47.0,20,True,1.0,25.0,151.0,310.0,2023-05-01 17:52:41,,,3.0,1.6.2,,,,,,,,,,,,,,,,,,,,,
80,dwn-sdk-js,TBD54566975/dwn-sdk-js,,,decentralized,['web5'],https://github.com/TBD54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2023-07-27 17:47:43.000000,2023-07-27 02:26:58,303.0,74.0,17.0,270.0,299.0,Decentralized Web Node (DWN) Reference implementation.,29.0,20,True,77.0,17.0,40.0,141.0,,66.0,,2.0,,66.0,,,,,,,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,,,,,,
81,aries-framework-javascript,hyperledger/aries-framework-javascript,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-javascript,https://github.com/hyperledger/aries-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-07-26 16:25:16.000000,2023-07-26 16:22:42,792.0,131.0,25.0,925.0,200.0,Aries Framework JavaScript (Built using TypeScript).,53.0,20,True,37.0,75.0,159.0,415.0,2023-06-03 17:51:03,2.0,,2.0,0.4.0,2.0,,,,,,,,,,,,,,,,,,,,
82,appauth-android,openid/appauth-android,,,authentication,['openid'],https://github.com/openid/AppAuth-Android,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-07-23 00:18:58.000000,2023-07-12 07:05:13,339.0,770.0,235.0,227.0,2507.0,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,47.0,19,True,7.0,,160.0,514.0,,,,3.0,,,,,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,
