,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,pypi_id,pypi_url,pypi_monthly_downloads,updated_github_id,maven_id,maven_url,helm_id,brew_id,gem_url,apt_id,github,github-id
159,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,This repository contains the samples for all major languages and frameworks. It also contains our UI SDKs to launch..,,,10,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,MIT,2024-08-12 19:18:57,2025-07-07 18:01:53.000000,2025-07-07 18:01:52,471.0,37.0,2.0,4.0,359.0,2.0,,5.0,,,,3.0,3.0,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,
160,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2024-03-19 15:54:10.000000,2023-07-31 13:48:42,119.0,,35.0,15.0,24.0,20.0,14.0,145.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,
161,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,ssi-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,9,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,,2021-09-08 22:32:38,2024-07-15 18:12:12.000000,2024-07-15 18:11:29,664.0,,23.0,7.0,56.0,4.0,18.0,76.0,2024-04-24 21:53:08,0.6.4,15.0,,,13.0,,,0.0,3.0,,45.0,,,,,,,,,,,,,,,,,
162,keri,https://github.com/WebOfTrust/keri,specs,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],9,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2025-04-15 13:27:37.000000,2025-04-15 13:27:37,262.0,,15.0,12.0,30.0,1.0,4.0,60.0,,,,,,13.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,
163,did-key.js,https://github.com/transmute-industries/did-key.js,dids,A DID Key Implementation in TypeScript.,,,9,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2024-07-21 08:49:34.000000,2022-12-12 16:31:36,556.0,,15.0,8.0,261.0,38.0,10.0,56.0,,,,,,9.0,,,,3.0,,,,,,,,,,,,,,,,,,,
164,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,9,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2025-04-11 16:32:16.000000,2025-01-14 18:03:00,111.0,,14.0,10.0,121.0,5.0,1.0,28.0,2024-04-02 18:31:17,1.0.1,3.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,
165,did-webs-resolver,https://github.com/hyperledger-labs/did-webs-resolver,dids,A reference implementation for the did:webs DID method specified here https://github.com/trustoverip/tswg-did-method-..,,,8,False,hyperledger-labs/did-webs-resolver,,https://github.com/hyperledger-labs/did-webs-resolver,Apache-2.0,2023-09-19 23:27:32,2024-10-28 15:31:49.000000,2024-10-28 15:31:49,124.0,,11.0,3.0,40.0,16.0,22.0,13.0,,,1.0,,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,
166,did-webs,https://github.com/trustoverip/tswg-did-method-webs-specification,dids,a DID method spec for did:webs.,,,7,False,trustoverip/tswg-did-method-webs-specification,,https://github.com/trustoverip/tswg-did-method-webs-specification,,2023-06-27 19:57:19,2025-03-28 19:37:24.000000,2025-03-28 19:37:09,253.0,,13.0,9.0,95.0,7.0,45.0,16.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,
167,ssi-to-oidc-bridge,https://github.com/GAIA-X4PLC-AAD/ssi-to-oidc-bridge,ssi-sdks,TP 1.2 OIDC Provider with VC Support.,,,7,False,gaia-x4plc-aad/ssi-to-oidc-bridge,,https://github.com/GAIA-X4PLC-AAD/ssi-to-oidc-bridge,MIT,2023-11-14 09:30:33,2025-06-20 13:13:55.000000,2025-06-20 13:08:49,20.0,2.0,6.0,7.0,18.0,4.0,25.0,12.0,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,
168,waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,ssi-agents,Custodian identity wallet white-label solution.,,,6,False,walt-id/waltid-web-wallet,,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2024-01-09 08:33:17.000000,2024-01-09 08:32:53,181.0,,1.0,2.0,69.0,,6.0,1.0,2023-11-24 22:29:54,1.2311242224.0,48.0,,,8.0,,,132.0,3.0,waltid/ssikit-web-wallet,,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,,3179.0,,,,,,,,,,,,,
169,procivis-one-core,,ssi-sdks,"Issue, hold and verify digital identities and credentials on any device with eIDAS 2.0 compliancy, ISO 18013-5 mdocs,..",,['w3c'],2,False,,,,Apache-2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,procivis/one-core,
170,ejbca-ce,{},pki,EJBCA Open source public key infrastructure (PKI) and certificate authority (CA) software.,,,1,False,Keyfactor/ejbca,,,,,2025-03-31 13:56:32.730437,,,,,,,,,47.0,,,,,,,,,,3.0,keyfactor/ejbca-ce,,https://hub.docker.com/r/keyfactor/ejbca-ce,2025-03-31 13:56:32.730437,47.0,483877.0,,,,,,,,,,,,,
171,cfssl,{},pki,CloudFlares PKI toolkit.,,,1,False,cloudfare/cfssl,,,,,2025-02-26 11:08:44.049713,,,,,,,,,25.0,,,,,,,,,,3.0,cfssl/cfssl,,https://hub.docker.com/r/cfssl/cfssl,2025-02-26 11:08:44.049713,25.0,4453206.0,,,,,,,,,,,,,
172,vc-api,{},specs,,,['w3c'],1,False,w3c-ccg/vs-api,,,W3C,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
173,keycloak,,idp,,,['cncf'],0,False,keycloak/keycloak,,,,,,,,,,,,,,,,,,,,,,,,,quay.io/keycloak/keycloak,,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,
174,decentralized-web-node,{},specs,,,"['dif', 'web5']",0,False,decentralized-identity/decentralize-web-node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,didcomm-messaging,{},specs,,,['dif'],0,False,decentralized-identity/didcomm-messagging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,go-webauthn,,authentication,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,go-webauthn/webauthn
177,oauth2-proxy,,authentication,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,quay.io/oauth2-proxy/oauth2-proxy,,https://hub.docker.com/r/quay.io/oauth2-proxy/oauth2-proxy,,,,,,,,,,,,,,,,oauth2-proxy/oauth2-proxy
