,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-10-02 13:24:16.000000,2023-09-19 19:06:20,3754.0,1866.0,238.0,4017.0,11244.0,CoreDNS is a DNS server that chains plugins.,370.0,41,True,70.0,67.0,96.0,2097.0,2023-08-15 20:00:30,5548.0,2817723.0,1.0,1.11.1,6805385.0,5548.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,249127108.0,,,,,142.0,,,,,,,,,,
11,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-10-05 17:04:25.571595,2023-10-05 16:14:36,4797.0,1166.0,123.0,3894.0,8566.0,"An open source, general-purpose policy engine.",423.0,40,True,111.0,100.0,299.0,2061.0,2023-09-28 14:54:02,2928.0,4715021.0,1.0,0.57.0,4124252.0,2928.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-10-05 17:04:25.571595,435610487.0,,,,,38.0,,,,,,,,,,
12,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-10-05 08:17:22.000000,2023-09-03 20:08:57,1676.0,457.0,69.0,491.0,2654.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",194.0,40,True,28.0,48.0,75.0,293.0,2023-01-10 13:13:43,438775.0,82602808.0,1.0,3.2.2,,438775.0,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,82602808.0,2.0,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-10-05 15:13:56.000000,2023-10-05 15:13:56,8066.0,1864.0,147.0,3069.0,10764.0,Automatically provision and manage TLS certificates in Kubernetes.,412.0,38,True,172.0,100.0,159.0,2953.0,2023-09-27 08:23:14,650.0,1565015.0,1.0,1.12.5,57905573.0,650.0,,,,,,,,,,,,,-1.0,,,,,,
14,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-10-05 18:19:10.000000,2023-10-05 14:19:42,9518.0,1120.0,124.0,994.0,6639.0,A PyTorch-based Speech Toolkit.,222.0,38,True,754.0,9.0,90.0,855.0,2023-07-22 18:07:47,981.0,182575.0,1.0,0.5.15,,981.0,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,182575.0,,,,,,,
15,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-09-19 03:43:02.000000,2023-03-10 17:27:55,617.0,1184.0,313.0,155.0,21836.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,335.0,422.0,,922153.0,9162593.0,2.0,,,922153.0,,,,,,passport,https://www.npmjs.com/package/passport,9162593.0,,,,,,,,,,,
16,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-10-05 18:07:40.000000,2023-10-05 17:09:40,22980.0,5556.0,364.0,12873.0,17560.0,Open Source Identity and Access Management For Modern Applications and Services.,1265.0,37,True,624.0,42.0,1820.0,5673.0,2023-10-04 09:03:46,,61772.0,1.0,22.0.4,2100256.0,,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,
17,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2023-10-05 18:18:03.000000,2023-10-05 17:59:22,18314.0,3812.0,814.0,17698.0,28475.0,"A tool for secrets management, encryption as a service, and privileged access management.",1415.0,36,False,658.0,100.0,913.0,4775.0,2023-09-26 19:00:10,6634.0,,2.0,1.15.0,,6634.0,,,,,,,,,,,,,,,,,,,
18,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-10-05 09:35:40.000000,2023-10-05 09:35:39,3718.0,1305.0,232.0,1714.0,14544.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",289.0,36,True,66.0,100.0,72.0,1387.0,2023-05-24 08:55:23,2.0,4045834.0,2.0,2.1.2,640650.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-08-16 21:09:15.061728,407663669.0,,,,,75.0,,,,,https://k8s.ory.sh/helm/charts,,,,,
19,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-10-05 12:50:32.000000,2023-10-04 14:49:29,3967.0,796.0,110.0,1715.0,9408.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",211.0,36,True,129.0,43.0,177.0,987.0,2023-07-12 20:24:48,325.0,1727709.0,1.0,1.0.0,33547.0,325.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,112252674.0,,,,,17.0,,,,,https://k8s.ory.sh/helm/charts,,,,,
20,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-10-04 21:12:05.000000,2023-09-25 11:23:35,1077.0,1533.0,233.0,476.0,15801.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",135.0,35,True,17.0,100.0,27.0,732.0,2023-09-02 15:37:12,2557.0,266169.0,2.0,2.77.2,,2557.0,,,,,,casbin,https://www.npmjs.com/package/casbin,157243.0,,casbin,https://pypi.org/project/casbin,108926.0,,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
21,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-10-05 16:54:36.000000,2023-09-26 03:18:50,1497.0,246.0,41.0,335.0,5177.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,35,True,19.0,100.0,8.0,424.0,2023-07-28 06:28:52,54709.0,2205792.0,2.0,@casl/mongoose@7.2.1,,54709.0,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,2205792.0,,,,,3.0,,,,,,
22,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-09-03 13:34:38.000000,2020-04-22 16:40:10,488.0,3492.0,334.0,107.0,15493.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,34,False,,38.0,421.0,389.0,2020-03-22 14:01:55,7393.0,160517.0,1.0,0.22.2,,7393.0,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,160517.0,,,,,,,,,,,
23,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-10-05 17:52:36.000000,2023-10-05 17:21:52,6962.0,441.0,58.0,4652.0,3656.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",243.0,34,True,946.0,100.0,288.0,1217.0,2023-09-28 20:48:01,182.0,14195.0,2.0,ockam_v0.95.0,326506.0,182.0,,,,,,,,,,,,,2.0,,,,build-trust/ockam/ockam,,
24,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-10-05 11:08:06.000000,2023-10-05 06:26:10,23816.0,3797.0,609.0,4472.0,10464.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,339.0,33,True,450.0,100.0,,,2023-09-25 16:37:07,16.0,5782.0,2.0,6.6.11,,16.0,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-10-05 06:37:29.250794,838466.0,,,,,128.0,,,,,,,,,,
25,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-10-03 13:21:04.000000,2023-09-19 06:25:53,4731.0,1609.0,182.0,1681.0,8733.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",128.0,33,True,18.0,15.0,347.0,1318.0,2023-04-14 09:36:52,75.0,163239.0,3.0,r1.4.1,,75.0,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,163239.0,-2.0,,,,,,
26,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-10-05 16:39:54.095556,2023-10-05 15:15:49,3111.0,272.0,36.0,3640.0,3681.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,159.0,100.0,81.0,848.0,2023-08-28 14:49:52,13.0,15681699.0,2.0,0.23.0,47679.0,13.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-10-05 16:39:54.095556,893800258.0,,,,,10.0,,,,,,,,,,
27,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-10-01 11:57:13.000000,2023-09-10 02:01:49,2281.0,4697.0,486.0,149.0,18323.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,32,False,30.0,1.0,957.0,1334.0,2023-04-02 07:43:27,1019.0,107063.0,2.0,0.7,642377.0,1019.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,138.0,,,,,,,,,,,,,,,
28,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-10-05 16:53:24.000000,2023-10-05 15:16:50,6196.0,401.0,82.0,3243.0,1511.0,The SPIFFE Runtime Environment.,171.0,32,True,127.0,85.0,148.0,1142.0,2023-09-20 17:39:09,118.0,2197.0,2.0,1.8.0,158250.0,118.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
29,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-09-13 13:23:14.000000,2022-06-10 09:12:18,238.0,12788.0,1568.0,221.0,49499.0,The worlds simplest facial recognition api for Python and the command line.,54.0,31,False,,2.0,713.0,583.0,2018-04-02 17:18:43,16.0,52207.0,2.0,1.2.2,1159.0,16.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6882.0,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,52106.0,,,,,,,
30,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-10-05 16:28:08.000000,2023-10-05 16:18:52,3154.0,203.0,37.0,1152.0,3883.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",36.0,31,True,194.0,55.0,107.0,285.0,2023-09-05 15:07:35,34.0,42337.0,2.0,1.25.0,25047.0,34.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-09-05 15:25:56.434610,1074744.0,,,,,4.0,,,,,,,,,,
31,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-10-04 09:48:17.000000,2023-10-04 09:47:59,1781.0,12446.0,1529.0,513.0,47180.0,Deepfakes Software For All.,97.0,30,True,22.0,4.0,21.0,805.0,2023-06-18 18:08:19,,2148.0,2.0,2.2.0,120310.0,,,,,,,,,,,,,,,,,,,,
32,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-10-05 04:55:47.000000,2023-10-01 09:36:48,2569.0,1460.0,177.0,1874.0,8459.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,219.0,30,True,39.0,80.0,279.0,792.0,2023-06-30 14:12:39,142.0,3.0,2.0,2.37.0,305.0,142.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
33,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-10-03 13:46:09.000000,2023-09-26 08:30:38,1473.0,302.0,58.0,1066.0,4255.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",70.0,30,True,50.0,50.0,44.0,256.0,,18.0,758433.0,3.0,,17327.0,18.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50795440.0,,,,,6.0,,,,,,,,,,
34,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-10-05 16:15:57.000000,2023-10-03 07:28:00,600.0,64.0,39.0,210.0,304.0,Create and verify DID verifiable JWTs in Javascript.,41.0,30,True,21.0,100.0,5.0,81.0,2023-10-03 07:28:44,3948.0,165835.0,1.0,7.4.2,,3948.0,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,165835.0,,,,,,,,,,,
35,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-10-01 09:54:19.000000,2023-10-01 09:54:19,1083.0,1463.0,107.0,83.0,7523.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",44.0,29,True,31.0,,8.0,762.0,,1933.0,32210.0,3.0,,,1933.0,,,,,,,,,,deepface,https://pypi.org/project/deepface,32210.0,,,,,,,
36,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-10-05 13:41:57.000000,2023-10-05 13:40:15,2002.0,835.0,55.0,1250.0,7136.0,"An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0,..",141.0,29,True,251.0,100.0,103.0,931.0,2023-09-29 02:24:40,3.0,2093.0,2.0,1.427.0,,3.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-09-29 07:04:40.108063,75379.0,,,,,9.0,,,,,,,,,,
37,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2023-10-05 18:04:36.000000,2023-10-05 16:32:35,3418.0,248.0,203.0,3490.0,3695.0,Boundary enables identity-based access management for dynamic infrastructure.,140.0,29,False,178.0,45.0,73.0,232.0,2023-07-18 12:06:27,8.0,216481.0,3.0,0.13.1,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-07-18 12:12:01.655444,9741658.0,,,,,11.0,,,,,,,,,,
38,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-09-08 14:28:23.000000,2023-09-08 08:05:44,1354.0,318.0,49.0,714.0,3075.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,29,True,28.0,100.0,48.0,275.0,2023-07-18 10:23:06,2.0,1198581.0,3.0,0.40.6,30401.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,87465204.0,,,,,30.0,,,,,,,,,,
39,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-10-04 19:58:58.000000,2023-09-28 20:32:45,5001.0,258.0,38.0,703.0,1158.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,292.0,29,True,121.0,47.0,59.0,231.0,2023-09-20 14:53:26,1332.0,,3.0,6.3.5,,1332.0,,,,,,,,,,,,,,,,,,,
40,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-10-02 12:52:44.000000,2023-04-27 06:45:45,1313.0,8805.0,1095.0,130.0,42731.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,28,True,,2.0,533.0,800.0,2020-04-09 05:48:48,16.0,3772.0,3.0,DF.wf.288res.384.92.72.22,162214.0,16.0,,,,,,,,,,,,,,,,,,,
41,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-10-05 17:25:04.000000,2023-10-05 17:25:02,4805.0,942.0,157.0,4626.0,17497.0,The Single Sign-On Multi-Factor portal for web apps.,131.0,28,True,331.0,100.0,71.0,1070.0,2022-12-21 09:01:04,,592.0,2.0,4.37.5,26651.0,,,,,,,,,,,,,,,,,,,,
42,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44.000000,2023-06-14 17:20:41,735.0,3480.0,761.0,73.0,14866.0,Face recognition with deep neural networks.,30.0,28,True,,4.0,9.0,370.0,2016-02-25 17:42:46,67.0,1658.0,3.0,0.2.1,,67.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,160882.0,,,,,70.0,,,,,,,,,,
43,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-10-05 18:16:09.000000,2023-09-28 08:53:21,4852.0,244.0,35.0,4266.0,6321.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",40.0,28,True,446.0,48.0,79.0,221.0,2023-09-21 14:25:57,7.0,740.0,2.0,1.9.1,2532.0,7.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-09-21 14:21:16.943122,16822.0,,,,,1.0,,,,,,,,,,
44,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-10-05 09:01:26.000000,2023-09-26 14:40:31,2368.0,1005.0,107.0,816.0,5195.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,311.0,28,True,7.0,62.0,23.0,828.0,2023-03-29 07:20:04,8151.0,,3.0,5.6.6,,8151.0,,,,,,,,,,,,,,,,,,doorkeeper,
45,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-10-05 17:54:49.000000,2023-10-04 22:26:41,6319.0,531.0,139.0,4235.0,4787.0,"An ACME-based certificate authority, written in Go.",127.0,28,True,87.0,87.0,190.0,2666.0,2023-10-04 22:51:33,,21409.0,2.0,release-2023-10-04,58431.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-09-07 22:26:46.992904,1943509.0,,,,,13.0,,,,,,,,,,
46,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-10-05 15:19:58.000000,2023-09-29 09:26:14,2487.0,264.0,29.0,4587.0,4724.0,"ZITADEL - Identity infrastructure, simplified foryou.",74.0,28,True,200.0,100.0,407.0,1282.0,2023-09-22 11:29:46,,310.0,2.0,2.37.2,1552.0,,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
47,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-10-05 15:47:09.000000,2023-10-05 15:47:08,1391.0,82.0,26.0,1477.0,1771.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",23.0,28,True,96.0,53.0,49.0,259.0,2023-09-13 08:04:00,17.0,1517.0,3.0,0.30.0,47045.0,17.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
