,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
0,aries,hyperledger/aries,aries,True,decentralized,['hyperledger'],https://github.com/hyperledger/aries,https://github.com/hyperledger/aries,Apache-2.0,2019-05-08 16:49:48,2023-10-05 17:40:37.000000,2023-10-05 13:34:19,23568.0,977.0,189.0,6286.0,1317.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",456.0,33,True,775.0,224.0,918.0,2775.0,2023-10-05 13:35:35,50.0,598.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,trinsic-id,trinsic-id/sdk,trinsic-id,True,decentralized,,https://github.com/trinsic-id/sdk,https://github.com/trinsic-id/sdk,Apache-2.0,2020-10-19 15:17:13,2023-10-02 21:36:38.000000,2023-09-28 16:38:14,1609.0,26.0,23.0,1741.0,53.0,Trinsic SDK repository.,41.0,27,False,76.0,33.0,39.0,374.0,2023-04-24 13:26:38,523.0,1559.0,1.0,1.11.0,8717.0,,,,,,,,,,,,,,,,,,,,
2,sphereon-ssi,sphereon-opensource/ssi-sdk,sphereon-ssi,True,decentralized,,https://github.com/Sphereon-Opensource/SSI-SDK,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-04-12 14:54:14,2023-10-04 12:21:15.000000,2023-10-04 09:53:30,4388.0,46.0,34.0,490.0,196.0,Self Sovereign Identity SDK.,59.0,25,True,388.0,81.0,20.0,49.0,2023-10-01 02:16:26,57.0,4.0,2.0,0.17.5,,1.0,,,,,,,,,,,,,,,,,,,
3,waltid-ssikit,walt-id/waltid-ssikit,waltid-ssikit,True,decentralized,,https://github.com/walt-id/waltid-ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-10-05 15:54:05.000000,2023-10-03 09:04:58,3326.0,63.0,13.0,357.0,149.0,All-In-One SSI infrastructure toolkit.,49.0,24,True,145.0,185.0,5.0,244.0,2023-09-28 11:55:26,,2089.0,2.0,1.2309221938.0,57.0,,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-09-27 13:07:08.529648,9449.0,,,,,,,,,,,,,,,
4,solid-project,solid/solid,solid-project,True,standards,['solid'],https://github.com/solid/solid,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2023-10-05 17:16:51.000000,2023-10-05 17:16:50,1077.0,408.0,612.0,244.0,8603.0,Solid - Re-decentralizing the web (project directory).,42.0,22,True,54.0,1.0,316.0,215.0,2021-12-21 13:00:06,,,1.0,,,,,,,,,,,,,,,,,,,,,,
5,polygon-id,0xPolygonID/sh-id-platform,polygon-id,True,decentralized,,https://github.com/0xPolygonID/issuer-node,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-11-08 12:11:09,2023-10-05 13:58:11.000000,2023-10-05 10:53:34,1552.0,59.0,13.0,520.0,89.0,Self Hosted Issuer Node.,30.0,21,False,40.0,28.0,21.0,96.0,2023-10-05 10:54:16,47.0,,2.0,2.2.0,,,,,,,0xPolygonID/issuer-node,,,,,,,,,,,,,,
6,spruceid,spruceid/didkit,spruceid,True,decentralized,,https://github.com/spruceid/didkit,https://github.com/spruceid/didkit,Apache-2.0,2020-07-23 21:18:28,2023-10-05 09:36:11.000000,2023-10-02 22:37:32,1020.0,122.0,79.0,665.0,410.0,A cross-platform toolkit for decentralized identity.,53.0,19,True,6.0,,128.0,197.0,,116.0,,3.0,,,4.0,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,,
7,evernym-ssi,evernym/verity,evernym-ssi,True,decentralized,,https://github.com/evernym/verity,https://github.com/evernym/verity,Apache-2.0,2020-01-14 21:16:21,2023-08-08 10:21:22.000000,2023-04-11 16:19:31,6279.0,55.0,99.0,201.0,97.0,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repository..,144.0,17,False,,100.0,3.0,,2021-03-22 11:09:10,41.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,
8,talao-altme,talaodao/altme,talao-altme,True,decentralized,,https://github.com/TalaoDAO/AltMe,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-06-29 14:41:04,2023-10-05 16:41:33.000000,2023-10-05 12:30:06,7309.0,14.0,9.0,504.0,35.0,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,18.0,17,False,255.0,1.0,70.0,1746.0,2023-01-06 16:00:40,,,3.0,,,,,,,,,,,,,,,,,,,,,,
9,nextauthjs,nextauthjs/next-auth,,,authentication,,https://github.com/nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,ISC,2018-01-27 12:28:16,2023-10-05 15:36:57.000000,2023-10-05 15:27:21,2517.0,2271.0,97.0,1999.0,18988.0,Authentication for the Web.,574.0,41,True,183.0,100.0,216.0,3373.0,2023-10-02 12:01:51,140560.0,2647034.0,1.0,next-auth@4.23.2,,140560.0,,,,,,next-auth,https://www.npmjs.com/package/next-auth,2647034.0,,,,,,,,,,,
