,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id,updated_github_id,github-id
13,coredns,https://github.com/coredns/coredns,machine,CoreDNS is a DNS server that chains plugins.,,"['linux-foundation', 'cncf']",40,True,coredns/coredns,,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2024-04-11 10:10:33.000000,2024-04-10 12:33:56,3877.0,57.0,1953.0,239.0,4202.0,112.0,2130.0,11906.0,2023-08-15 20:00:30,1.11.1,67.0,5983.0,5983.0,384.0,,,2877820.0,1.0,7263655.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,152.0,271406090.0,,,,,,,,,,,,
14,open-policy-agent,https://github.com/open-policy-agent/opa,authorization,"Open Policy Agent (OPA) is an open source, general-purpose policy engine.",,"['cncf', 'linux-foundation']",40,True,open-policy-agent/opa,,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2024-04-11 18:12:39.401140,2024-04-11 17:36:05,5046.0,101.0,1243.0,124.0,4168.0,339.0,2161.0,9137.0,2024-03-28 16:33:25,0.63.0,100.0,3769.0,3769.0,452.0,,,5442935.0,1.0,6453054.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2024-04-11 18:12:39.401140,41.0,532560750.0,,,,,,,,,,,,
15,speechbrain,https://github.com/speechbrain/speechbrain,biometrics,A PyTorch-based Speech Toolkit.,,,39,True,speechbrain/speechbrain,,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2024-04-11 15:28:28.000000,2024-04-11 14:55:09,9763.0,150.0,1241.0,127.0,1173.0,79.0,937.0,7815.0,2024-02-26 20:54:49,1.0.0,11.0,1716.0,1716.0,231.0,,,3320035.0,1.0,,,,,,,speechbrain,https://pypi.org/project/speechbrain,3320035.0,1.0,,,,,,,,
16,oauthlib,https://github.com/oauthlib/oauthlib,authentication,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",,,39,True,oauthlib/oauthlib,,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2024-02-06 14:46:47.000000,2024-01-06 20:50:34,1694.0,,466.0,67.0,496.0,79.0,293.0,2736.0,2023-01-10 13:13:43,3.2.2,48.0,514066.0,514066.0,195.0,,,103475201.0,1.0,,,,,,,oauthlib,https://pypi.org/project/oauthlib,103475201.0,,,,,,,,,
17,keycloak,https://github.com/keycloak/keycloak,idp,Open Source Identity and Access Management For Modern Applications and Services.,,['cncf'],38,True,keycloak/keycloak,,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2024-04-11 18:03:00.000000,2024-04-11 18:02:33,24656.0,903.0,6062.0,374.0,15134.0,1745.0,7731.0,19693.0,2024-03-24 22:33:12,24.0.2,54.0,,,1368.0,,,66401.0,1.0,2656041.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,
18,ory-hydra,https://github.com/ory/hydra,authentication,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",,['ory'],37,True,ory/hydra,,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2024-04-05 14:18:15.000000,2024-04-05 14:18:14,3807.0,50.0,1350.0,231.0,1768.0,82.0,1407.0,15095.0,2024-02-12 11:37:33,2.2.0,100.0,3.0,3.0,292.0,,,3897231.0,1.0,751266.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2024-02-12 11:37:33.043853,75.0,415902678.0,,,,,https://k8s.ory.sh/helm/charts,,,,,,,
19,deepface,https://github.com/serengil/deepface,biometrics,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",,,37,True,serengil/deepface,,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2024-04-08 19:21:12.000000,2024-04-08 19:21:10,1389.0,233.0,1763.0,131.0,183.0,1.0,993.0,9826.0,2024-03-22 10:14:08,0.0.89,9.0,2886.0,2886.0,59.0,,,63099.0,1.0,,,,,,,deepface,https://pypi.org/project/deepface,63099.0,,,,,,,,,
20,authlib,https://github.com/lepture/authlib,authentication,"The ultimate Python library in building OAuth, OpenID Connect clients and servers. JWS,JWE,JWK,JWA,JWT included.",,,37,True,lepture/authlib,,https://github.com/lepture/authlib,BSD-3-Clause,2017-10-27 06:52:26,2024-04-11 14:30:04.000000,2024-04-08 13:03:35,1391.0,17.0,408.0,60.0,197.0,81.0,350.0,4242.0,2023-12-17 12:54:58,1.3.0,33.0,31976.0,31976.0,113.0,,,8538438.0,1.0,,,,,,,authlib,https://pypi.org/project/authlib,8538438.0,1.0,,,,,,,,
21,vault,https://github.com/hashicorp/vault,pki,"A tool for secrets management, encryption as a service, and privileged access management.",,['hashicorp'],36,False,hashicorp/vault,,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2024-04-11 18:12:56.000000,2024-04-11 17:59:11,19385.0,576.0,3925.0,823.0,20269.0,1005.0,4948.0,29580.0,2024-04-04 13:39:03,1.16.1,100.0,7099.0,7099.0,1467.0,,,,1.0,,,,,,,,,,,,,,,,,,
22,passport,https://github.com/jaredhanson/passport,authentication,"Simple, unobtrusive authentication for Node.js.",,,36,True,jaredhanson/passport,passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2024-02-13 20:03:34.000000,2024-01-26 23:38:34,625.0,1.0,1205.0,309.0,157.0,339.0,428.0,22389.0,,,,1034711.0,1034711.0,38.0,https://www.npmjs.com/package/passport,10355570.0,10355570.0,2.0,,,,,,,,,,,,,,,,,,
23,ory-kratos,https://github.com/ory/kratos,idp,"Next-gen identity server replacing your Auth0, Okta, Firebase with hardened security and PassKeys, SMS, OIDC, Social..",,['ory'],36,True,ory/kratos,,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2024-04-11 15:47:01.000000,2024-04-05 12:16:10,4194.0,120.0,902.0,111.0,1889.0,181.0,1065.0,10534.0,2024-02-20 12:26:07,1.1.0,44.0,327.0,327.0,221.0,,,1592745.0,1.0,38879.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2024-02-20 12:26:07.173920,17.0,113030804.0,,,,,https://k8s.ory.sh/helm/charts,,,,,,,
24,casl,https://github.com/stalniy/casl,authorization,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,,,35,True,stalniy/casl,@casl/ability,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2024-04-09 06:16:14.000000,2024-04-09 06:13:13,1566.0,35.0,252.0,41.0,393.0,13.0,441.0,5554.0,2024-03-27 10:22:02,@casl/mongoose@7.3.1,100.0,69796.0,69796.0,68.0,https://www.npmjs.com/package/@casl/ability,2233464.0,2233464.0,1.0,,,,,,,,,,,,,,,,,,
25,casbin,https://github.com/casbin/casbin,authorization,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",,,34,True,casbin/casbin,casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2024-04-07 09:25:56.000000,2024-04-07 09:21:56,1092.0,9.0,1579.0,230.0,494.0,42.0,748.0,16791.0,2024-04-07 09:23:08,2.87.1,100.0,2961.0,2961.0,143.0,https://www.npmjs.com/package/casbin,193981.0,317615.0,2.0,,,,,,,casbin,https://pypi.org/project/casbin,123634.0,,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,,,
26,ockam,https://github.com/build-trust/ockam,machine,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",,,34,True,build-trust/ockam,,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2024-04-11 17:53:51.000000,2024-04-11 16:04:02,8307.0,517.0,555.0,57.0,5968.0,313.0,1437.0,4336.0,2024-04-01 22:34:18,ockam_v0.120.0,100.0,183.0,183.0,309.0,,,12730.0,2.0,356455.0,,,,,,,,,,,,,build-trust/ockam/ockam,,,,
27,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,33,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3545.0,338.0,109.0,433.0,390.0,16061.0,2020-03-22 14:01:55,0.22.2,38.0,8842.0,8842.0,25.0,https://www.npmjs.com/package/face-api.js,108229.0,108229.0,2.0,,,,,,,,,,,,,,,,,,
28,cas,https://github.com/apereo/cas,idp,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,,,33,True,apereo/cas,,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2024-04-11 00:47:19.552533,2024-04-02 14:04:23,25026.0,515.0,3840.0,605.0,4682.0,,,10745.0,2024-03-29 09:25:57,7.0.3,100.0,21.0,21.0,347.0,,,6220.0,2.0,,apereo/cas,https://hub.docker.com/r/apereo/cas,2024-04-11 00:47:19.552533,129.0,939348.0,,,,,,,,,,,,
29,spicedb,https://github.com/authzed/spicedb,authorization,"Open Source, Google Zanzibar-inspired permissions database to enable fine-grained access control for customer..",,,33,True,authzed/spicedb,,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2024-04-11 16:55:56.000000,2024-04-11 16:22:13,3733.0,282.0,240.0,37.0,1403.0,100.0,328.0,4452.0,2024-04-10 21:46:53,1.30.1,70.0,50.0,50.0,43.0,,,70526.0,2.0,55896.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2024-04-10 21:59:53.432737,7.0,2199152.0,,,,,,,,,,,,
30,pomerium,https://github.com/pomerium/pomerium,machine,Pomerium is an identity and context-aware access proxy.,,,33,True,pomerium/pomerium,,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2024-04-11 15:33:17.216420,2024-04-11 14:47:52,3401.0,109.0,274.0,39.0,4045.0,78.0,887.0,3832.0,2024-04-05 20:18:47,0.25.2,100.0,17.0,17.0,91.0,,,21940547.0,2.0,54794.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2024-04-11 15:33:17.216420,10.0,1382186821.0,,,,,,,,,,,,
31,pysaml2,https://github.com/IdentityPython/pysaml2,authentication,Python implementation of SAML2.,,,33,True,IdentityPython/pysaml2,,https://github.com/IdentityPython/pysaml2,Apache-2.0,2012-05-23 21:12:14,2024-04-05 15:02:13.000000,2024-04-05 15:02:13,3604.0,5.0,392.0,31.0,524.0,77.0,357.0,538.0,2024-01-30 11:50:06,7.5.0,51.0,1714.0,1714.0,173.0,,,628037.0,2.0,,,,,,,pysaml2,https://pypi.org/project/pysaml2,628037.0,,,,,,,,,
32,ageitgey-face-recognition,https://github.com/ageitgey/face_recognition,biometrics,The worlds simplest facial recognition api for Python and the command line.,,,32,False,ageitgey/face_recognition,,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2024-02-24 12:51:59.000000,2022-06-10 09:12:18,238.0,,13025.0,1568.0,227.0,731.0,584.0,51661.0,2018-04-02 17:18:43,1.2.2,2.0,21.0,21.0,54.0,,,201194.0,2.0,1228.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,16.0,7630.0,face_recognition,https://pypi.org/project/face_recognition,201091.0,,,,,,,,,
33,paddlespeech,https://github.com/PaddlePaddle/PaddleSpeech,biometrics,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",,,32,True,PaddlePaddle/PaddleSpeech,,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2024-04-09 04:05:33.000000,2024-03-04 02:55:39,4740.0,4.0,1749.0,183.0,1694.0,475.0,1360.0,10047.0,2023-04-14 09:36:52,r1.4.1,15.0,98.0,98.0,136.0,,,193188.0,2.0,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,193188.0,,,,,,,,,
34,casdoor,https://github.com/casdoor/casdoor,idp,An open-source UI-first Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting..,,,32,True,casdoor/casdoor,,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2024-04-11 11:16:36.000000,2024-04-11 11:09:48,2403.0,214.0,990.0,63.0,1456.0,94.0,1183.0,8540.0,2024-04-10 16:28:03,1.595.0,100.0,3.0,3.0,173.0,,,3909.0,2.0,,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2024-04-10 16:33:20.358091,13.0,164210.0,,,,,,,,,,,,
35,spire,https://github.com/spiffe/spire,machine,The SPIFFE Runtime Environment.,,"['cncf', 'linux-foundation']",32,True,spiffe/spire,,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2024-04-11 18:15:25.000000,2024-04-11 18:13:36,6537.0,178.0,441.0,77.0,3680.0,154.0,1224.0,1664.0,2024-04-06 00:05:44,1.9.4,100.0,143.0,143.0,185.0,,,3094.0,2.0,228981.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,
36,wso2-identity-server,https://github.com/wso2/product-is,idp,Welcome to the WSO2 Identity Server source code! For info on working with the WSO2 Identity Server repository and..,,,32,True,wso2/product-is,,https://github.com/wso2/product-is,Apache-2.0,2014-04-21 08:55:36,2024-04-11 16:33:27.000000,2024-04-11 16:33:27,12934.0,653.0,698.0,118.0,6730.0,4104.0,9220.0,743.0,2024-03-04 08:48:32,7.0.0,100.0,,,699.0,,,16086.0,2.0,11027.0,wso2/wso2is,https://hub.docker.com/r/wso2/wso2is,2024-03-08 07:03:37.681569,35.0,1896558.0,,,,,,,,,,,,
37,insightface,https://github.com/deepinsight/insightface,biometrics,State-of-the-art 2D and 3D Face Analysis Project.,,,31,False,deepinsight/insightface,,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2024-04-09 08:20:42.000000,2023-12-24 05:29:03,2283.0,,5063.0,499.0,154.0,1040.0,1355.0,21116.0,2023-04-02 07:43:27,0.7,1.0,1949.0,1949.0,58.0,,,226360.0,3.0,2716315.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,,141.0,,,,,,,,,,,,
38,authelia,https://github.com/authelia/authelia,idp,The Single Sign-On Multi-Factor portal for web apps.,,,31,True,authelia/authelia,,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2024-04-11 12:27:57.000000,2024-04-11 11:11:42,5644.0,493.0,1018.0,158.0,5461.0,59.0,1154.0,19433.0,2024-03-31 09:53:52,4.38.7,100.0,,,158.0,,,737.0,2.0,36134.0,,,,,,,,,,,,,,,,,
39,dex,https://github.com/dexidp/dex,authentication,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,,['linux-foundation'],31,True,dexidp/dex,,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2024-04-11 04:14:58.000000,2024-04-09 11:05:06,2834.0,164.0,1527.0,172.0,2139.0,292.0,811.0,8976.0,2024-04-09 11:55:18,2.39.1,83.0,156.0,156.0,237.0,,,3.0,2.0,312.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,
40,boundary,https://github.com/hashicorp/boundary,machine,Boundary enables identity-based access management for dynamic infrastructure.,,['hashicorp'],31,False,hashicorp/boundary,,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2024-04-11 16:47:25.000000,2024-04-11 16:47:24,4090.0,303.0,264.0,200.0,4286.0,83.0,253.0,3787.0,2024-04-09 20:31:26,0.15.4,55.0,8.0,8.0,157.0,,,267913.0,3.0,,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2024-04-09 20:33:27.875004,14.0,13663593.0,,,,,,,,,,,,
41,logto,https://github.com/logto-io/logto,idp,The better identity infrastructure for developers and the open-source alternative to Auth0.,,,30,True,logto-io/logto,,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2024-04-11 14:13:34.000000,2024-04-11 14:10:27,5998.0,502.0,327.0,39.0,5258.0,76.0,287.0,7167.0,2024-04-10 14:00:25,1.15.0,56.0,11.0,11.0,51.0,,,2131.0,2.0,3013.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2024-04-10 13:59:24.508738,2.0,68222.0,,,,,,,,,,,,
42,yubikey-manager,https://github.com/Yubico/yubikey-manager,pki,Python library and command line tool for configuring any YubiKey over all USB interfaces.,,,30,True,Yubico/yubikey-manager,,https://github.com/Yubico/yubikey-manager,BSD-2-Clause,2016-07-04 14:23:53,2024-04-02 11:15:40.000000,2024-03-26 16:46:53,2700.0,78.0,119.0,61.0,308.0,30.0,255.0,805.0,2024-03-27 08:06:51,5.4.0,37.0,134.0,134.0,46.0,,,113405.0,2.0,9564.0,,,,,,yubikey-manager,https://pypi.org/project/yubikey-manager,113303.0,,,,,,,,,
43,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,30,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2024-03-28 21:00:00.000000,2024-03-28 20:56:35,462.0,22.0,156.0,37.0,117.0,4.0,89.0,792.0,2024-03-28 21:00:33,2.1.0,26.0,1020.0,1020.0,27.0,,,82649.0,2.0,,,,,,,webauthn,https://pypi.org/project/webauthn,82649.0,-1.0,,,,,,,,
44,did-jwt,https://github.com/decentralized-identity/did-jwt,dids,Create and verify DID verifiable JWTs in Javascript.,,['dif'],30,True,decentralized-identity/did-jwt,did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2024-04-11 18:13:56.000000,2024-03-25 23:02:49,622.0,10.0,64.0,40.0,215.0,4.0,85.0,319.0,2024-03-25 23:03:17,8.0.4,100.0,4719.0,4719.0,41.0,https://www.npmjs.com/package/did-jwt,192583.0,192583.0,1.0,,,,,,,,,,,,,,,,,,
45,faceswap,https://github.com/deepfakes/faceswap,biometrics,Deepfakes Software For All.,,,29,True,deepfakes/faceswap,,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2024-04-06 16:08:37.000000,2024-04-06 15:53:12,1808.0,21.0,12738.0,1525.0,518.0,17.0,833.0,49086.0,2023-06-18 18:08:19,2.2.0,4.0,,,97.0,,,4654.0,3.0,288575.0,,,,,,,,,,,,,,,,,
46,doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,authentication,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,,,29,True,doorkeeper-gem/doorkeeper,,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2024-04-03 08:22:01.000000,2024-04-03 08:20:20,2414.0,25.0,1009.0,108.0,831.0,30.0,837.0,5255.0,2024-02-14 08:01:40,.5.6.9,65.0,8608.0,8608.0,322.0,,,,2.0,,,,,,,,,,,,,,,doorkeeper,,,
47,keto,https://github.com/ory/keto,authorization,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",,['ory'],29,True,ory/keto,,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2024-04-11 15:24:49.000000,2024-04-11 15:24:48,1507.0,17.0,327.0,57.0,1124.0,36.0,275.0,4591.0,,,52.0,28.0,28.0,72.0,,,699094.0,2.0,21338.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2024-02-01 15:34:43.379158,7.0,51009971.0,,,,,,,,,,,,
48,oathkeeper,https://github.com/ory/oathkeeper,machine,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",,['ory'],29,True,ory/oathkeeper,,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2024-04-09 15:02:48.000000,2024-02-29 16:18:26,1361.0,7.0,329.0,48.0,721.0,53.0,278.0,3193.0,2024-02-29 16:17:31,0.40.7,100.0,3.0,3.0,110.0,,,1116746.0,3.0,36832.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2024-02-29 16:17:31.079046,36.0,88185194.0,,,,,,,,,,,,
49,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],29,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2024-04-09 17:54:45.000000,2024-04-03 18:17:24,3085.0,60.0,291.0,77.0,853.0,284.0,628.0,1764.0,2024-04-04 10:50:02,5.7.10,54.0,3.0,3.0,87.0,https://www.npmjs.com/package/solid-server,678.0,9411.0,1.0,,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-04 10:48:39.575604,5.0,1004331.0,,,,,,,,,,,,
50,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,28,True,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-10-24 10:56:48.000000,2023-04-27 06:45:45,1313.0,,9369.0,1121.0,131.0,541.0,801.0,45179.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3628.0,3.0,177820.0,,,,,,,,,,,,,,,,,
51,openface,https://github.com/cmusatyalab/openface,biometrics,Face recognition with deep neural networks.,,,28,True,cmusatyalab/openface,,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-10-25 21:16:29.000000,2023-06-14 17:20:41,735.0,,3503.0,760.0,74.0,10.0,371.0,15057.0,2016-02-25 17:42:46,0.2.1,4.0,73.0,73.0,30.0,,,1567.0,3.0,,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,70.0,161481.0,,,,,,,,,,,,
52,zitadel,https://github.com/zitadel/zitadel,idp,"ZITADEL - Identity infrastructure, simplified foryou.",,,28,True,zitadel/zitadel,,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2024-04-11 09:57:39.000000,2024-04-11 09:02:31,2997.0,201.0,401.0,40.0,5130.0,501.0,1582.0,6910.0,2024-04-10 12:59:42,2.49.3,100.0,,,106.0,,,514.0,3.0,2057.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,https://charts.zitadel.com,,,,,,,
53,boulder,https://github.com/letsencrypt/boulder,pki,"An ACME-based certificate authority, written in Go.",,['linux-foundation'],28,True,letsencrypt/boulder,,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2024-04-10 21:26:56.000000,2024-04-10 15:22:04,6515.0,96.0,561.0,138.0,4465.0,201.0,2742.0,4978.0,2024-04-09 22:43:57,release-2024-04-09,100.0,,,132.0,,,20632.0,2.0,66289.0,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2024-04-04 15:03:09.460634,13.0,1973380.0,,,,,,,,,,,,
54,oso,https://github.com/osohq/oso,authorization,Oso is a batteries-included framework for building authorization in your application.,,,28,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2024-03-13 15:25:23.000000,2024-01-13 04:41:13,1213.0,4.0,167.0,30.0,1526.0,108.0,101.0,3374.0,2024-01-13 04:08:30,0.27.3,100.0,83.0,83.0,67.0,,,30472.0,3.0,2716.0,,,,,,oso,https://pypi.org/project/oso,30401.0,,,,,,,,,
