,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
48,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44.000000,2023-06-14 17:20:41,735.0,3478.0,761.0,73.0,14849.0,Face recognition with deep neural networks.,30.0,27,True,1.0,4.0,9.0,370.0,2016-02-25 17:42:46,67.0,1673.0,3.0,0.2.1,,67.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,160631.0,,,,,70.0,,,,,,,,,,
49,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-09-07 16:03:03.000000,2023-09-07 10:00:34,12395.0,356.0,22.0,5150.0,4535.0,The authentication glue you need.,179.0,27,True,653.0,100.0,372.0,1130.0,2023-09-01 16:19:20,,86.0,3.0,ersion/2023.8.2,2174.0,,,,,,,,,,,,,,2.0,https://charts.goauthentik.io,,,,,
50,kanidm,kanidm/kanidm,,,idp,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-09-07 16:23:33.000000,2023-09-07 09:04:54,1536.0,102.0,16.0,1502.0,1626.0,"Kanidm: A simple, secure and fast identity management platform.",51.0,27,True,270.0,15.0,122.0,430.0,2023-08-01 05:15:57,42.0,169.0,3.0,1.1.0-beta.13,107.0,42.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-09-05 04:01:10.615550,9197.0,,,,,,,,,,,,,,,
51,jansen,janssenproject/jans,,,idp,['linux-foundation'],https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-09-07 12:23:26.000000,2023-09-07 12:23:25,32848.0,49.0,29.0,3346.0,272.0,"Welcome to the Janssen Project, a collaboration hub for digital identity infrastructure software... and introducing..",108.0,27,True,452.0,100.0,314.0,2246.0,2023-08-02 13:55:07,,419.0,3.0,1.0.16,2097.0,,,,,,,,,,,,,,,,,,,,
52,did-resolver,decentralized-identity/did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-09-05 19:26:29.000000,2023-03-08 14:05:28,373.0,41.0,24.0,126.0,190.0,Universal did-resolver for javascript environments.,24.0,27,True,,24.0,3.0,18.0,2023-03-08 14:05:37,4613.0,170016.0,1.0,4.1.0,,4613.0,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,170016.0,,,,,,,,,,,
53,did-jwt-vc,decentralized-identity/did-jwt-vc,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-09-04 18:04:14.000000,2023-09-04 18:03:43,332.0,37.0,23.0,87.0,153.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,22.0,27,True,19.0,45.0,4.0,45.0,2023-09-04 18:04:04,701.0,26176.0,1.0,3.2.7,,701.0,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,26176.0,,,,,,,,,,,
54,whisper,openai/whisper,,,voice,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-09-06 13:16:14.000000,2023-08-07 21:48:56,118.0,4907.0,380.0,172.0,44278.0,Robust Speech Recognition via Large-Scale Weak Supervision.,56.0,26,True,3.0,6.0,,,2023-03-15 07:40:02,13.0,174476.0,3.0,20230314,,13.0,,,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,174476.0,,,,,,,
55,node-oidc-provider,panva/node-oidc-provider,,,authentication,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-09-02 07:54:40.000000,2023-09-02 07:53:47,2408.0,716.0,72.0,223.0,2791.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,67.0,26,True,13.0,100.0,,,2023-09-02 07:54:37,2.0,185104.0,3.0,8.3.2,,2.0,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,185104.0,,,,,,,,,,,
56,conjur,cyberark/conjur,,,machine,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-09-07 17:54:06.000000,2023-09-06 14:57:45,3410.0,119.0,47.0,1830.0,693.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,94.0,26,True,105.0,73.0,207.0,901.0,2023-05-17 19:48:54,,79900.0,3.0,1.19.5,360.0,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-09-05 22:27:36.556428,6950922.0,,,,,30.0,,,,,,,,,,
57,veramo,uport-project/veramo,,,decentralized,,https://github.com/uport-project/veramo,https://github.com/uport-project/veramo,Apache-2.0,2019-11-12 14:18:17,2023-09-06 14:26:35.000000,2023-09-06 14:25:19,1777.0,100.0,21.0,690.0,345.0,A JavaScript Framework for Verifiable Data.,49.0,26,True,61.0,38.0,59.0,337.0,2023-08-04 11:08:10,479.0,,2.0,5.4.1,,479.0,,,,,,,,,,,,,3.0,,,,,,
58,lemur,netflix/lemur,,,pki,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-09-07 16:56:57.000000,2023-09-07 16:56:48,5697.0,305.0,404.0,3993.0,1650.0,Repository for the Lemur Certificate Manager.,148.0,25,True,201.0,26.0,119.0,406.0,2023-07-05 22:37:33,,0.0,3.0,1.5.0,51.0,,,,,,,,,,,,,,,,,,,,
59,node-solid-server,nodesolidserver/node-solid-server,,,decentralized,['solid'],https://github.com/nodeSolidServer/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2023-09-04 14:25:48.000000,2023-09-03 08:06:59,2952.0,285.0,80.0,831.0,1747.0,Solid server on top of the file-system in NodeJS.,85.0,24,True,1.0,51.0,281.0,610.0,2023-03-17 17:09:04,2.0,8701.0,2.0,5.7.7,,2.0,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-09-03 08:18:28.394842,917983.0,,solid-server,https://www.npmjs.com/package/solid-server,202.0,4.0,,,,-2.0,,,,,,
60,aries-python,hyperledger/aries-cloudagent-python,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-cloudagent-python,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2023-09-07 17:39:41.000000,2023-09-07 17:30:35,7966.0,419.0,29.0,1448.0,362.0,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,122.0,24,True,489.0,64.0,226.0,806.0,2023-08-29 15:46:20,,,2.0,0.10.1,,,,,,,,,,,,,,,,,,,,,
61,iota-identity,iotaledger/identity.rs,,,decentralized,,https://github.com/iotaledger/identity.rs,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2023-09-06 17:50:54.000000,2023-08-30 10:57:10,1386.0,65.0,24.0,951.0,256.0,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,32.0,24,True,37.0,20.0,57.0,199.0,2023-08-17 15:09:36,98.0,,2.0,0.6.3,,98.0,,,,,,,,,,,,,,,,,,,
62,supertokens,supertokens/supertokens-core,,,idp,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2023-09-07 15:13:35.000000,2023-09-04 17:24:54,855.0,366.0,64.0,349.0,9980.0,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,25.0,23,True,99.0,38.0,95.0,329.0,2023-09-07 15:13:52,,,3.0,5.0.2,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,,
63,howdy,boltgolt/howdy,,,authentication,,https://github.com/boltgolt/howdy,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-09-06 09:05:27.000000,2023-09-05 21:06:22,520.0,261.0,56.0,136.0,4865.0,Windows Hello style facial authentication for Linux.,59.0,23,True,12.0,11.0,183.0,512.0,2020-09-02 15:57:23,,202.0,3.0,2.6.1,13551.0,,,,,,,,,,,,,,,,,,,,howdy
64,opal,permitio/opal,,,authorization,,https://github.com/permitio/opal,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2023-08-29 09:34:28.000000,2023-08-29 09:34:28,1656.0,113.0,19.0,326.0,1783.0,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",42.0,23,True,38.0,31.0,30.0,75.0,2023-06-27 11:40:41,,3204.0,3.0,0.7.3,512.0,,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2023-08-22 12:22:31.510296,98800.0,,,,,,,,,,,,,,,
65,permify,permify/permify,,,authorization,,https://github.com/Permify/permify,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2023-09-06 18:11:00.000000,2023-09-06 18:10:57,1850.0,55.0,13.0,541.0,1613.0,Permify is an open-source authorization service inspired by Google Zanzibar.,25.0,23,True,380.0,33.0,28.0,86.0,2023-08-05 13:40:56,,77.0,3.0,0.4.8,1003.0,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,,
66,freeipa,freeipa/freeipa,,,idp,,https://github.com/freeipa/freeipa,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2023-09-07 14:46:41.000000,2023-09-01 17:16:15,15671.0,300.0,51.0,6991.0,988.0,"Mirror of FreeIPA, an integrated security information management solution.",218.0,23,True,55.0,,,,,,40647.0,3.0,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2023-09-06 05:52:43.453596,5528031.0,,,,,150.0,,,,,,,,,,
67,athenz,athenz/athenz,,,pki,['linux-foundation'],https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2023-09-07 16:19:51.000000,2023-09-07 16:19:48,2790.0,245.0,52.0,2063.0,800.0,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,74.0,23,True,106.0,100.0,29.0,192.0,2023-09-01 17:10:35,,,3.0,1.11.41,,,,,,,,,,,,,,,,,,,,,
68,keystone,openstack/keystone,,,idp,['openstack'],https://github.com/openstack/keystone,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2023-09-07 17:22:40.000000,2023-08-26 03:38:27,14865.0,645.0,114.0,17.0,664.0,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,718.0,23,True,43.0,,,,,113.0,,3.0,,,113.0,,,,,,,,,,,,,,,,,,,
69,universal-resolver,decentralized-identity/universal-resolver,,,decentralized,,https://github.com/decentralized-identity/universal-resolver,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2023-09-07 12:26:05.000000,2023-08-23 17:13:11,1641.0,209.0,59.0,273.0,474.0,Universal Resolver implementation and drivers.,96.0,23,True,29.0,6.0,24.0,80.0,2022-01-07 16:42:38,,1538.0,2.0,0.5.0,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2023-08-23 17:17:08.574203,112346.0,,,,,,,,,,,,,,,
70,aries-vcx,hyperledger/aries-vcx,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-vcx,https://github.com/hyperledger/aries-vcx,Apache-2.0,2020-07-21 07:26:03,2023-09-07 14:51:54.000000,2023-09-07 11:22:09,9640.0,42.0,11.0,808.0,54.0,"AriesVCX is a Rust library for building web and mobile applications issuing, holding, presenting and verifying..",139.0,23,False,63.0,64.0,41.0,115.0,2023-08-21 22:48:09,4.0,307.0,2.0,0.58.0,11390.0,4.0,,,,,,,,,,,,,,,,,,,
71,deepfacelive,iperov/DeepFaceLive,,,face,,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,2547.0,259.0,25.0,17980.0,Real-time face swap for PC streaming or video calls.,11.0,22,True,2.0,35.0,1.0,137.0,2023-01-21 09:26:53,,20656.0,3.0,TINA_SHIFT,557724.0,,,,,,,,,,,,,,,,,,,,
72,openbr,biometrics/openbr,,,face,,https://github.com/biometrics/openbr,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2023-08-24 19:41:42.000000,2023-08-24 19:41:37,4024.0,750.0,254.0,326.0,2808.0,"Open Source Biometrics, Face Recognition.",55.0,22,False,5.0,4.0,63.0,209.0,2015-09-29 22:50:55,,926.0,3.0,1.1.0,109367.0,,,,,,,,,,,,,,,,,,,,
73,aries-framework-go,hyperledger/aries-framework-go,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-go,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-09-01 12:06:39.000000,2023-09-01 12:06:39,3196.0,154.0,20.0,2044.0,232.0,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,58.0,22,True,23.0,14.0,388.0,1195.0,2023-05-09 10:57:15,2.0,,2.0,0.3.2,,2.0,,,,,,,,,,,,,,,,,,,
74,web-did-resolver,decentralized-identity/web-did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2023-09-04 19:20:19.000000,2023-09-04 15:54:17,263.0,15.0,14.0,112.0,72.0,DID resolver for HTTPS domains.,12.0,22,False,18.0,38.0,1.0,10.0,2023-07-03 18:25:08,715.0,19242.0,2.0,2.0.27,,715.0,,,,,,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,19242.0,,,,,,,,,,,
75,facenet,davidsandberg/facenet,,,face,,https://github.com/davidsandberg/facenet,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,4658.0,568.0,122.0,13181.0,Face recognition using Tensorflow.,36.0,21,False,,,496.0,618.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
76,sidetree,decentralized-identity/sidetree,,,standards,['dif'],https://github.com/decentralized-identity/sidetree,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-07-18 23:13:06.000000,2023-04-04 19:14:54,1149.0,101.0,41.0,679.0,428.0,Sidetree Specification and Reference Implementation.,47.0,21,True,,12.0,37.0,441.0,2021-03-09 22:06:35,30.0,,1.0,1.0.2,,30.0,,,,,,,,,,,,,,,,,,,
77,dwn-sdk-js,TBD54566975/dwn-sdk-js,,,decentralized,['web5'],https://github.com/TBD54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2023-09-07 13:47:12.000000,2023-09-06 23:06:21,325.0,75.0,18.0,293.0,302.0,Decentralized Web Node (DWN) Reference implementation.,31.0,21,True,64.0,19.0,43.0,154.0,,86.0,,2.0,,,86.0,,,,,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,,,,,,,
78,gotrue,netlify/gotrue,,,idp,,https://github.com/netlify/gotrue,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-08-31 21:53:19.000000,2023-08-31 21:53:17,639.0,262.0,64.0,220.0,3538.0,An SWT based API for managing users and issuing SWT tokens.,39.0,20,True,1.0,2.0,10.0,119.0,2022-02-09 12:50:28,10.0,,3.0,1.0.1,,10.0,,,,,,,,,,,,,,,,,,,
79,webauthn,w3c/webauthn,,,standards,['w3c'],https://github.com/w3c/webauthn,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2023-09-07 02:44:06.000000,2023-09-06 19:24:09,2100.0,146.0,172.0,812.0,1020.0,Web Authentication: An API for accessing Public Key Credentials.,70.0,20,True,44.0,7.0,83.0,1007.0,2018-03-20 13:11:25,,,2.0,CR-00-20180320,,,,,,,,,,,,,,,,,,,,,
80,aries-framework-javascript,hyperledger/aries-framework-javascript,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-javascript,https://github.com/hyperledger/aries-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-09-01 10:36:31.000000,2023-08-30 08:06:59,808.0,139.0,25.0,954.0,205.0,Aries Framework JavaScript (Built using TypeScript).,54.0,20,True,34.0,76.0,162.0,426.0,2023-08-28 20:44:32,2.0,,2.0,0.4.1,,2.0,,,,,,,,,,,,,,,,,,,
81,ja3,salesforce/ja3,,,pki,,https://github.com/salesforce/ja3,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-08-17 18:37:54.000000,2023-08-17 18:37:54,150.0,265.0,96.0,41.0,2256.0,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,26.0,19,True,1.0,,27.0,23.0,,,2082.0,3.0,,,,,,,,,,,,,pyja3,https://pypi.org/project/pyja3,2082.0,2.0,,,,,,
82,appauth-ios,openid/appauth-ios,,,authentication,['openid'],https://github.com/openid/AppAuth-iOS,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-06-29 18:54:02.000000,2023-06-26 17:39:09,391.0,640.0,90.0,303.0,1578.0,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,47.0,19,True,1.0,25.0,151.0,319.0,2023-05-01 17:52:41,,,3.0,1.6.2,,,,,,,,,,,,,,,,,,,,,
83,aries-rfcs,hyperledger/aries-rfcs,,,standards,['hyperledger'],https://github.com/hyperledger/aries-rfcs,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2023-09-06 13:58:32.000000,2023-07-24 21:30:11,2151.0,205.0,59.0,572.0,310.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",84.0,19,True,19.0,,50.0,171.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
84,trinsic-okapi,trinsic-id/okapi,trinsic-id,,decentralized,,https://github.com/trinsic-id/okapi,https://github.com/trinsic-id/okapi,Apache-2.0,2020-10-19 15:17:13,2023-09-01 12:26:16.000000,2023-08-04 01:49:08,540.0,11.0,11.0,530.0,25.0,Collection of tools that support workflows for authentic data and identity management. Libraries available in most..,14.0,19,False,8.0,19.0,6.0,80.0,2022-05-29 21:14:21,506.0,605.0,3.0,1.6.0,16944.0,506.0,,,,,,,,,,,,,,,,,,,
85,appauth-android,openid/appauth-android,,,authentication,['openid'],https://github.com/openid/AppAuth-Android,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-09-01 12:15:40.000000,2023-07-12 07:05:13,339.0,780.0,235.0,230.0,2542.0,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,47.0,18,True,1.0,,163.0,522.0,,,,3.0,,,,,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,
86,ladon,ory/ladon,,,authorization,['ory'],https://github.com/ory/ladon,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,220.0,64.0,103.0,2246.0,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,50.0,18,True,,40.0,5.0,53.0,2020-04-30 07:36:33,,,3.0,1.2.0,,,,,,,,,,,,,,,,,,,,,
87,ion,decentralized-identity/ion,,,decentralized,,https://github.com/decentralized-identity/ion,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,159.0,92.0,184.0,1204.0,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,31.0,18,True,1.0,17.0,69.0,68.0,2022-06-09 01:42:53,,,3.0,1.0.4,,,,,,,,,,,,,,,,,,,,,
88,vc-data-model,w3c/vc-data-model,,,standards,['w3c'],https://github.com/w3c/vc-data-model,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2023-09-07 11:21:03.000000,2023-09-05 14:48:34,1527.0,74.0,81.0,650.0,250.0,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,61.0,18,True,187.0,,46.0,555.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
89,aries-mobile-agent-react-native,hyperledger/aries-mobile-agent-react-native,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2023-09-07 15:31:43.000000,2023-09-06 23:58:12,1553.0,102.0,21.0,724.0,115.0,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,39.0,18,True,102.0,,58.0,170.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
90,waltid-walletkit,walt-id/waltid-walletkit,waltid-ssikit,,decentralized,,https://github.com/walt-id/waltid-walletkit,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-08-31 09:55:12.913408,2023-08-31 09:49:35,1365.0,25.0,2.0,105.0,30.0,Toolkit for SSI and NFT/SBT wallets.,12.0,18,False,48.0,39.0,5.0,39.0,2023-08-31 09:55:14,,132.0,3.0,1.2308310950.0,,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-08-31 09:55:12.913408,3180.0,,,,,,,,,,,,,,,
91,barbican,openstack/barbican,,,pki,['openstack'],https://github.com/openstack/barbican,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2023-08-28 08:07:25.000000,2023-08-28 08:06:46,3575.0,66.0,27.0,5.0,227.0,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",295.0,17,True,22.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
92,tbd-ssi-sdk,tbd54566975/ssi-sdk,,,decentralized,['web5'],https://github.com/TBD54566975/ssi-sdk,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2023-08-31 20:29:06.000000,2023-08-31 20:29:04,301.0,51.0,13.0,305.0,185.0,self sovereign identity sdk.,16.0,17,True,37.0,4.0,47.0,106.0,,29.0,,3.0,,,29.0,,,,,,,,,,,,,,,,,,,
93,spiffe,spiffe/spiffe,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spiffe,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2023-09-06 18:12:18.000000,2023-09-06 18:12:18,533.0,145.0,83.0,201.0,1287.0,The SPIFFE Project.,57.0,16,True,5.0,,15.0,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
94,solid-specification,solid/specification,solid-project,,standards,['solid'],https://github.com/solid/specification,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2023-09-07 17:31:52.000000,2023-09-07 17:31:51,927.0,36.0,48.0,180.0,435.0,Solid Technical Reports.,20.0,16,True,44.0,1.0,186.0,130.0,2021-12-21 13:00:06,,,2.0,protocol-v0.9.0,,,,,,,,,,,,,,,,,,,,,
95,spruceid-ssi,spruceid/ssi,spruceid,,decentralized,,https://github.com/spruceid/ssi,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2023-09-07 00:16:20.000000,2023-07-14 13:35:29,523.0,41.0,29.0,345.0,153.0,Core library for decentralized identity.,20.0,16,True,2.0,,72.0,102.0,,110.0,,3.0,,,110.0,,,,,,,,,,,,,,,,,,,
96,did-core,w3c/did-core,,,standards,['w3c'],https://github.com/w3c/did-core,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-04-11 23:37:45.000000,2023-04-11 23:37:45,1309.0,83.0,76.0,487.0,381.0,W3C Decentralized Identifier Specification v1.0.,62.0,15,True,,,30.0,324.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
97,tbd-ssi-service,tbd54566975/ssi-service,,,decentralized,['web5'],https://github.com/TBD54566975/ssi-service,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2023-09-04 01:19:29.000000,2023-08-28 13:39:04,419.0,51.0,12.0,462.0,138.0,The Self Sovereign Identity Service.,20.0,15,True,84.0,3.0,88.0,124.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
98,aries-framework-dotnet,hyperledger/aries-framework-dotnet,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-dotnet,https://github.com/hyperledger/aries-framework-dotnet,Apache-2.0,2019-08-19 18:49:27,2023-07-21 12:27:42.000000,2023-07-21 12:27:41,146.0,69.0,27.0,174.0,81.0,Aries Framework .NET for building multiplatform SSI services.,31.0,15,False,3.0,,42.0,28.0,,42.0,,3.0,,,42.0,,,,,,,,,,,,,,,,,,,
99,presentation-exchange,decentralized-identity/presentation-exchange,,,standards,['dif'],https://github.com/decentralized-identity/presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2023-08-17 17:11:01.000000,2023-08-17 17:10:32,614.0,30.0,31.0,223.0,72.0,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,36.0,15,False,5.0,,50.0,163.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
100,anoncreds,hyperledger/anoncreds-spec,,,standards,['hyperledger'],https://github.com/hyperledger/anoncreds-spec,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2023-08-31 22:35:07.000000,2023-08-31 22:34:29,402.0,25.0,13.0,119.0,38.0,The specification for AnonCreds verifiable credential exchange.,23.0,15,False,75.0,,23.0,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
101,polygon-js-sdk,0xPolygonID/js-sdk,polygon-id,,decentralized,,https://github.com/0xPolygonID/js-sdk,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2023-09-05 15:18:13.000000,2023-09-05 15:09:03,374.0,17.0,4.0,108.0,37.0,SDK to work with Polygon ID.,15.0,15,False,97.0,21.0,5.0,17.0,2023-09-05 15:18:13,39.0,,3.0,1.1.0,,39.0,,,,,,,,,,,,,,,,,,,
102,openid4vci,sphereon-opensource/openid4vci,sphereon-ssi,,decentralized,,https://github.com/Sphereon-Opensource/OID4VCI,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2023-09-04 20:17:02.000000,2023-09-04 20:16:57,578.0,8.0,6.0,56.0,34.0,OpenID for Verifiable Credential Issuance - client and issuer library.,11.0,15,False,63.0,10.0,3.0,6.0,2023-08-19 18:17:47,,,3.0,0.7.0,,,,,,,Sphereon-Opensource/OID4VCI,,,,,,,,,,,,,,
