,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,new_addition,brew_id,gem_url,apt_id
0,aries,hyperledger/aries,aries,True,decentralized,['hyperledger'],https://github.com/hyperledger/aries,https://github.com/hyperledger/aries,Apache-2.0,2019-05-08 16:49:48,2023-05-09 10:57:15.000000,2023-05-09 10:56:44,22376.0,912.0,193.0,5663.0,1225.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",430.0,34,True,499.0,199.0,821.0,2569.0,2023-05-09 10:57:15,333.0,568.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1,trinsic-id,trinsic-id/sdk,trinsic-id,True,decentralized,,https://github.com/trinsic-id/sdk,https://github.com/trinsic-id/sdk,Apache-2.0,2020-10-19 15:17:13,2023-05-08 10:02:54.000000,2023-05-08 10:00:55,1503.0,27.0,11.0,1594.0,49.0,Trinsic SDK repository.,41.0,27,False,78.0,33.0,4.0,370.0,2023-04-24 13:26:38,425.0,1667.0,1.0,1.11.0,7515.0,,,,,,,,,,,,,,,,,,,,,
2,sphereon-ssi,sphereon-opensource/ssi-sdk,sphereon-ssi,True,decentralized,,https://github.com/Sphereon-Opensource/ssi-sdk,https://github.com/Sphereon-Opensource/ssi-sdk,Apache-2.0,2021-04-12 14:54:14,2023-05-09 08:20:33.000000,2023-05-08 15:12:21,3625.0,29.0,22.0,411.0,138.0,Self Sovereign Identity SDK.,48.0,25,True,1097.0,59.0,6.0,35.0,2023-05-07 22:03:49,148.0,4.0,2.0,0.11.0,,61.0,,,,,,,,,,,,,,,,,,,,
3,waltid-ssikit,walt-id/waltid-ssikit,waltid-ssikit,True,decentralized,,https://github.com/walt-id/waltid-ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-05-08 17:38:21.000000,2023-05-08 14:31:15,2713.0,63.0,12.0,330.0,130.0,Use web3 identity / self-sovereign identity (SSI).,56.0,23,True,489.0,102.0,21.0,258.0,2023-05-08 14:13:55,,457.0,2.0,1.2305081125.0,34.0,,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-05-08 11:34:13.589239,5000.0,,,,,,,,,,,,,,,,
4,solid-project,solid/solid,solid-project,True,standards,['solid'],https://github.com/solid/solid,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2023-05-05 06:36:05.000000,2023-05-05 06:36:04,1006.0,406.0,621.0,208.0,8581.0,Solid - Re-decentralizing the web (project directory).,41.0,21,True,35.0,1.0,313.0,206.0,2021-12-21 13:00:06,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
5,spruceid,spruceid/didkit,spruceid,True,decentralized,,https://github.com/spruceid/didkit,https://github.com/spruceid/didkit,Apache-2.0,2020-07-23 21:18:28,2023-05-09 00:17:30.000000,2023-05-02 16:55:06,1006.0,107.0,75.0,633.0,382.0,A cross-platform toolkit for decentralized identity.,50.0,20,True,18.0,,122.0,193.0,,140.0,,2.0,,,40.0,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,,,
6,polygon-id,0xPolygonID/sh-id-platform,polygon-id,True,decentralized,,https://github.com/0xPolygonID/issuer-node,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-11-08 12:11:09,2023-05-09 11:01:53.000000,2023-05-09 08:54:28,1269.0,21.0,12.0,382.0,55.0,Self Hosted Issuer Node.,23.0,20,False,835.0,10.0,8.0,76.0,2023-05-09 09:03:04,6.0,,2.0,.2.1.0,,,,,,,0xPolygonID/issuer-node,1.0,,,,,,,,,,,,,,
7,evernym-ssi,evernym/verity,evernym-ssi,True,decentralized,,https://github.com/evernym/verity,https://github.com/evernym/verity,Apache-2.0,2020-01-14 21:16:21,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,6279.0,55.0,96.0,197.0,90.0,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repository..,144.0,18,False,15.0,100.0,3.0,,2021-03-22 11:09:10,38.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
8,talao-altme,talaodao/altme,talao-altme,True,decentralized,,https://github.com/TalaoDAO/AltMe,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-06-29 14:41:04,2023-05-09 09:18:41.000000,2023-05-09 09:18:19,6898.0,10.0,7.0,484.0,27.0,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,18.0,18,False,714.0,1.0,79.0,1389.0,2023-01-06 16:00:40,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
9,nextauthjs,nextauthjs/next-auth,,,authentication,,https://github.com/nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,ISC,2018-01-27 12:28:16,2023-05-08 08:57:39.000000,2023-05-05 00:38:47,2266.0,1945.0,91.0,1781.0,16430.0,Authentication for the Web.,527.0,41,True,164.0,100.0,134.0,2855.0,2023-04-28 15:09:18,80171.0,1887933.0,1.0,@next-auth/neo4j-adapter@1.0.6,,80171.0,,,,,,,next-auth,https://www.npmjs.com/package/next-auth,1887933.0,,,,,,,,,,,
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-05-09 08:22:21.000000,2023-05-09 02:02:41,3635.0,1802.0,235.0,3853.0,10772.0,CoreDNS is a DNS server that chains plugins.,352.0,41,True,82.0,65.0,68.0,2041.0,2023-02-06 18:30:04,5096.0,2794470.0,1.0,1.10.1,6679982.0,5096.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-02-06 18:31:58.105381,233143578.0,,,,,,137.0,,,,,,,,,,
11,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-05-09 10:55:56.000000,2023-05-09 09:32:52,21921.0,5211.0,358.0,11415.0,15946.0,Open Source Identity and Access Management For Modern Applications and Services.,1160.0,40,True,772.0,36.0,1626.0,4461.0,2023-04-26 10:24:38,281.0,59490.0,1.0,21.1.1,1725227.0,281.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,,
12,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-04-14 08:21:48.000000,2023-01-10 13:20:21,1645.0,455.0,68.0,480.0,2579.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",191.0,40,True,,48.0,74.0,289.0,2023-01-10 13:13:43,364516.0,78573725.0,1.0,3.2.2,,364516.0,,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,78573725.0,,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-05-09 10:15:48.000000,2023-05-09 10:09:48,7732.0,1804.0,144.0,2865.0,10292.0,Automatically provision and manage TLS certificates in Kubernetes.,393.0,39,True,243.0,100.0,179.0,2802.0,2023-04-07 13:54:32,463.0,1247109.0,1.0,1.11.1,46143038.0,463.0,,,,,,,,,,,,,,,,,,,,
14,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-05-09 00:18:18.000000,2023-05-08 09:18:54,4574.0,1102.0,119.0,3642.0,8001.0,"An open source, general-purpose policy engine.",385.0,39,True,150.0,100.0,301.0,1944.0,2023-04-27 18:26:52,2401.0,3436847.0,1.0,0.52.0,2971327.0,2401.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-05-08 10:15:31.935451,300694240.0,,,,,,30.0,,,,,,,,,,
15,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,MPL-2.0,2015-02-25 00:15:59,2023-05-09 00:43:04.000000,2023-05-08 19:03:23,17264.0,3643.0,815.0,14978.0,27641.0,"A tool for secrets management, encryption as a service, and privileged access management.",1336.0,38,True,583.0,90.0,866.0,4602.0,2023-04-26 19:33:13,6201.0,,2.0,1.13.2,,6201.0,,,,,,,,,,,,,,,,,,,,
16,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-05-09 09:52:54.000000,2023-05-02 18:20:34,3600.0,1280.0,231.0,1652.0,14090.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",282.0,36,True,67.0,100.0,58.0,1370.0,2023-04-11 10:52:32,2.0,4056014.0,2.0,2.1.1,548553.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-04-11 10:52:32.445066,388554566.0,,,,,,74.0,,,,https://k8s.ory.sh/helm/charts,,,,,,
17,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-05-09 10:42:02.000000,2023-05-08 16:38:54,3764.0,733.0,111.0,1562.0,8691.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, MFA, FIDO2, TOTP, WebAuthn,..",192.0,36,True,127.0,42.0,231.0,860.0,2023-04-18 17:07:18,316.0,1737613.0,1.0,0.13.0,28871.0,316.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-04-18 17:07:17.440071,104213551.0,,,,,,16.0,,,,https://k8s.ory.sh/helm/charts,,,,,,
18,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-05-08 14:33:05.000000,2023-05-08 14:31:22,1054.0,1480.0,228.0,448.0,14442.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang.",129.0,35,True,13.0,100.0,21.0,700.0,2023-05-08 14:33:06,2393.0,213125.0,2.0,2.69.0,,2393.0,,,,,,,casbin,https://www.npmjs.com/package/casbin,147726.0,,casbin,https://pypi.org/project/casbin,65399.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,,
19,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-05-08 03:35:21.000000,2023-05-06 05:32:40,1473.0,242.0,40.0,312.0,4827.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,65.0,35,True,41.0,100.0,6.0,409.0,2023-05-05 18:06:03,42610.0,1623788.0,2.0,@casl/mongoose@7.1.3,,42610.0,,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1623788.0,,,,,,,,,,,
