,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
10,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-07-06 17:57:58.000000,2023-07-06 15:55:10,22334.0,5357.0,361.0,11904.0,16679.0,Open Source Identity and Access Management For Modern Applications and Services.,1201.0,41,True,677.0,37.0,1650.0,4985.0,2023-06-28 06:39:51,332.0,60221.0,1.0,21.1.2,1866856.0,332.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,
11,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-07-06 17:53:06.000000,2023-07-05 17:32:24,3684.0,1834.0,236.0,3913.0,10965.0,CoreDNS is a DNS server that chains plugins.,360.0,41,True,85.0,65.0,89.0,2061.0,2023-02-06 18:30:04,5170.0,2800900.0,1.0,1.10.1,6725297.0,5170.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-02-06 18:31:58.105381,239261935.0,,,,,,138.0,,,,,,,,,
12,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-07-06 18:14:35.949117,2023-07-06 17:34:00,4684.0,1127.0,120.0,3762.0,8210.0,"An open source, general-purpose policy engine.",404.0,40,True,145.0,100.0,303.0,1993.0,2023-06-29 19:58:06,2592.0,4423114.0,1.0,0.54.0,3368049.0,2592.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-07-06 18:14:35.949117,396493796.0,,,,,,34.0,,,,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-07-05 11:04:32.000000,2023-07-04 09:55:29,7885.0,1830.0,146.0,2961.0,10513.0,Automatically provision and manage TLS certificates in Kubernetes.,401.0,39,True,281.0,100.0,181.0,2856.0,2023-06-20 11:39:00,526.0,1354502.0,1.0,1.11.4,48762091.0,526.0,,,,,,,,,,,,,,,,,,,
14,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,MPL-2.0,2015-02-25 00:15:59,2023-07-06 18:15:52.000000,2023-07-06 17:17:02,17634.0,3702.0,817.0,15953.0,27978.0,"A tool for secrets management, encryption as a service, and privileged access management.",1353.0,38,True,583.0,98.0,900.0,4658.0,2023-06-20 22:56:17,6286.0,,2.0,1.14.0,,6286.0,,,,,,,,,,,,,,,,,,,
15,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-06-13 03:01:15.000000,2023-06-13 03:01:14,1646.0,455.0,68.0,481.0,2607.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",192.0,38,True,1.0,48.0,75.0,289.0,2023-01-10 13:13:43,396353.0,79424776.0,1.0,3.2.2,,396353.0,,,,,,,,,-1.0,,oauthlib,https://pypi.org/project/oauthlib,79424776.0,,,,,,
16,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-06-15 06:35:28.000000,2023-03-10 17:27:55,617.0,1170.0,316.0,152.0,21598.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,327.0,420.0,,870920.0,8625816.0,2.0,,,870920.0,,,,,,passport,https://www.npmjs.com/package/passport,8625816.0,,,,,,,,,,,
17,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-07-06 16:03:02.000000,2023-07-06 08:42:22,3652.0,1295.0,227.0,1681.0,14249.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",287.0,36,True,73.0,100.0,61.0,1378.0,2023-05-24 08:55:23,2.0,4133526.0,2.0,2.1.2,584974.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-06-22 12:03:24.362033,404189916.0,,,,,,74.0,,,,https://k8s.ory.sh/helm/charts,,,,,
18,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-07-06 15:38:25.000000,2023-07-06 15:38:23,3838.0,758.0,110.0,1616.0,8923.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, MFA, FIDO2, TOTP, WebAuthn,..",203.0,36,True,100.0,42.0,212.0,909.0,2023-04-18 17:07:18,322.0,1805263.0,1.0,0.13.0,30715.0,322.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-04-18 17:07:17.440071,111881000.0,,,,,,16.0,,,,https://k8s.ory.sh/helm/charts,,,,,
19,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-07-06 17:40:44.000000,2023-07-06 16:30:29,8262.0,1093.0,127.0,923.0,6231.0,A PyTorch-based Speech Toolkit.,208.0,36,True,192.0,8.0,117.0,798.0,2023-03-24 17:40:58,812.0,110586.0,1.0,0.5.14,,812.0,,,,,,,,,1.0,,speechbrain,https://pypi.org/project/speechbrain,110586.0,,,,,,
20,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-05-23 09:52:12.000000,2022-06-10 09:12:18,238.0,12686.0,1572.0,217.0,48745.0,The worlds simplest facial recognition api for Python and the command line.,54.0,35,False,,2.0,702.0,582.0,2018-04-02 17:18:43,1347.0,62264.0,1.0,1.2.2,1105.0,1347.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6574.0,,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,62164.0,,,,,,
21,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-07-03 00:55:14.000000,2023-07-01 04:44:18,1478.0,244.0,40.0,318.0,4966.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,35,True,37.0,100.0,8.0,413.0,2023-05-05 18:06:03,47600.0,1748245.0,2.0,@casl/mongoose@7.1.3,,47600.0,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1748245.0,,,,,,,,,,,
22,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51,2023-07-05 03:52:07.000000,2023-06-10 16:42:09,2251.0,4430.0,479.0,143.0,16548.0,State-of-the-art 2D and 3D Face Analysis Project.,54.0,34,True,46.0,1.0,895.0,1317.0,2023-04-02 07:43:27,479.0,46073.0,2.0,0.7,138216.0,479.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,137.0,,,,,,,,,,,,,,,
23,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-07-05 17:46:09.000000,2023-06-17 14:31:53,1060.0,1495.0,233.0,460.0,15211.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",132.0,34,True,9.0,100.0,20.0,708.0,2023-06-17 14:33:13,2462.0,216561.0,2.0,2.71.1,,2462.0,,,,,,casbin,https://www.npmjs.com/package/casbin,152128.0,-1.0,,casbin,https://pypi.org/project/casbin,64433.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
24,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-07-01 03:46:49.000000,2023-06-28 08:26:08,4713.0,1530.0,182.0,1665.0,7939.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",124.0,34,True,109.0,15.0,241.0,1289.0,2023-04-14 09:36:52,62.0,115075.0,3.0,r1.4.1,,62.0,,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,115075.0,,,,,,
25,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-01-05 16:14:12.000000,2020-04-22 16:40:10,488.0,3437.0,335.0,106.0,15220.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,33,False,,38.0,412.0,387.0,2020-03-22 14:01:55,6770.0,124787.0,2.0,0.22.2,,6770.0,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,124787.0,,,,,,,,,,,
26,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-07-06 18:02:23.000000,2023-06-30 18:54:46,2951.0,273.0,35.0,3415.0,3602.0,Pomerium is an identity and context-aware access proxy.,89.0,33,True,149.0,100.0,78.0,801.0,2023-05-26 21:06:13,12.0,8741806.0,2.0,0.21.4,44708.0,12.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-06-30 20:45:26.396245,472003916.0,,,,,,10.0,,,,,,,,,
27,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-07-06 18:12:06.000000,2023-07-06 17:02:37,6007.0,367.0,58.0,3937.0,3351.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",196.0,32,True,846.0,100.0,187.0,981.0,2023-06-27 03:16:37,179.0,12063.0,2.0,ockam_v0.90.0,241275.0,179.0,,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
28,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-07-06 15:46:32.000000,2023-07-06 15:46:32,23352.0,3781.0,606.0,4362.0,10352.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,338.0,31,True,405.0,100.0,,,2023-06-30 08:34:42,,5747.0,2.0,6.6.9,,,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-07-06 01:47:36.852402,816183.0,,,,,,125.0,,,,,,,,,
29,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-07-06 14:36:35.000000,2023-07-03 18:13:05,2956.0,186.0,33.0,1063.0,3640.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",28.0,31,True,350.0,40.0,99.0,257.0,2023-06-21 19:49:33,24.0,23031.0,2.0,1.22.2,17427.0,24.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-07-04 17:06:06.666288,511513.0,,,,,,4.0,,,,,,,,,
30,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,MPL-2.0,2020-01-08 18:24:07,2023-07-06 18:00:49.000000,2023-07-06 18:00:19,3235.0,227.0,74.0,3088.0,3637.0,Boundary enables identity-based access management for dynamic infrastructure.,132.0,31,True,374.0,44.0,69.0,230.0,2023-06-12 23:09:58,8.0,183414.0,2.0,0.13.0,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-06-12 23:15:35.268469,7703408.0,,,,,,10.0,,,,,,,,,
31,node-oidc-provider,panva/node-oidc-provider,,,authentication,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-07-04 21:30:04.000000,2023-06-29 07:38:05,2397.0,712.0,71.0,220.0,2729.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,64.0,31,True,27.0,100.0,,,2023-05-30 16:30:27,1023.0,127756.0,2.0,8.2.2,,1023.0,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,127756.0,,,,,,,,,,,
32,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-07-06 16:35:15.000000,2023-07-05 17:34:09,6063.0,378.0,83.0,3074.0,1444.0,The SPIFFE Runtime Environment.,158.0,31,True,169.0,81.0,172.0,1073.0,2023-06-14 21:09:11,114.0,1992.0,2.0,1.7.0,137464.0,114.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
33,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-07-06 18:11:34.000000,2023-07-06 18:10:01,2527.0,1424.0,177.0,1792.0,8243.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,218.0,30,True,145.0,80.0,286.0,775.0,2023-06-30 14:12:39,16.0,3.0,3.0,2.37.0,291.0,16.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
34,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-06-29 08:10:18.000000,2023-06-29 08:10:17,1052.0,1375.0,105.0,78.0,6767.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",41.0,30,True,56.0,,8.0,707.0,,1611.0,51560.0,2.0,,,1611.0,,,,,,,,,,,deepface,https://pypi.org/project/deepface,51560.0,,,,,,
35,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-07-06 12:34:45.000000,2023-07-06 12:33:30,1758.0,12305.0,1518.0,507.0,46201.0,Deepfakes Software For All.,97.0,29,True,36.0,4.0,20.0,789.0,2023-06-18 18:08:19,,462.0,3.0,2.2.0,24534.0,,,,,,,,,,,,,,,,,,,,
36,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-06-22 07:30:13.000000,2023-06-22 07:30:12,2361.0,999.0,107.0,812.0,5165.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,309.0,29,True,9.0,62.0,20.0,825.0,2023-03-29 07:20:04,7910.0,,3.0,5.6.6,,7910.0,,,,,,,,,,,,,,,,,,doorkeeper,
37,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-07-06 16:01:16.000000,2023-07-05 09:31:47,1326.0,309.0,48.0,705.0,2997.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,29,True,30.0,100.0,48.0,268.0,2023-04-26 17:01:50,2.0,1221473.0,3.0,0.40.3,25402.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-04-26 17:01:50.032478,85477417.0,,,,,,27.0,,,,,,,,,
38,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-07-03 03:33:06.000000,2023-06-26 23:04:02,579.0,63.0,39.0,202.0,297.0,Create and verify DID verifiable JWTs in Javascript.,40.0,29,True,14.0,99.0,8.0,75.0,2023-06-26 23:04:51,3534.0,107523.0,1.0,7.2.4,,3534.0,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,107523.0,,,,,,,,,,,
39,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-07-06 18:02:25.000000,2023-07-06 18:02:24,4469.0,918.0,156.0,4275.0,16801.0,The Single Sign-On Multi-Factor portal for web apps.,126.0,28,True,368.0,100.0,66.0,1042.0,2022-12-21 09:01:04,2.0,573.0,2.0,4.37.5,24103.0,2.0,,,,,,,,,,,,,,,,,,,
40,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44.000000,2023-06-14 17:20:41,735.0,3470.0,762.0,73.0,14799.0,Face recognition with deep neural networks.,30.0,28,True,1.0,4.0,9.0,370.0,2016-02-25 17:42:46,66.0,1701.0,3.0,0.2.1,,66.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,159901.0,,,,,,70.0,,,,,,,,,
41,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-07-06 16:50:19.000000,2023-07-06 16:13:05,1748.0,767.0,53.0,1108.0,6607.0,An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform powered by Casbin and AI gateway..,133.0,28,True,256.0,100.0,97.0,770.0,2023-07-06 12:48:47,1.0,1825.0,2.0,1.359.0,,1.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-07-06 16:24:23.424921,60248.0,,,,,,9.0,,,,,,,,,
42,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-07-06 14:36:45.000000,2023-07-06 14:08:01,4402.0,218.0,34.0,3835.0,5984.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",37.0,28,True,412.0,44.0,49.0,211.0,2023-06-28 14:19:23,7.0,627.0,2.0,1.6.0,2115.0,7.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-07-03 04:37:06.744738,12166.0,,,,,,1.0,,,,,,,,,
43,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-07-06 18:10:58.000000,2023-07-06 18:09:44,6231.0,526.0,138.0,4142.0,4679.0,"An ACME-based certificate authority, written in Go.",125.0,28,True,102.0,73.0,191.0,2630.0,2023-06-26 22:38:29,,22093.0,2.0,release-2023-06-26,54051.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-06-21 19:03:21.734946,1927679.0,,,,,,12.0,,,,,,,,,
44,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-07-06 18:15:55.000000,2023-07-06 17:31:08,2273.0,201.0,25.0,4287.0,3926.0,ZITADEL - The best of Auth0 and Keycloak combined. Built for the serverless era.,56.0,28,True,199.0,100.0,377.0,1157.0,2023-06-27 20:09:04,1.0,388.0,2.0,2.30.0,1944.0,1.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
45,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-05-05 21:07:42.000000,2023-05-04 20:09:28,1191.0,150.0,31.0,1503.0,3121.0,Oso is a batteries-included framework for building authorization in your application.,62.0,28,True,4.0,100.0,101.0,99.0,2023-04-03 23:25:23,71.0,41600.0,3.0,0.27.0,2468.0,71.0,,,,,,,,,,,oso,https://pypi.org/project/oso,41515.0,,,,,,
46,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-07-06 18:09:19.000000,2023-07-06 17:29:23,4844.0,237.0,40.0,643.0,1077.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,291.0,28,True,161.0,44.0,62.0,215.0,2023-07-06 18:10:47,1146.0,,3.0,6.3.3,,1146.0,,,,,,,,,-1.0,,,,,,,,,,
47,did-resolver,decentralized-identity/did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-07-05 16:07:43.000000,2023-03-08 14:05:28,373.0,42.0,24.0,123.0,184.0,Universal did-resolver for javascript environments.,24.0,28,True,,24.0,3.0,18.0,2023-03-08 14:05:37,4263.0,140412.0,1.0,4.1.0,,4263.0,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,140412.0,,,,,,,,,,,
