,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
13,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-08-24 15:55:32.000000,2023-08-24 15:55:32,1651.0,456.0,69.0,484.0,2631.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",193.0,39,True,5.0,48.0,76.0,289.0,2023-01-10 13:13:43,420102.0,81259723.0,1.0,3.2.2,,420102.0,,,,,,1.0,,,,,oauthlib,https://pypi.org/project/oauthlib,81259723.0,,,,,,
14,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-08-24 15:24:39.000000,2023-08-18 22:46:26,9127.0,1107.0,126.0,966.0,6458.0,A PyTorch-based Speech Toolkit.,219.0,38,True,690.0,9.0,125.0,813.0,2023-07-22 18:07:47,899.0,197998.0,1.0,0.5.15,,899.0,,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,197998.0,,,,,,
15,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-06-15 06:35:28.000000,2023-03-10 17:27:55,617.0,1177.0,315.0,152.0,21724.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,331.0,420.0,,898956.0,8775779.0,2.0,,,898956.0,,,,,,,passport,https://www.npmjs.com/package/passport,8775779.0,,,,,,,,,,
16,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-08-24 18:06:03.000000,2023-08-24 13:15:16,22683.0,5470.0,363.0,12409.0,17168.0,Open Source Identity and Access Management For Modern Applications and Services.,1226.0,37,True,643.0,39.0,1753.0,5343.0,2023-07-18 09:57:40,2.0,62175.0,1.0,22.0.1,1989609.0,2.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,
17,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2023-08-24 18:12:39.000000,2023-08-24 16:24:43,17963.0,3758.0,816.0,16796.0,28274.0,"A tool for secrets management, encryption as a service, and privileged access management.",1401.0,36,False,570.0,100.0,884.0,4742.0,2023-07-25 18:08:48,6542.0,,2.0,1.14.1,,6542.0,,,,,,,,,,,,,,,,,,,
18,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-08-24 12:22:04.000000,2023-08-23 15:41:25,3700.0,1301.0,230.0,1704.0,14415.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",289.0,36,True,90.0,100.0,70.0,1381.0,2023-05-24 08:55:23,2.0,4112377.0,2.0,2.1.2,612086.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-08-16 21:09:15.061728,406193183.0,,,,,,75.0,,,,https://k8s.ory.sh/helm/charts,,,,,
19,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-08-24 13:18:17.000000,2023-08-24 09:11:00,3901.0,772.0,108.0,1655.0,9237.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",207.0,36,True,126.0,43.0,182.0,957.0,2023-07-12 20:24:48,322.0,1779923.0,1.0,1.0.0,32441.0,322.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,112087686.0,,,,,,17.0,,,,https://k8s.ory.sh/helm/charts,,,,,
20,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-08-20 02:24:40.000000,2023-08-20 02:19:00,1071.0,1519.0,233.0,470.0,15594.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",134.0,35,True,16.0,100.0,21.0,722.0,2023-08-20 02:20:21,2522.0,215536.0,2.0,2.75.1,,2522.0,,,,,,,casbin,https://www.npmjs.com/package/casbin,135507.0,,casbin,https://pypi.org/project/casbin,80029.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
21,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-08-24 11:45:27.000000,2023-08-14 02:11:45,4727.0,1580.0,184.0,1673.0,8405.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",126.0,35,True,58.0,15.0,319.0,1310.0,2023-04-14 09:36:52,68.0,174759.0,3.0,r1.4.1,,68.0,,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,174759.0,,,,,,
22,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-01-05 16:14:12.000000,2020-04-22 16:40:10,488.0,3469.0,333.0,106.0,15356.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,33,False,,38.0,420.0,387.0,2020-03-22 14:01:55,7106.0,129771.0,1.0,0.22.2,,7106.0,,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,129771.0,,,,,,,,,,
23,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-08-24 17:23:46.000000,2023-08-22 05:39:53,23520.0,3784.0,609.0,4404.0,10415.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,338.0,33,True,373.0,100.0,,,2023-08-24 17:24:13,10.0,5784.0,2.0,6.6.10,,10.0,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-08-24 11:55:11.424707,827167.0,,,,,,128.0,,,,,,,,,
24,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-08-24 15:20:52.000000,2023-08-23 17:43:01,3032.0,272.0,34.0,3518.0,3639.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,152.0,100.0,84.0,832.0,2023-08-21 15:13:41,12.0,13265005.0,2.0,0.22.3,46446.0,12.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-08-23 19:04:45.751265,729519813.0,,,,,,10.0,,,,,,,,,
25,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-08-22 08:27:14.000000,2023-08-22 08:27:14,2276.0,4577.0,486.0,147.0,17518.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,32,False,30.0,1.0,933.0,1326.0,2023-04-02 07:43:27,701.0,86634.0,2.0,0.7,346532.0,701.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,138.0,,,,,,,,,,,,,,,
26,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-08-22 04:43:16.000000,2023-08-22 04:41:15,1492.0,247.0,40.0,329.0,5084.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,32,True,18.0,100.0,9.0,419.0,2023-07-28 06:28:52,252.0,1904288.0,2.0,@casl/mongoose@7.2.1,,252.0,,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1904288.0,,,,,,,,,,
27,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-08-24 16:56:20.000000,2023-08-24 16:36:02,6517.0,389.0,57.0,4286.0,3533.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",209.0,32,True,809.0,100.0,248.0,1053.0,2023-06-27 03:16:37,181.0,13907.0,2.0,ockam_v0.90.0,292056.0,181.0,,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
28,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-08-24 18:13:28.000000,2023-08-24 13:49:01,6141.0,393.0,83.0,3182.0,1482.0,The SPIFFE Runtime Environment.,165.0,32,True,159.0,84.0,149.0,1120.0,2023-08-16 22:31:30,117.0,2097.0,2.0,1.7.2,146820.0,117.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
29,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-08-22 14:22:26.000000,2022-06-10 09:12:18,238.0,12750.0,1569.0,220.0,49137.0,The worlds simplest facial recognition api for Python and the command line.,54.0,31,False,,2.0,707.0,583.0,2018-04-02 17:18:43,10.0,48025.0,2.0,1.2.2,1119.0,10.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6734.0,,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,47924.0,,,,,,
30,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-08-23 22:42:32.000000,2023-08-22 16:07:36,1770.0,12396.0,1525.0,510.0,46777.0,Deepfakes Software For All.,97.0,31,True,47.0,4.0,18.0,803.0,2023-06-18 18:08:19,,1489.0,2.0,2.2.0,80411.0,,,,,,,,,,,,,,,,,,,,
31,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-08-24 17:36:41.000000,2023-08-24 14:28:55,3082.0,195.0,35.0,1116.0,3789.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",33.0,31,True,246.0,51.0,97.0,278.0,2023-08-11 13:19:01,30.0,32663.0,2.0,1.24.0,20225.0,30.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-08-24 12:01:59.966388,762833.0,,,,,,4.0,,,,,,,,,
32,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-08-24 10:30:28.000000,2023-08-24 10:21:20,2551.0,1452.0,176.0,1829.0,8359.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,219.0,30,True,78.0,80.0,275.0,792.0,2023-06-30 14:12:39,16.0,3.0,2.0,2.37.0,305.0,16.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
33,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-08-07 09:03:21.000000,2023-08-07 09:03:21,1077.0,1429.0,106.0,82.0,7193.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",43.0,30,True,55.0,,9.0,741.0,,1775.0,27031.0,3.0,,,1775.0,,,,,,,,,,,deepface,https://pypi.org/project/deepface,27031.0,,,,,,
34,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2023-08-24 17:09:43.000000,2023-08-23 17:54:27,3324.0,247.0,203.0,3320.0,3677.0,Boundary enables identity-based access management for dynamic infrastructure.,134.0,30,False,391.0,45.0,73.0,231.0,2023-07-18 12:06:27,8.0,203779.0,3.0,0.13.1,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-07-18 12:12:01.655444,8762520.0,,,,,,11.0,,,,,,,,,
35,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-08-24 15:34:16.000000,2023-08-24 15:20:50,1891.0,804.0,55.0,1205.0,6926.0,"An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0,..",139.0,29,True,254.0,100.0,93.0,867.0,2023-08-24 15:34:17,3.0,2080.0,2.0,1.399.0,,3.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-08-24 10:28:04.306039,70750.0,,,,,,9.0,,,,,,,,,
36,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-07-20 14:16:51.000000,2023-06-22 07:30:12,2361.0,1002.0,107.0,812.0,5181.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,309.0,29,True,4.0,62.0,23.0,825.0,2023-03-29 07:20:04,8047.0,,3.0,5.6.6,,8047.0,,,,,,,,,,,,,,,,,,doorkeeper,
37,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-08-24 16:50:32.000000,2023-08-24 16:50:27,12262.0,353.0,22.0,5017.0,4420.0,The authentication glue you need.,179.0,29,True,624.0,100.0,364.0,1098.0,2023-07-10 11:46:48,12.0,79.0,2.0,ersion/2023.6.1,2057.0,12.0,,,,,,4.0,,,,,,,,https://charts.goauthentik.io,,,,,
38,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-08-24 11:01:11.000000,2023-08-07 14:38:50,1350.0,312.0,49.0,712.0,3046.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,29,True,38.0,100.0,46.0,273.0,2023-07-18 10:23:06,2.0,1227475.0,3.0,0.40.6,28649.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,87121293.0,,,,,,30.0,,,,,,,,,
39,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-08-24 10:14:04.000000,2023-08-17 15:11:32,4952.0,246.0,38.0,673.0,1127.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,291.0,29,True,180.0,44.0,53.0,230.0,2023-07-06 18:10:47,1240.0,,3.0,6.3.3,,1240.0,,,,,,-1.0,,,,,,,,,,,,,
40,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-08-24 15:28:43.000000,2023-08-23 22:48:34,584.0,62.0,40.0,202.0,299.0,Create and verify DID verifiable JWTs in Javascript.,40.0,29,True,13.0,100.0,8.0,76.0,2023-08-23 22:49:23,3812.0,143788.0,1.0,7.2.6,,3812.0,,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,143788.0,,,,,,,,,,
41,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-08-20 01:50:41.000000,2023-04-27 06:45:45,1313.0,8673.0,1083.0,128.0,42120.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,28,True,,2.0,531.0,792.0,2020-04-09 05:48:48,10.0,3858.0,3.0,DF.wf.288res.384.92.72.22,158201.0,10.0,,,,,,,,,,,,,,,,,,,
42,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-08-24 17:22:13.000000,2023-08-24 17:22:12,4672.0,932.0,156.0,4480.0,17178.0,The Single Sign-On Multi-Factor portal for web apps.,131.0,28,True,321.0,100.0,66.0,1063.0,2022-12-21 09:01:04,2.0,589.0,2.0,4.37.5,25368.0,2.0,,,,,,,,,,,,,,,,,,,
43,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44.000000,2023-06-14 17:20:41,735.0,3476.0,760.0,73.0,14832.0,Face recognition with deep neural networks.,30.0,28,True,1.0,4.0,9.0,370.0,2016-02-25 17:42:46,67.0,1688.0,3.0,0.2.1,,67.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,160435.0,,,,,,70.0,,,,,,,,,
44,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-08-24 13:59:27.000000,2023-08-24 13:54:51,4643.0,229.0,34.0,4079.0,6210.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",39.0,28,True,456.0,45.0,54.0,218.0,2023-07-31 12:48:16,7.0,718.0,2.0,1.7.0,2382.0,7.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-07-31 12:46:08.698387,14834.0,,,,,,1.0,,,,,,,,,
45,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-08-24 16:39:00.000000,2023-08-23 18:01:19,6278.0,530.0,138.0,4191.0,4715.0,"An ACME-based certificate authority, written in Go.",126.0,28,True,77.0,80.0,191.0,2650.0,2023-08-22 16:32:29,,21943.0,2.0,release-2023-08-22,56369.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-08-02 16:29:24.061124,1937321.0,,,,,,12.0,,,,,,,,,
46,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-08-24 14:06:35.000000,2023-08-24 10:31:12,2408.0,230.0,27.0,4469.0,4415.0,ZITADEL - The best of Auth0 and Keycloak combined. Built for the serverless era.,66.0,28,True,201.0,100.0,368.0,1225.0,2023-08-24 14:06:35,1.0,388.0,2.0,2.32.1,1941.0,1.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
47,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-08-24 11:12:43.000000,2023-08-17 09:58:35,1455.0,290.0,58.0,1036.0,4179.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",68.0,28,True,60.0,50.0,42.0,255.0,,2.0,781315.0,3.0,,16697.0,2.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50766526.0,,,,,,6.0,,,,,,,,,
