,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,trending,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
49,jansen,janssenproject/jans,,,idp,['linux-foundation'],https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-06-01 17:07:10.000000,2023-06-01 15:23:50,32366.0,47.0,25.0,2867.0,238.0,"Welcome to the Janssen Project, an open standards-based digital Identity platform introducing Agama, a programming..",107.0,27,True,613.0,100.0,316.0,1916.0,2023-05-10 09:56:13,,223.0,3.0,1.0.13,670.0,,,,,,,,,,,,,,,,,,,,
50,did-resolver,decentralized-identity/did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-05-29 02:08:04.000000,2023-03-08 14:05:28,373.0,42.0,24.0,123.0,178.0,Universal did-resolver for javascript environments.,24.0,27,True,2.0,24.0,3.0,18.0,2023-03-08 14:05:37,4083.0,129884.0,1.0,4.1.0,,4083.0,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,129884.0,,,,,,,,,,,
51,whisper,openai/whisper,,,voice,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-05-29 22:11:24.000000,2023-05-05 07:31:35,115.0,4085.0,351.0,152.0,37971.0,Robust Speech Recognition via Large-Scale Weak Supervision.,54.0,26,True,34.0,6.0,,,2023-03-15 07:40:02,,161424.0,3.0,20230314,,,,,,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,161424.0,,,,,,
52,kanidm,kanidm/kanidm,,,idp,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-05-31 22:54:35.000000,2023-05-31 07:52:33,1246.0,88.0,16.0,1197.0,1483.0,"Kanidm: A simple, secure and fast identity management platform.",42.0,26,True,196.0,14.0,109.0,360.0,2023-05-01 01:14:41,42.0,111.0,3.0,1.1.0-alpha.12,18.0,42.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-05-30 05:06:02.381469,5793.0,,,,,,,,,,,,,,,
53,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-06-01 17:55:45.000000,2023-06-01 16:57:27,1256.0,67.0,20.0,1335.0,1421.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",18.0,26,True,80.0,49.0,41.0,219.0,2023-04-17 07:47:59,11.0,1309.0,3.0,0.26.0,35357.0,11.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
54,conjur,cyberark/conjur,,,machine,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-06-01 15:28:01.000000,2023-05-26 14:16:23,3302.0,117.0,46.0,1710.0,673.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,88.0,26,True,62.0,69.0,206.0,901.0,2023-01-26 20:38:30,,81584.0,3.0,1.19.3,317.0,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-05-26 17:41:04.395631,6852790.0,,,,,30.0,,,,,,,,,,
55,aries-framework-go,hyperledger/aries-framework-go,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-go,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-05-31 11:52:21.000000,2023-05-31 11:52:20,3171.0,152.0,20.0,2011.0,225.0,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,58.0,26,True,37.0,14.0,387.0,1193.0,2023-05-09 10:57:15,293.0,,2.0,0.3.2,,293.0,,,,,,,,,,,,,,,,,,,
56,did-jwt-vc,decentralized-identity/did-jwt-vc,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-05-29 01:23:34.000000,2023-05-18 13:48:39,309.0,37.0,24.0,86.0,148.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,22.0,26,True,12.0,39.0,5.0,44.0,2023-05-18 13:49:01,615.0,25131.0,2.0,3.2.1,,615.0,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,25131.0,,,,,,,,,,,
57,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-05-23 13:50:45.000000,2023-04-27 06:45:45,1313.0,8214.0,1073.0,124.0,40032.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,25,True,1.0,2.0,527.0,757.0,2020-04-09 05:48:48,,3801.0,3.0,DF.wf.288res.384.92.72.22,148247.0,,,,,,,,,,,,,,,,,,,,
58,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-06-01 18:03:09.000000,2023-06-01 17:34:56,11671.0,314.0,20.0,4412.0,3979.0,The authentication glue you need.,163.0,25,True,677.0,100.0,333.0,964.0,2023-05-28 10:48:13,,43.0,3.0,ersion/2023.5.2,1087.0,,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,
59,opal,permitio/opal,,,authorization,,https://github.com/permitio/opal,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2023-05-31 12:39:51.000000,2023-05-31 12:39:51,1613.0,104.0,19.0,309.0,1585.0,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",41.0,25,True,210.0,29.0,29.0,74.0,2023-05-10 19:13:49,,1323.0,3.0,0.7.0,412.0,,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2023-05-23 15:29:19.963711,36626.0,,,,,,,,,,,,,,,
60,deepfacelive,iperov/DeepFaceLive,,,face,,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-05-30 08:51:55.000000,2023-05-30 08:51:55,324.0,1790.0,214.0,25.0,13813.0,Real-time face swap for PC streaming or video calls.,11.0,24,True,4.0,35.0,1.0,127.0,2023-01-21 09:26:53,,15900.0,3.0,TINA_SHIFT,381609.0,,,,,,,,,,,1.0,,,,,,,,,
61,lemur,netflix/lemur,,,pki,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-05-31 17:10:21.000000,2023-05-31 17:10:19,5471.0,302.0,395.0,3875.0,1638.0,Repository for the Lemur Certificate Manager.,147.0,24,True,119.0,25.0,120.0,392.0,2023-04-04 20:35:03,,0.0,3.0,1.4.0,49.0,,,,,,,,,,,,,,,,,,,,
62,aries-python,hyperledger/aries-cloudagent-python,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-cloudagent-python,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2023-06-01 17:49:20.000000,2023-06-01 15:36:03,7417.0,403.0,32.0,1337.0,348.0,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,115.0,24,True,207.0,51.0,179.0,735.0,2023-04-06 14:41:18,,,2.0,0.8.1,,,,,,,,,,,,1.0,,,,,,,,,
63,iota-identity,iotaledger/identity.rs,,,decentralized,,https://github.com/iotaledger/identity.rs,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2023-06-01 13:33:58.000000,2023-06-01 13:33:54,1346.0,61.0,24.0,898.0,255.0,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,32.0,24,True,24.0,18.0,56.0,198.0,2023-03-08 16:34:58,85.0,,2.0,0.6.2,,85.0,,,,,,,,,,,,,,,,,,,
64,aries-vcx,hyperledger/aries-vcx,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-vcx,https://github.com/hyperledger/aries-vcx,Apache-2.0,2020-07-21 07:26:03,2023-06-01 15:51:03.000000,2023-05-29 12:41:34,9569.0,40.0,11.0,727.0,53.0,"AriesVCX is a Rust library for building web and mobile applications issuing, holding, presenting and verifying..",138.0,24,False,56.0,61.0,32.0,103.0,2023-05-23 13:25:58,10.0,288.0,2.0,0.56.0,9818.0,10.0,,,,,,,,,,,,,,,,,,,
65,supertokens,supertokens/supertokens-core,,,idp,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2023-06-01 10:42:29.000000,2023-05-16 13:00:35,731.0,329.0,64.0,265.0,9458.0,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,24.0,23,True,62.0,24.0,92.0,316.0,2023-05-09 12:39:51,,,3.0,5.0.0,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,,
66,permify,permify/permify,,,authorization,,https://github.com/Permify/permify,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2023-06-01 16:57:19.000000,2023-06-01 14:53:00,1445.0,49.0,12.0,405.0,1476.0,Permify is an open-source authorization service inspired by Google Zanzibar.,21.0,23,True,428.0,29.0,21.0,77.0,2023-06-01 17:27:07,,54.0,3.0,0.4.4,546.0,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,,
67,freeipa,freeipa/freeipa,,,idp,,https://github.com/freeipa/freeipa,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2023-06-01 16:12:13.000000,2023-06-01 09:10:21,15611.0,299.0,51.0,6866.0,943.0,"Mirror of FreeIPA, an integrated security information management solution.",216.0,23,True,98.0,,,,,,40791.0,3.0,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2023-05-31 13:48:51.624037,5425312.0,,,,,149.0,,,,,,,,,,
68,athenz,athenz/athenz,,,pki,['linux-foundation'],https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2023-05-31 14:32:17.000000,2023-05-30 23:35:32,2677.0,237.0,52.0,1972.0,777.0,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,71.0,23,True,103.0,100.0,28.0,182.0,2023-05-30 23:31:19,,,3.0,1.11.31,,,,,,,,,,,,,,,,,,,,,
69,universal-resolver,decentralized-identity/universal-resolver,,,decentralized,,https://github.com/decentralized-identity/universal-resolver,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2023-06-01 01:35:00.000000,2023-05-31 12:36:14,1612.0,205.0,58.0,269.0,460.0,Universal Resolver implementation and drivers.,94.0,23,True,21.0,6.0,23.0,78.0,2022-01-07 16:42:38,,1538.0,2.0,0.5.0,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2023-05-31 12:38:24.659410,107671.0,,,,,,,,,,,,,,,
70,howdy,boltgolt/howdy,,,authentication,,https://github.com/boltgolt/howdy,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-04-04 15:04:10.000000,2023-03-08 16:41:32,506.0,254.0,52.0,127.0,4699.0,Windows Hello style facial authentication for Linux.,54.0,21,True,2.0,11.0,166.0,499.0,2020-09-02 15:57:23,,193.0,3.0,2.6.1,12377.0,,,,,,,,,,,-1.0,,,,,,,,,howdy
71,gotrue,netlify/gotrue,,,idp,,https://github.com/netlify/gotrue,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-05-27 21:02:59.000000,2023-05-05 17:28:31,638.0,254.0,64.0,218.0,3429.0,An SWT based API for managing users and issuing SWT tokens.,38.0,21,True,3.0,2.0,13.0,112.0,2022-02-09 12:50:28,10.0,,3.0,1.0.1,,10.0,,,,,,,,,,,,,,,,,,,
72,openbr,biometrics/openbr,,,face,,https://github.com/biometrics/openbr,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2022-12-15 18:51:36.000000,2022-12-15 18:47:15,4019.0,748.0,253.0,321.0,2793.0,"Open Source Biometrics, Face Recognition.",55.0,21,False,,4.0,62.0,209.0,2015-09-29 22:50:55,,949.0,3.0,1.1.0,109148.0,,,,,,,,,,,,,,,,,,,,
73,appauth-ios,openid/appauth-ios,,,authentication,['openid'],https://github.com/openid/AppAuth-iOS,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-05-01 17:52:41.000000,2023-04-28 17:27:10,390.0,626.0,90.0,302.0,1542.0,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,46.0,21,True,5.0,25.0,158.0,299.0,2023-05-01 17:52:41,,,3.0,1.6.2,,,,,,,,,,,,,,,,,,,,,
74,aries-framework-javascript,hyperledger/aries-framework-javascript,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-javascript,https://github.com/hyperledger/aries-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-06-01 12:10:47.000000,2023-05-30 14:57:48,769.0,128.0,25.0,902.0,186.0,Aries Framework JavaScript (Built using TypeScript).,52.0,21,True,69.0,74.0,157.0,392.0,2023-01-18 18:22:49,2.0,,2.0,0.3.3,,2.0,,,,,,,,,,,,,,,,,,,
75,web-did-resolver,decentralized-identity/web-did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2023-05-29 01:06:27.000000,2023-05-14 15:40:34,245.0,14.0,14.0,112.0,69.0,DID resolver for HTTPS domains.,12.0,21,False,9.0,35.0,1.0,10.0,2023-05-14 15:40:43,605.0,18529.0,2.0,2.0.24,,605.0,,,,,,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,18529.0,,,,,,,,,,,
76,facenet,davidsandberg/facenet,,,face,,https://github.com/davidsandberg/facenet,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-03-25 00:05:44.000000,2018-04-16 17:32:11,566.0,4658.0,567.0,121.0,13064.0,Face recognition using Tensorflow.,36.0,20,False,,,495.0,617.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
77,sidetree,decentralized-identity/sidetree,,,standards,['dif'],https://github.com/decentralized-identity/sidetree,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-04-24 18:28:00.000000,2023-04-04 19:14:54,1149.0,100.0,43.0,677.0,421.0,Sidetree Specification and Reference Implementation.,47.0,20,True,1.0,12.0,38.0,440.0,2021-03-09 22:06:35,28.0,,1.0,1.0.2,,28.0,,,,,,,,,,,,,,,,,,,
78,veramo,uport-project/veramo,,,decentralized,,https://github.com/uport-project/veramo,https://github.com/uport-project/veramo,Apache-2.0,2019-11-12 14:18:17,2023-06-01 12:29:27.000000,2023-05-19 12:00:12,1714.0,98.0,20.0,645.0,315.0,A JavaScript Framework for Verifiable Data.,48.0,20,True,32.0,35.0,57.0,332.0,2023-05-02 15:41:47,2.0,,2.0,5.2.0,,2.0,,,,,,,,,,,,,,,,,,,
79,appauth-android,openid/appauth-android,,,authentication,['openid'],https://github.com/openid/AppAuth-Android,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-05-21 18:52:07.000000,2023-05-21 18:52:03,338.0,766.0,235.0,224.0,2470.0,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,46.0,19,True,6.0,,159.0,503.0,,,,3.0,,,,,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,
80,ja3,salesforce/ja3,,,pki,,https://github.com/salesforce/ja3,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-05-25 18:52:34.000000,2023-05-25 18:52:34,148.0,257.0,94.0,41.0,2106.0,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,25.0,19,True,5.0,,28.0,22.0,,,1710.0,3.0,,,,,,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1710.0,,,,,,
81,webauthn,w3c/webauthn,,,standards,['w3c'],https://github.com/w3c/webauthn,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2023-05-25 13:21:14.000000,2023-05-17 19:17:43,2039.0,137.0,167.0,788.0,971.0,Web Authentication: An API for accessing Public Key Credentials.,67.0,19,True,22.0,7.0,74.0,988.0,2018-03-20 13:11:25,,,2.0,CR-00-20180320,,,,,,,,,,,,,,,,,,,,,
82,aries-rfcs,hyperledger/aries-rfcs,,,standards,['hyperledger'],https://github.com/hyperledger/aries-rfcs,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2023-04-16 09:58:48.000000,2023-03-31 16:40:35,2105.0,205.0,58.0,564.0,300.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",84.0,19,True,14.0,,49.0,169.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
83,dwn-sdk-js,TBD54566975/dwn-sdk-js,,,decentralized,['web5'],https://github.com/TBD54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2023-06-01 15:12:49.000000,2023-06-01 01:13:27,260.0,68.0,16.0,222.0,288.0,Decentralized Web Node (DWN) Reference implementation.,27.0,19,True,85.0,13.0,30.0,134.0,,35.0,,3.0,,,35.0,,,,,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,,,,,,,
