,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,trending,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
0,aries,hyperledger/aries,aries,True,decentralized,['hyperledger'],https://github.com/hyperledger/aries,https://github.com/hyperledger/aries,Apache-2.0,2019-05-08 16:49:48,2023-06-01 17:49:20.000000,2023-06-01 15:36:03,22541.0,933.0,193.0,5773.0,1239.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",439.0,34,True,493.0,200.0,839.0,2595.0,2023-05-23 13:25:58,344.0,576.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,trinsic-id,trinsic-id/sdk,trinsic-id,True,decentralized,,https://github.com/trinsic-id/sdk,https://github.com/trinsic-id/sdk,Apache-2.0,2020-10-19 15:17:13,2023-06-01 18:16:41.000000,2023-05-31 18:07:59,1519.0,27.0,11.0,1622.0,49.0,Trinsic SDK repository.,41.0,27,False,75.0,33.0,4.0,370.0,2023-04-24 13:26:38,443.0,1635.0,1.0,1.11.0,7745.0,,,,,,,,,,,,,,,,,,,,
2,sphereon-ssi,sphereon-opensource/ssi-sdk,sphereon-ssi,True,decentralized,,https://github.com/Sphereon-Opensource/ssi-sdk,https://github.com/Sphereon-Opensource/ssi-sdk,Apache-2.0,2021-04-12 14:54:14,2023-06-01 10:47:48.000000,2023-05-27 16:05:35,3692.0,32.0,27.0,427.0,156.0,Self Sovereign Identity SDK.,48.0,26,True,923.0,60.0,10.0,36.0,2023-05-07 22:03:49,116.0,4.0,2.0,0.11.0,,10.0,,,,,,,,,,,,,,,,,,,
3,waltid-ssikit,walt-id/waltid-ssikit,waltid-ssikit,True,decentralized,,https://github.com/walt-id/waltid-ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-06-01 15:53:58.124820,2023-06-01 15:48:18,2779.0,69.0,12.0,350.0,142.0,Use web3 identity / self-sovereign identity (SSI).,56.0,23,True,428.0,112.0,20.0,260.0,2023-06-01 15:54:01,,467.0,2.0,1.2306011534.0,39.0,,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-06-01 15:42:29.273524,5145.0,,,,,,,,,,,,,,,
4,solid-project,solid/solid,solid-project,True,standards,['solid'],https://github.com/solid/solid,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2023-06-01 17:58:48.000000,2023-06-01 17:58:46,1014.0,406.0,621.0,213.0,8593.0,Solid - Re-decentralizing the web (project directory).,41.0,21,True,35.0,1.0,313.0,208.0,2021-12-21 13:00:06,,,1.0,,,,,,,,,,,,,,,,,,,,,,
5,polygon-id,0xPolygonID/sh-id-platform,polygon-id,True,decentralized,,https://github.com/0xPolygonID/issuer-node,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-11-08 12:11:09,2023-06-01 14:44:19.000000,2023-05-23 16:47:33,1274.0,26.0,13.0,399.0,66.0,Self Hosted Issuer Node.,23.0,21,False,682.0,12.0,11.0,80.0,2023-05-23 16:53:24,10.0,,2.0,.2.1.0,,,,,,,0xPolygonID/issuer-node,,,,,,,,,,,,,,
6,spruceid,spruceid/didkit,spruceid,True,decentralized,,https://github.com/spruceid/didkit,https://github.com/spruceid/didkit,Apache-2.0,2020-07-23 21:18:28,2023-06-01 00:55:55.000000,2023-05-17 08:11:05,1007.0,112.0,75.0,635.0,390.0,A cross-platform toolkit for decentralized identity.,51.0,20,True,18.0,,122.0,193.0,,143.0,,2.0,,,40.0,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,,
7,evernym-ssi,evernym/verity,evernym-ssi,True,decentralized,,https://github.com/evernym/verity,https://github.com/evernym/verity,Apache-2.0,2020-01-14 21:16:21,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,6279.0,55.0,96.0,197.0,93.0,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repository..,144.0,18,False,15.0,100.0,3.0,,2021-03-22 11:09:10,40.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,
8,talao-altme,talaodao/altme,talao-altme,True,decentralized,,https://github.com/TalaoDAO/AltMe,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-06-29 14:41:04,2023-06-01 10:24:24.000000,2023-06-01 10:24:09,6995.0,10.0,7.0,489.0,29.0,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,18.0,18,False,481.0,1.0,70.0,1458.0,2023-01-06 16:00:40,,,3.0,,,,,,,,,,,,,,,,,,,,,,
9,nextauthjs,nextauthjs/next-auth,,,authentication,,https://github.com/nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,ISC,2018-01-27 12:28:16,2023-06-01 17:21:49.000000,2023-06-01 17:21:47,2291.0,2004.0,93.0,1808.0,16880.0,Authentication for the Web.,532.0,41,True,160.0,100.0,141.0,2962.0,2023-06-01 17:21:48,90801.0,2054625.0,1.0,@auth/typeorm-adapter@1.0.0,,90801.0,,,,,,next-auth,https://www.npmjs.com/package/next-auth,2054625.0,,,,,,,,,,,
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-06-01 18:16:04.000000,2023-06-01 18:07:58,3658.0,1812.0,235.0,3879.0,10859.0,CoreDNS is a DNS server that chains plugins.,357.0,41,True,82.0,65.0,80.0,2049.0,2023-02-06 18:30:04,5128.0,2792650.0,1.0,1.10.1,6697271.0,5128.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-02-06 18:31:58.105381,235767239.0,,,,,138.0,,,,,,,,,,
11,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-06-01 18:08:13.000000,2023-06-01 14:12:06,22076.0,5261.0,359.0,11608.0,16237.0,Open Source Identity and Access Management For Modern Applications and Services.,1174.0,40,True,681.0,36.0,1609.0,4691.0,2023-04-26 10:24:38,308.0,59440.0,1.0,21.1.1,1783221.0,308.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,-1.0,,,,,,,,,
12,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-05-18 04:03:18.000000,2023-01-10 13:20:21,1645.0,455.0,68.0,481.0,2585.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",191.0,40,True,,48.0,75.0,289.0,2023-01-10 13:13:43,378149.0,79887305.0,1.0,3.2.2,,378149.0,,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,79887305.0,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-06-01 16:07:19.000000,2023-05-30 13:26:00,7786.0,1810.0,146.0,2921.0,10389.0,Automatically provision and manage TLS certificates in Kubernetes.,394.0,39,True,265.0,100.0,175.0,2830.0,2023-05-25 14:48:36,487.0,1308215.0,1.0,1.12.1,48403988.0,487.0,,,,,,,,,,,,,,,,,,,
14,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-06-01 14:02:50.000000,2023-05-31 16:29:38,4599.0,1106.0,119.0,3674.0,8098.0,"An open source, general-purpose policy engine.",390.0,39,True,125.0,100.0,305.0,1961.0,2023-05-26 07:33:34,2485.0,3940367.0,1.0,0.53.0,3123370.0,2485.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-05-31 17:18:58.796268,349227294.0,,,,,31.0,,,,,,,,,,
15,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,MPL-2.0,2015-02-25 00:15:59,2023-06-01 18:09:19.000000,2023-06-01 18:08:04,17440.0,3656.0,821.0,15329.0,27781.0,"A tool for secrets management, encryption as a service, and privileged access management.",1343.0,38,True,596.0,90.0,869.0,4632.0,2023-04-26 19:33:13,6239.0,,2.0,1.13.2,,6239.0,,,,,,,,,,,,,,,,,,,
16,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-05-02 16:33:16.000000,2023-03-10 17:27:55,617.0,1154.0,318.0,150.0,21500.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,4.0,,329.0,416.0,,850646.0,8540874.0,2.0,,,850646.0,,,,,,passport,https://www.npmjs.com/package/passport,8540874.0,,,,,,,,,,,
17,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-05-31 18:02:24.000000,2023-05-31 07:34:59,3614.0,1281.0,230.0,1660.0,14156.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",284.0,36,True,64.0,100.0,60.0,1375.0,2023-05-24 08:55:23,2.0,4077902.0,2.0,2.1.2,562640.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-05-24 08:55:23.133705,394703786.0,,,,,74.0,,,,,https://k8s.ory.sh/helm/charts,,,,,
18,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-06-01 14:15:36.000000,2023-06-01 14:15:34,3785.0,739.0,111.0,1577.0,8783.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, MFA, FIDO2, TOTP, WebAuthn,..",197.0,36,True,115.0,42.0,230.0,869.0,2023-04-18 17:07:18,322.0,1760303.0,1.0,0.13.0,29563.0,322.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-04-18 17:07:17.440071,107334515.0,,,,,16.0,,,,,https://k8s.ory.sh/helm/charts,,,,,
19,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-06-01 11:45:07.000000,2023-06-01 11:45:06,8140.0,1069.0,121.0,901.0,6040.0,A PyTorch-based Speech Toolkit.,203.0,36,True,217.0,8.0,105.0,786.0,2023-03-24 17:40:58,741.0,106124.0,1.0,0.5.14,,741.0,,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,106124.0,,,,,,
20,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-05-30 21:44:02.000000,2023-05-29 02:51:43,1475.0,244.0,40.0,315.0,4871.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,65.0,36,True,43.0,100.0,6.0,410.0,2023-05-05 18:06:03,44861.0,1703135.0,2.0,@casl/mongoose@7.1.3,,44861.0,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1703135.0,,1.0,,,,,,,,,
21,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-05-31 20:19:45.000000,2023-05-27 12:39:22,1056.0,1495.0,234.0,453.0,14941.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang.",131.0,35,True,12.0,100.0,24.0,701.0,2023-05-23 16:32:32,2431.0,208539.0,2.0,2.69.1,,2431.0,,,,,,casbin,https://www.npmjs.com/package/casbin,143790.0,,,casbin,https://pypi.org/project/casbin,64749.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
22,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51,2023-05-31 20:36:50.000000,2023-05-22 12:02:38,2246.0,4285.0,476.0,139.0,15338.0,State-of-the-art 2D and 3D Face Analysis Project.,53.0,34,True,61.0,1.0,925.0,1256.0,2023-04-02 07:43:27,329.0,11328.0,1.0,0.7,22655.0,329.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,137.0,,,,,,1.0,,,,,,,,,
23,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-06-01 11:36:33.000000,2023-06-01 11:36:33,4690.0,1489.0,180.0,1657.0,7580.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",123.0,34,True,149.0,15.0,193.0,1272.0,2023-04-14 09:36:52,58.0,119677.0,3.0,r1.4.1,,58.0,,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,119677.0,,,,,,
24,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-01-05 16:14:12.000000,2020-04-22 16:40:10,488.0,3427.0,336.0,106.0,15050.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,33,False,,38.0,408.0,387.0,2020-03-22 14:01:55,6487.0,102282.0,2.0,0.22.2,,6487.0,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,102282.0,,,,,,,,,,,
25,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-06-01 17:24:57.865828,2023-06-01 15:30:46,2890.0,270.0,35.0,3308.0,3563.0,Pomerium is an identity and context-aware access proxy.,89.0,33,True,132.0,100.0,72.0,790.0,2023-05-26 21:06:13,12.0,5872057.0,2.0,0.21.4,42129.0,12.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-06-01 17:24:57.865828,311168334.0,,,,,10.0,,,,,,,,,,
26,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-06-01 16:18:41.000000,2023-06-01 10:39:10,5735.0,353.0,58.0,3741.0,3261.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",186.0,32,True,845.0,100.0,195.0,957.0,2023-05-26 22:03:48,178.0,11025.0,2.0,ockam_v0.88.0,209478.0,178.0,,,,,,,,,,-1.0,,,,,,,build-trust/ockam/ockam,,
27,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-06-01 15:15:18.000000,2023-05-25 02:52:22,23140.0,3776.0,608.0,4322.0,10272.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,336.0,31,True,328.0,100.0,,,2023-05-26 05:00:15,,5751.0,2.0,6.6.8,,,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-05-31 10:48:09.313662,811007.0,,,,,125.0,,,,,,,,,,
28,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,MPL-2.0,2020-01-08 18:24:07,2023-06-01 18:02:24.000000,2023-06-01 16:47:48,3139.0,227.0,75.0,2963.0,3617.0,Boundary enables identity-based access management for dynamic infrastructure.,131.0,31,True,366.0,43.0,73.0,218.0,2023-04-07 19:27:59,8.0,169010.0,2.0,0.12.2,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-04-07 19:36:45.208207,6929427.0,,,,,10.0,1.0,,,,,,,,,
29,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-06-01 18:08:42.000000,2023-06-01 17:07:16,2859.0,182.0,34.0,1014.0,3534.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",28.0,31,True,351.0,31.0,96.0,251.0,2023-05-11 21:44:55,22.0,16830.0,2.0,1.21.0,14749.0,22.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-06-01 17:32:50.107588,354822.0,,,,,4.0,,,,,,,,,,
30,node-oidc-provider,panva/node-oidc-provider,,,authentication,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-05-30 16:30:26.000000,2023-05-30 16:29:20,2394.0,709.0,69.0,217.0,2679.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,63.0,31,True,30.0,100.0,,,2023-05-30 16:30:27,989.0,111806.0,2.0,8.2.2,,989.0,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,111806.0,,,,,,,,,,,
31,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-06-01 17:29:51.000000,2023-06-01 15:59:21,5994.0,368.0,83.0,2985.0,1416.0,The SPIFFE Runtime Environment.,156.0,31,True,173.0,80.0,162.0,1053.0,2023-05-17 21:56:54,111.0,1855.0,2.0,1.6.4,126154.0,111.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
32,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-05-23 09:52:12.000000,2022-06-10 09:12:18,238.0,12648.0,1574.0,217.0,48423.0,The worlds simplest facial recognition api for Python and the command line.,54.0,30,True,,2.0,698.0,578.0,2018-04-02 17:18:43,,63396.0,2.0,1.2.2,1104.0,,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6459.0,,,,,15.0,,face_recognition,https://pypi.org/project/face_recognition,63296.0,,,,,,
33,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-05-22 09:03:20.000000,2023-05-13 14:03:33,2356.0,997.0,108.0,811.0,5148.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,308.0,30,True,22.0,62.0,20.0,825.0,2023-03-29 07:20:04,7827.0,,3.0,5.6.6,,7827.0,,,,,,,,,,,,,,,,,,doorkeeper,
34,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-05-24 04:12:30.000000,2019-11-26 15:56:28,734.0,3468.0,762.0,73.0,14768.0,Face recognition with deep neural networks.,30.0,29,False,,4.0,9.0,370.0,2016-02-25 17:42:46,66.0,1713.0,2.0,0.2.1,,66.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,159342.0,,,,,70.0,,,,,,,,,,
35,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-06-01 17:51:06.000000,2023-05-29 12:50:00,2477.0,1414.0,175.0,1746.0,8144.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,216.0,29,True,141.0,79.0,283.0,775.0,2023-03-20 13:29:42,15.0,2.0,3.0,2.36.0,269.0,15.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
36,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-05-24 18:52:14.000000,2023-05-11 15:53:52,1012.0,1329.0,100.0,75.0,6467.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",41.0,29,True,22.0,,10.0,681.0,,1488.0,53952.0,2.0,,,1488.0,,,,,,,,,,,deepface,https://pypi.org/project/deepface,53952.0,,,,,,
37,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-05-30 12:33:20.000000,2023-05-30 12:33:19,1314.0,304.0,48.0,699.0,2973.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",106.0,29,True,27.0,100.0,49.0,265.0,2023-04-26 17:01:50,2.0,1167005.0,3.0,0.40.3,23438.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-04-26 17:01:50.032478,80499616.0,,,,,25.0,,,,,,,,,,
38,node-solid-server,nodesolidserver/node-solid-server,,,decentralized,['solid'],https://github.com/nodeSolidServer/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2023-04-17 21:26:30.000000,2023-04-06 13:30:49,2951.0,284.0,82.0,828.0,1740.0,Solid server on top of the file-system in NodeJS.,85.0,29,True,11.0,51.0,278.0,610.0,2023-03-17 17:09:04,38.0,8491.0,1.0,5.7.7,,38.0,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-04-06 13:43:13.183129,860891.0,,solid-server,https://www.npmjs.com/package/solid-server,293.0,4.0,,,,,,,,,,
39,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-06-01 17:11:44.000000,2023-06-01 17:11:40,4801.0,226.0,38.0,610.0,1043.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,290.0,29,True,248.0,42.0,59.0,206.0,2023-05-31 23:38:47,1063.0,,3.0,6.3.2,,1063.0,,,,,,,,,,,,,,,,,,,
40,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-05-29 02:30:00.000000,2023-05-17 19:03:55,571.0,62.0,39.0,200.0,291.0,Create and verify DID verifiable JWTs in Javascript.,40.0,29,True,18.0,95.0,8.0,73.0,2023-05-17 19:04:34,3389.0,82134.0,1.0,7.2.0,,3389.0,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,82134.0,,,,,,,,,,,
41,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-06-01 14:03:41.000000,2023-06-01 10:58:54,4369.0,904.0,156.0,4170.0,16487.0,The Single Sign-On Multi-Factor portal for web apps.,126.0,28,True,394.0,100.0,68.0,1034.0,2022-12-21 09:01:04,2.0,554.0,2.0,4.37.5,22718.0,2.0,,,,,,,,,,-1.0,,,,,,,,,
42,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-06-01 15:38:28.911626,2023-06-01 14:55:44,1654.0,734.0,50.0,1039.0,6248.0,An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform powered by Casbin and AI gateway..,127.0,28,True,238.0,100.0,100.0,719.0,2023-06-01 13:12:27,1.0,1596.0,2.0,1.327.0,,1.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-06-01 15:38:28.911626,51091.0,,,,,7.0,,,,,,,,,,
43,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-06-01 16:55:20.000000,2023-06-01 14:33:45,4218.0,209.0,34.0,3657.0,5831.0,Logto is a cost-effective open-source alternative to Auth0. It offers a seamless developer experience and is well-..,35.0,28,True,655.0,42.0,50.0,203.0,2023-05-23 15:06:56,6.0,561.0,2.0,1.4.0,1867.0,6.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-06-01 14:46:57.032787,10287.0,,,,,1.0,,,,,,,,,,
44,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-05-31 18:32:44.000000,2023-05-31 18:19:28,6206.0,528.0,138.0,4109.0,4641.0,"An ACME-based certificate authority, written in Go.",125.0,28,True,130.0,69.0,178.0,2622.0,2023-05-30 18:36:18,,22358.0,2.0,release-2023-05-30,52646.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-05-03 02:37:18.589906,1922651.0,,,,,12.0,,,,,,,,,,
45,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-06-01 14:54:16.000000,2023-06-01 08:46:50,2212.0,184.0,23.0,4159.0,3549.0,ZITADEL - The best of Auth0 and Keycloak combined. Built for the serverless era.,54.0,28,True,226.0,100.0,361.0,1129.0,2023-06-01 13:03:59,1.0,317.0,2.0,2.28.0,1904.0,1.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
46,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-05-05 21:07:42.000000,2023-05-04 20:09:28,1191.0,147.0,31.0,1503.0,3054.0,Oso is a batteries-included framework for building authorization in your application.,62.0,28,True,18.0,100.0,101.0,98.0,2023-04-03 23:25:23,70.0,41962.0,3.0,0.27.0,2214.0,70.0,,,,,,,,,,,oso,https://pypi.org/project/oso,41883.0,,,,,,
47,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-05-16 05:31:16.000000,2023-04-27 14:38:09,1723.0,12181.0,1519.0,504.0,45328.0,Deepfakes Software For All.,96.0,27,True,1.0,3.0,20.0,786.0,2020-08-14 17:28:01,,3441.0,3.0,2.0.0,178980.0,,,,,,,,,,,,,,,,,,,,
48,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-05-30 12:29:42.000000,2023-05-30 12:29:41,1397.0,285.0,58.0,967.0,4048.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",66.0,27,True,42.0,50.0,45.0,250.0,,2.0,754661.0,3.0,,14952.0,2.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,47526572.0,,,,,6.0,-1.0,,,,,,,,,
