,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
0,aries,hyperledger/aries,aries,True,decentralized,['hyperledger'],https://github.com/hyperledger/aries,https://github.com/hyperledger/aries,Apache-2.0,2019-05-08 16:49:48,2023-10-12 17:50:59.000000,2023-10-12 15:04:12,23580.0,980.0,189.0,6308.0,1317.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",457.0,33,True,746.0,226.0,921.0,2776.0,2023-10-12 15:21:21,52.0,598.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,trinsic-id,trinsic-id/sdk,trinsic-id,True,decentralized,,https://github.com/trinsic-id/sdk,https://github.com/trinsic-id/sdk,Apache-2.0,2020-10-19 15:17:13,2023-10-12 16:40:12.000000,2023-10-11 20:14:36,1610.0,26.0,23.0,1746.0,53.0,Trinsic SDK repository.,41.0,27,False,73.0,33.0,41.0,374.0,2023-04-24 13:26:38,530.0,1568.0,1.0,1.11.0,8756.0,,,,,,,,,,,,,,,,,,,,
2,sphereon-ssi,sphereon-opensource/ssi-sdk,sphereon-ssi,True,decentralized,,https://github.com/Sphereon-Opensource/SSI-SDK,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-04-12 14:54:14,2023-10-12 07:28:00.000000,2023-10-12 07:27:57,4392.0,48.0,34.0,494.0,197.0,Self Sovereign Identity SDK.,59.0,25,True,367.0,81.0,22.0,49.0,2023-10-01 02:16:26,57.0,4.0,2.0,0.17.5,,1.0,,,,,,,,,,,,,,,,,,,
3,waltid-ssikit,walt-id/waltid-ssikit,waltid-ssikit,True,decentralized,,https://github.com/walt-id/waltid-ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-10-12 14:47:24.000000,2023-10-03 09:04:58,3326.0,63.0,13.0,359.0,149.0,All-In-One SSI infrastructure toolkit.,49.0,24,True,144.0,185.0,6.0,244.0,2023-09-28 11:55:26,,2113.0,2.0,1.2309221938.0,57.0,,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-09-27 13:07:08.529648,9561.0,,,,,,,,,,,,,,,
4,solid-project,solid/solid,solid-project,True,standards,['solid'],https://github.com/solid/solid,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2023-10-12 16:18:12.000000,2023-10-12 16:18:10,1078.0,408.0,612.0,245.0,8602.0,Solid - Re-decentralizing the web (project directory).,42.0,22,True,52.0,1.0,316.0,215.0,2021-12-21 13:00:06,,,1.0,,,,,,,,,,,,,,,,,,,,,,
5,polygon-id,0xPolygonID/sh-id-platform,polygon-id,True,decentralized,,https://github.com/0xPolygonID/issuer-node,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-11-08 12:11:09,2023-10-12 17:01:21.000000,2023-10-10 12:42:40,1555.0,61.0,13.0,529.0,89.0,Self Hosted Issuer Node.,30.0,21,False,26.0,30.0,20.0,97.0,2023-10-10 12:43:37,50.0,,2.0,2.2.1,,,,,,,0xPolygonID/issuer-node,,,,,,,,,,,,,,
6,spruceid,spruceid/didkit,spruceid,True,decentralized,,https://github.com/spruceid/didkit,https://github.com/spruceid/didkit,Apache-2.0,2020-07-23 21:18:28,2023-10-12 00:15:30.000000,2023-10-02 22:37:32,1020.0,123.0,79.0,665.0,411.0,A cross-platform toolkit for decentralized identity.,53.0,19,True,5.0,,128.0,197.0,,116.0,,3.0,,,4.0,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,,
7,evernym-ssi,evernym/verity,evernym-ssi,True,decentralized,,https://github.com/evernym/verity,https://github.com/evernym/verity,Apache-2.0,2020-01-14 21:16:21,2023-08-08 10:21:22.000000,2023-04-11 16:19:31,6279.0,55.0,99.0,201.0,97.0,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repository..,144.0,17,False,,100.0,3.0,,2021-03-22 11:09:10,41.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,
8,talao-altme,talaodao/altme,talao-altme,True,decentralized,,https://github.com/TalaoDAO/AltMe,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-06-29 14:41:04,2023-10-12 14:03:43.000000,2023-10-12 13:38:00,7336.0,14.0,9.0,507.0,35.0,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,18.0,17,False,280.0,1.0,74.0,1766.0,2023-01-06 16:00:40,,,3.0,,,,,,,,,,,,,,,,,,,,,,
9,nextauthjs,nextauthjs/next-auth,,,authentication,,https://github.com/nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,ISC,2018-01-27 12:28:16,2023-10-12 15:37:56.000000,2023-10-08 17:19:45,2526.0,2291.0,97.0,2009.0,19112.0,Authentication for the Web.,575.0,41,True,184.0,100.0,224.0,3385.0,2023-10-02 12:01:51,143147.0,2696203.0,1.0,next-auth@4.23.2,,143147.0,,,,,,next-auth,https://www.npmjs.com/package/next-auth,2696203.0,,,,,,,,,,,
