,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,trending,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
48,did-resolver,decentralized-identity/did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-08-09 17:59:27.000000,2023-03-08 14:05:28,373.0,42.0,24.0,125.0,186.0,Universal did-resolver for javascript environments.,24.0,28,True,,24.0,3.0,18.0,2023-03-08 14:05:37,4493.0,173099.0,1.0,4.1.0,,,4493.0,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,173099.0,,,,,,,,,,
49,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-06-24 17:40:40.000000,2023-04-27 06:45:45,1313.0,8613.0,1080.0,127.0,41875.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,27,True,,2.0,527.0,791.0,2020-04-09 05:48:48,4.0,3824.0,3.0,DF.wf.288res.384.92.72.22,156784.0,,4.0,,,,,,,,,,,,,,,,,,
50,kanidm,kanidm/kanidm,,,idp,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-08-10 13:35:24.000000,2023-08-09 22:09:18,1447.0,99.0,16.0,1411.0,1582.0,"Kanidm: A simple, secure and fast identity management platform.",48.0,27,True,248.0,15.0,124.0,404.0,2023-08-01 05:15:57,42.0,151.0,3.0,1.1.0-beta.13,43.0,,42.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-08-02 00:36:32.237678,8169.0,,,,,,,,,,,,,,
51,jansen,janssenproject/jans,,,idp,['linux-foundation'],https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-08-10 18:12:58.000000,2023-08-10 16:35:46,32780.0,48.0,28.0,3264.0,268.0,"Welcome to the Janssen Project, a collaboration hub for digital identity infrastructure software... and introducing..",107.0,27,True,490.0,100.0,312.0,2182.0,2023-08-02 13:55:07,,433.0,3.0,1.0.16,1733.0,,,,,,,,,,,,,,,,,,,,
52,did-jwt-vc,decentralized-identity/did-jwt-vc,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-08-09 18:35:50.000000,2023-08-07 00:42:16,323.0,37.0,23.0,87.0,152.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,22.0,27,True,17.0,43.0,4.0,45.0,2023-08-04 05:15:04,676.0,34212.0,1.0,3.2.5,,,676.0,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,34212.0,,,,,,,,,,
53,whisper,openai/whisper,,,voice,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-08-10 10:33:50.000000,2023-08-07 21:48:56,118.0,4718.0,370.0,169.0,42638.0,Robust Speech Recognition via Large-Scale Weak Supervision.,56.0,26,True,3.0,6.0,,,2023-03-15 07:40:02,4.0,170977.0,3.0,20230314,,2.0,4.0,,,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,170977.0,,,,,,
54,node-oidc-provider,panva/node-oidc-provider,,,authentication,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-08-10 12:26:13.000000,2023-08-10 12:26:13,2399.0,711.0,71.0,222.0,2761.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,66.0,26,True,11.0,100.0,,,2023-05-30 16:30:27,2.0,170452.0,3.0,8.2.2,,-5.0,2.0,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,170452.0,,,,,,,,,,
55,node-solid-server,nodesolidserver/node-solid-server,,,decentralized,['solid'],https://github.com/nodeSolidServer/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2023-07-23 09:53:03.000000,2023-04-06 13:30:49,2951.0,285.0,80.0,829.0,1743.0,Solid server on top of the file-system in NodeJS.,85.0,26,True,,51.0,279.0,610.0,2023-03-17 17:09:04,2.0,8927.0,2.0,5.7.7,,,2.0,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-04-06 13:43:13.183129,901712.0,,solid-server,https://www.npmjs.com/package/solid-server,500.0,4.0,,,,,,,,,
56,conjur,cyberark/conjur,,,machine,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-08-10 17:50:24.000000,2023-08-10 12:40:46,3359.0,117.0,46.0,1788.0,685.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,93.0,26,True,75.0,72.0,207.0,901.0,2023-05-17 19:48:54,,80426.0,3.0,1.19.5,354.0,,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-08-10 13:29:42.871765,6916269.0,,,,,30.0,,,,,,,,,
57,aries-framework-go,hyperledger/aries-framework-go,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-go,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-08-10 15:05:37.000000,2023-08-10 15:05:37,3187.0,154.0,20.0,2031.0,231.0,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,58.0,26,True,24.0,14.0,388.0,1195.0,2023-05-09 10:57:15,309.0,,2.0,0.3.2,,,309.0,,,,,,,,,,,,,,,,,,
58,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-08-10 15:21:56.000000,2023-08-10 15:21:53,12187.0,351.0,20.0,4934.0,4362.0,The authentication glue you need.,179.0,25,True,666.0,100.0,373.0,1076.0,2023-07-10 11:46:48,,75.0,3.0,ersion/2023.6.1,1960.0,,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,
59,lemur,netflix/lemur,,,pki,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-08-09 19:14:32.000000,2023-08-08 21:51:49,5643.0,305.0,401.0,3964.0,1646.0,Repository for the Lemur Certificate Manager.,147.0,25,True,195.0,26.0,129.0,394.0,2023-07-05 22:37:33,,0.0,3.0,1.5.0,51.0,,,,,,,,,,,,,,,,,,,,
60,opal,permitio/opal,,,authorization,,https://github.com/permitio/opal,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2023-08-10 07:21:03.000000,2023-08-08 12:00:44,1652.0,110.0,19.0,322.0,1760.0,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",41.0,24,True,74.0,31.0,29.0,74.0,2023-06-27 11:40:41,,2708.0,3.0,0.7.3,501.0,,,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2023-06-27 11:45:23.570678,80757.0,,,,,,,,,,,,,,
61,aries-python,hyperledger/aries-cloudagent-python,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-cloudagent-python,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2023-08-10 16:43:39.000000,2023-08-09 17:55:04,7810.0,413.0,29.0,1409.0,360.0,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,121.0,24,True,448.0,59.0,221.0,780.0,2023-07-24 22:28:58,,,2.0,0.9.0,,,,,,,,,,,,,,,,,,,,,
62,iota-identity,iotaledger/identity.rs,,,decentralized,,https://github.com/iotaledger/identity.rs,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2023-08-07 19:18:32.000000,2023-08-07 15:20:21,1376.0,65.0,24.0,936.0,257.0,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,32.0,24,True,41.0,18.0,56.0,199.0,2023-03-08 16:34:58,96.0,,2.0,0.6.2,,,96.0,,,,,,,,,,,,,,,,,,
63,deepfacelive,iperov/DeepFaceLive,,,face,,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,2384.0,243.0,25.0,16825.0,Real-time face swap for PC streaming or video calls.,11.0,23,True,4.0,35.0,1.0,133.0,2023-01-21 09:26:53,,19873.0,3.0,TINA_SHIFT,516702.0,,,,,,,,,,,,,,,,,,,,
64,supertokens,supertokens/supertokens-core,,,idp,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2023-08-10 12:07:52.000000,2023-08-01 13:58:39,832.0,357.0,62.0,322.0,9790.0,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,24.0,23,True,102.0,32.0,97.0,325.0,2023-08-01 16:27:20,,,3.0,6.0.8,,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,
65,permify,permify/permify,,,authorization,,https://github.com/Permify/permify,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2023-08-09 09:46:59.000000,2023-08-09 09:46:59,1729.0,53.0,13.0,498.0,1569.0,Permify is an open-source authorization service inspired by Google Zanzibar.,23.0,23,True,337.0,33.0,28.0,83.0,2023-08-05 13:40:56,,81.0,3.0,0.4.8,979.0,,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,
66,freeipa,freeipa/freeipa,,,idp,,https://github.com/freeipa/freeipa,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2023-08-10 17:46:25.000000,2023-08-09 16:31:03,15647.0,300.0,51.0,6948.0,982.0,"Mirror of FreeIPA, an integrated security information management solution.",218.0,23,True,89.0,,,,,,40736.0,3.0,,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2023-08-10 13:22:05.053663,5499428.0,,,,,151.0,,,,,,,,,
67,athenz,athenz/athenz,,,pki,['linux-foundation'],https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2023-08-10 16:33:10.000000,2023-08-08 19:42:27,2749.0,242.0,52.0,2032.0,793.0,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,73.0,23,True,92.0,100.0,30.0,189.0,2023-08-08 19:40:10,,,3.0,1.11.38,,,,,,,,,,,,,,,,,,,,,
68,universal-resolver,decentralized-identity/universal-resolver,,,decentralized,,https://github.com/decentralized-identity/universal-resolver,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2023-08-10 12:22:16.000000,2023-08-09 16:20:00,1628.0,210.0,59.0,273.0,471.0,Universal Resolver implementation and drivers.,96.0,23,True,21.0,6.0,23.0,80.0,2022-01-07 16:42:38,,1540.0,2.0,0.5.0,,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2023-08-09 16:21:48.712299,110919.0,,,,,,,,,,,,,,
69,veramo,uport-project/veramo,,,decentralized,,https://github.com/uport-project/veramo,https://github.com/uport-project/veramo,Apache-2.0,2019-11-12 14:18:17,2023-08-10 01:44:05.000000,2023-08-09 19:54:27,1763.0,99.0,21.0,677.0,337.0,A JavaScript Framework for Verifiable Data.,49.0,23,True,53.0,38.0,58.0,335.0,2023-08-04 11:08:10,3.0,,2.0,5.4.1,,,3.0,,,,,,,,,,,,,,,,,,
70,aries-vcx,hyperledger/aries-vcx,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-vcx,https://github.com/hyperledger/aries-vcx,Apache-2.0,2020-07-21 07:26:03,2023-08-10 17:36:19.000000,2023-08-10 16:04:15,9609.0,41.0,11.0,782.0,54.0,"AriesVCX is a Rust library for building web and mobile applications issuing, holding, presenting and verifying..",139.0,23,False,56.0,63.0,37.0,108.0,2023-07-31 12:40:39,5.0,315.0,2.0,0.57.1,11363.0,,5.0,,,,,,,,,,,,,,,,,,
71,howdy,boltgolt/howdy,,,authentication,,https://github.com/boltgolt/howdy,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-08-08 11:54:20.000000,2023-06-25 10:52:49,510.0,259.0,54.0,133.0,4826.0,Windows Hello style facial authentication for Linux.,55.0,22,True,4.0,11.0,179.0,508.0,2020-09-02 15:57:23,,199.0,3.0,2.6.1,13143.0,,,,,,,,,,,,,,,,,,,,howdy
72,keystone,openstack/keystone,,,idp,['openstack'],https://github.com/openstack/keystone,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2023-08-10 16:14:11.000000,2023-08-10 16:13:31,14859.0,648.0,114.0,17.0,664.0,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,717.0,22,True,42.0,,,,,113.0,,3.0,,,,113.0,,,,,,,,,,,,,,,,,,
73,web-did-resolver,decentralized-identity/web-did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2023-08-09 21:54:04.000000,2023-08-09 19:36:54,258.0,14.0,14.0,112.0,70.0,DID resolver for HTTPS domains.,12.0,22,False,15.0,38.0,1.0,10.0,2023-07-03 18:25:08,686.0,22994.0,2.0,2.0.27,,,686.0,,,,,,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,22994.0,,,,,,,,,,
74,facenet,davidsandberg/facenet,,,face,,https://github.com/davidsandberg/facenet,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,4662.0,568.0,122.0,13149.0,Face recognition using Tensorflow.,36.0,21,False,,,495.0,618.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
75,gotrue,netlify/gotrue,,,idp,,https://github.com/netlify/gotrue,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-07-10 22:46:24.000000,2023-05-05 17:28:31,638.0,261.0,64.0,219.0,3506.0,An SWT based API for managing users and issuing SWT tokens.,38.0,21,True,,2.0,12.0,117.0,2022-02-09 12:50:28,10.0,,3.0,1.0.1,,,10.0,,,,,,,,,,,,,,,,,,
76,openbr,biometrics/openbr,,,face,,https://github.com/biometrics/openbr,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2023-07-19 18:00:19.000000,2023-07-18 20:33:57,4021.0,748.0,254.0,324.0,2806.0,"Open Source Biometrics, Face Recognition.",55.0,21,False,2.0,4.0,63.0,209.0,2015-09-29 22:50:55,,934.0,3.0,1.1.0,109289.0,,,,,,,,,,,,,,,,,,,,
77,sidetree,decentralized-identity/sidetree,,,standards,['dif'],https://github.com/decentralized-identity/sidetree,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-07-18 23:13:06.000000,2023-04-04 19:14:54,1149.0,101.0,42.0,679.0,428.0,Sidetree Specification and Reference Implementation.,47.0,21,True,,12.0,37.0,441.0,2021-03-09 22:06:35,30.0,,1.0,1.0.2,,,30.0,,,,,,,,,,,,,,,,,,
78,appauth-ios,openid/appauth-ios,,,authentication,['openid'],https://github.com/openid/AppAuth-iOS,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2023-06-29 18:54:02.000000,2023-06-26 17:39:09,391.0,632.0,90.0,303.0,1561.0,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,47.0,20,True,1.0,25.0,151.0,311.0,2023-05-01 17:52:41,,,3.0,1.6.2,,,,,,,,,,,,,,,,,,,,,
79,dwn-sdk-js,TBD54566975/dwn-sdk-js,,,decentralized,['web5'],https://github.com/TBD54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2023-08-10 02:26:24.000000,2023-08-04 18:37:54,313.0,75.0,18.0,281.0,301.0,Decentralized Web Node (DWN) Reference implementation.,30.0,20,True,71.0,19.0,44.0,141.0,,76.0,,2.0,,,,76.0,,,,,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,,,,,,
80,aries-framework-javascript,hyperledger/aries-framework-javascript,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-javascript,https://github.com/hyperledger/aries-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2023-08-09 19:04:16.000000,2023-08-09 19:00:25,796.0,132.0,25.0,935.0,203.0,Aries Framework JavaScript (Built using TypeScript).,53.0,20,True,35.0,75.0,162.0,417.0,2023-06-03 17:51:03,2.0,,2.0,0.4.0,,,2.0,,,,,,,,,,,,,,,,,,
81,appauth-android,openid/appauth-android,,,authentication,['openid'],https://github.com/openid/AppAuth-Android,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2023-07-23 00:18:58.000000,2023-07-12 07:05:13,339.0,772.0,236.0,227.0,2521.0,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,47.0,19,True,7.0,,160.0,516.0,,,,3.0,,,,,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,
82,webauthn,w3c/webauthn,,,standards,['w3c'],https://github.com/w3c/webauthn,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2023-08-09 20:19:37.000000,2023-08-09 20:01:48,2069.0,142.0,169.0,802.0,1005.0,Web Authentication: An API for accessing Public Key Credentials.,70.0,19,True,30.0,7.0,87.0,997.0,2018-03-20 13:11:25,,,2.0,CR-00-20180320,,,,,,,,,,,,,,,,,,,,,
83,aries-rfcs,hyperledger/aries-rfcs,,,standards,['hyperledger'],https://github.com/hyperledger/aries-rfcs,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2023-07-26 13:53:14.000000,2023-07-24 21:30:11,2151.0,205.0,59.0,571.0,310.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",84.0,19,True,21.0,,50.0,171.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
84,trinsic-okapi,trinsic-id/okapi,trinsic-id,,decentralized,,https://github.com/trinsic-id/okapi,https://github.com/trinsic-id/okapi,Apache-2.0,2020-10-19 15:17:13,2023-08-04 01:49:10.000000,2023-08-04 01:49:08,540.0,11.0,6.0,518.0,23.0,Collection of tools that support workflows for authentic data and identity management. Libraries available in most..,14.0,19,False,8.0,19.0,4.0,77.0,2022-05-29 21:14:21,494.0,616.0,3.0,1.6.0,16638.0,3.0,494.0,,,,,,,,,,,,,,,,,,
85,ladon,ory/ladon,,,authorization,['ory'],https://github.com/ory/ladon,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,220.0,64.0,103.0,2239.0,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,50.0,18,True,1.0,40.0,5.0,53.0,2020-04-30 07:36:33,,,3.0,1.2.0,,,,,,,,,,,,,,,,,,,,,
86,ion,decentralized-identity/ion,,,decentralized,,https://github.com/decentralized-identity/ion,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-03-23 03:45:28.000000,2023-03-20 08:32:40,214.0,160.0,92.0,183.0,1204.0,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,30.0,18,True,,17.0,68.0,68.0,2022-06-09 01:42:53,,,3.0,1.0.4,,,,,,,,,,,,,,,,,,,,,
87,vc-data-model,w3c/vc-data-model,,,standards,['w3c'],https://github.com/w3c/vc-data-model,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2023-08-10 18:15:10.000000,2023-08-09 23:56:58,1458.0,74.0,82.0,633.0,246.0,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,60.0,18,True,147.0,,52.0,534.0,,,,2.0,,,-4.0,,,,,,,,,,,,,,,,,,,
88,aries-mobile-agent-react-native,hyperledger/aries-mobile-agent-react-native,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2023-08-10 16:33:20.000000,2023-08-10 16:32:05,1524.0,98.0,23.0,696.0,112.0,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,37.0,18,True,108.0,,56.0,163.0,,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,
89,ja3,salesforce/ja3,,,pki,,https://github.com/salesforce/ja3,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-05-25 18:52:34.000000,2023-05-25 18:52:34,148.0,264.0,96.0,41.0,2221.0,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,25.0,17,True,2.0,,27.0,23.0,,,1172.0,3.0,,,,,,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1172.0,,,,,,
90,waltid-walletkit,walt-id/waltid-walletkit,waltid-ssikit,,decentralized,,https://github.com/walt-id/waltid-walletkit,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-08-07 12:03:33.899086,2023-08-07 11:57:49,685.0,25.0,2.0,104.0,33.0,"Supercharge your app with SSI, NFTs or fungible tokens.",12.0,17,False,43.0,36.0,3.0,39.0,2023-08-07 12:03:36,,112.0,3.0,1.2308071158.0,,,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-08-07 12:03:33.899086,2598.0,,,,,,,,,,,,,,
91,barbican,openstack/barbican,,,pki,['openstack'],https://github.com/openstack/barbican,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2023-07-31 20:22:44.000000,2023-07-29 03:29:41,3557.0,66.0,27.0,5.0,227.0,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",295.0,16,True,7.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
92,tbd-ssi-sdk,tbd54566975/ssi-sdk,,,decentralized,['web5'],https://github.com/TBD54566975/ssi-sdk,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2023-08-08 18:31:17.000000,2023-08-08 18:31:15,290.0,48.0,12.0,293.0,184.0,self sovereign identity sdk.,16.0,16,True,44.0,4.0,44.0,103.0,,2.0,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,
93,openid4vci,sphereon-opensource/openid4vci,sphereon-ssi,,decentralized,,https://github.com/Sphereon-Opensource/OID4VCI,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2023-08-08 02:38:49.000000,2023-08-08 02:38:45,560.0,8.0,6.0,55.0,32.0,OpenID for Verifiable Credential Issuance - client and issuer library.,11.0,16,False,77.0,9.0,,5.0,2023-06-24 17:03:38,8.0,,3.0,0.6.0,,,8.0,,,,,Sphereon-Opensource/OID4VCI,,,,,,,,,,,,,
94,spiffe,spiffe/spiffe,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spiffe,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2023-08-09 20:27:07.000000,2023-07-05 18:09:51,529.0,143.0,82.0,197.0,1275.0,The SPIFFE Project.,57.0,15,True,1.0,,16.0,38.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
95,solid-specification,solid/specification,solid-project,,standards,['solid'],https://github.com/solid/specification,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2023-08-10 15:23:18.000000,2023-08-10 15:23:17,914.0,35.0,49.0,173.0,430.0,Solid Technical Reports.,19.0,15,True,39.0,1.0,185.0,128.0,2021-12-21 13:00:06,,,2.0,protocol-v0.9.0,,,,,,,,,,,,,,,,,,,,,
96,did-core,w3c/did-core,,,standards,['w3c'],https://github.com/w3c/did-core,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-04-11 23:37:45.000000,2023-04-11 23:37:45,1309.0,82.0,76.0,487.0,377.0,W3C Decentralized Identifier Specification v1.0.,62.0,15,True,,,30.0,324.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
97,spruceid-ssi,spruceid/ssi,spruceid,,decentralized,,https://github.com/spruceid/ssi,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2023-08-10 00:19:23.000000,2023-07-14 13:35:29,523.0,38.0,29.0,344.0,147.0,Core library for decentralized identity.,20.0,15,True,2.0,,71.0,102.0,,106.0,,3.0,,,,106.0,,,,,,,,,,,,,,,,,,
98,tbd-ssi-service,tbd54566975/ssi-service,,,decentralized,['web5'],https://github.com/TBD54566975/ssi-service,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2023-08-10 17:04:42.000000,2023-08-08 20:41:42,405.0,49.0,11.0,436.0,136.0,The Self Sovereign Identity Service.,20.0,15,True,126.0,3.0,89.0,119.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
99,aries-framework-dotnet,hyperledger/aries-framework-dotnet,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-framework-dotnet,https://github.com/hyperledger/aries-framework-dotnet,Apache-2.0,2019-08-19 18:49:27,2023-07-21 12:27:42.000000,2023-07-21 12:27:41,146.0,69.0,27.0,174.0,80.0,Aries Framework .NET for building multiplatform SSI services.,31.0,15,False,4.0,,42.0,28.0,,42.0,,3.0,,,,42.0,,,,,,,,,,,,,,,,,,
100,presentation-exchange,decentralized-identity/presentation-exchange,,,standards,['dif'],https://github.com/decentralized-identity/presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2023-08-03 17:19:39.000000,2023-08-03 17:17:19,612.0,30.0,31.0,223.0,72.0,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,36.0,15,False,3.0,,50.0,162.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
101,polygon-js-sdk,0xPolygonID/js-sdk,polygon-id,,decentralized,,https://github.com/0xPolygonID/js-sdk,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2023-08-07 07:37:41.000000,2023-08-03 19:44:55,368.0,13.0,4.0,96.0,35.0,SDK to work with Polygon ID.,13.0,15,False,110.0,19.0,5.0,16.0,2023-08-03 19:46:10,35.0,,3.0,1.0.2,,,35.0,,,,,,,,,,,,,,,,,,
102,pex,sphereon-opensource/pex,sphereon-ssi,,decentralized,,https://github.com/Sphereon-Opensource/PEX,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2023-08-10 01:16:24.000000,2023-07-10 15:35:10,912.0,8.0,7.0,102.0,24.0,A Typescript implementation of the DIF Presentation Exchange specification.,15.0,15,False,32.0,25.0,3.0,19.0,2023-07-10 15:34:14,16.0,2.0,3.0,2.1.0,57.0,,16.0,,,,,,,,,,,,,,,,,,
