,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,trending,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-08-10 15:06:48.000000,2023-08-10 15:06:48,3717.0,1852.0,236.0,3958.0,11087.0,CoreDNS is a DNS server that chains plugins.,366.0,41,True,80.0,66.0,90.0,2073.0,2023-08-08 14:15:16,5403.0,2820406.0,1.0,1.11.0,6755443.0,1.0,5403.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-09 01:16:05.153092,243772437.0,,,,,138.0,,,,,,,,,
11,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-08-10 11:09:02.000000,2023-08-10 09:33:11,4725.0,1142.0,121.0,3810.0,8347.0,"An open source, general-purpose policy engine.",412.0,40,True,150.0,100.0,305.0,2015.0,2023-07-27 18:10:47,2686.0,4570515.0,1.0,0.55.0,3633466.0,,2686.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-08-10 10:20:45.834061,413932969.0,,,,,38.0,,,,,,,,,
12,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,MPL-2.0,2015-02-25 00:15:59,2023-08-10 17:37:58.000000,2023-08-10 14:28:13,17843.0,3731.0,816.0,16539.0,28190.0,"A tool for secrets management, encryption as a service, and privileged access management.",1369.0,38,True,572.0,100.0,892.0,4719.0,2023-07-25 18:08:48,6516.0,,1.0,1.14.1,,,6516.0,,,,,,,,,,,,,,,,,,
13,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-08-10 17:37:50.000000,2023-08-10 16:01:57,22603.0,5451.0,361.0,12267.0,17034.0,Open Source Identity and Access Management For Modern Applications and Services.,1221.0,38,True,671.0,39.0,1704.0,5269.0,2023-07-18 09:57:40,3.0,61135.0,1.0,22.0.1,1956349.0,-3.0,3.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,
14,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-08-10 15:36:45.000000,2023-08-10 13:37:09,7947.0,1842.0,147.0,2996.0,10609.0,Automatically provision and manage TLS certificates in Kubernetes.,406.0,38,True,180.0,100.0,168.0,2892.0,2023-07-26 12:33:55,558.0,1417679.0,1.0,1.12.3,52454130.0,,558.0,,,,,,,,,,,,,,,,,,
15,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-08-10 16:53:42.000000,2023-08-10 16:22:47,8789.0,1101.0,126.0,948.0,6397.0,A PyTorch-based Speech Toolkit.,214.0,38,True,548.0,9.0,125.0,807.0,2023-07-22 18:07:47,875.0,184240.0,1.0,0.5.15,,,875.0,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,184240.0,,,,,,
16,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-06-13 03:01:15.000000,2023-06-13 03:01:14,1646.0,457.0,69.0,481.0,2622.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",192.0,38,True,1.0,48.0,76.0,289.0,2023-01-10 13:13:43,413815.0,81505022.0,1.0,3.2.2,,,413815.0,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,81505022.0,,,,,,
17,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-06-15 06:35:28.000000,2023-03-10 17:27:55,617.0,1174.0,315.0,152.0,21682.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,330.0,420.0,,891369.0,9059349.0,2.0,,,,891369.0,,,,,,passport,https://www.npmjs.com/package/passport,9059349.0,,,,,,,,,,
18,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-08-10 14:28:14.000000,2023-08-10 12:57:47,3679.0,1301.0,230.0,1698.0,14374.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",288.0,36,True,79.0,100.0,67.0,1379.0,2023-05-24 08:55:23,2.0,4107436.0,2.0,2.1.2,603460.0,,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-06-22 12:03:24.362033,405717099.0,,,,,74.0,,,,https://k8s.ory.sh/helm/charts,,,,,
19,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-08-10 11:15:07.000000,2023-08-09 11:52:53,3873.0,767.0,110.0,1636.0,9171.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",204.0,36,True,109.0,43.0,185.0,949.0,2023-07-12 20:24:48,322.0,1778965.0,1.0,1.0.0,31935.0,,322.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,112028100.0,,,,,16.0,,,,https://k8s.ory.sh/helm/charts,,,,,
20,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-08-10 16:54:30.000000,2023-08-10 16:50:02,1067.0,1514.0,233.0,467.0,15503.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",134.0,35,True,13.0,100.0,18.0,720.0,2023-08-08 05:16:00,2508.0,211873.0,2.0,2.73.1,,,2508.0,,,,,,casbin,https://www.npmjs.com/package/casbin,140916.0,,casbin,https://pypi.org/project/casbin,70957.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
21,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-08-10 09:51:48.000000,2023-07-26 01:55:52,4725.0,1563.0,185.0,1671.0,8291.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",125.0,35,True,69.0,15.0,304.0,1303.0,2023-04-14 09:36:52,66.0,158713.0,3.0,r1.4.1,,,66.0,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,158713.0,,,,,,
22,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-01-05 16:14:12.000000,2020-04-22 16:40:10,488.0,3468.0,333.0,106.0,15326.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,33,False,,38.0,420.0,387.0,2020-03-22 14:01:55,6996.0,133497.0,1.0,0.22.2,,,6996.0,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,133497.0,,,,,,,,,,
23,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-08-10 17:57:20.527073,2023-08-10 17:05:48,3019.0,274.0,34.0,3497.0,3634.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,159.0,100.0,84.0,820.0,2023-05-26 21:06:13,12.0,11876816.0,2.0,0.21.4,46027.0,,12.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-08-10 17:57:20.527073,653169929.0,,,,,10.0,,,,,,,,,
24,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-08-08 11:15:43.000000,2023-08-08 11:15:43,2271.0,4527.0,484.0,147.0,17150.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,32,False,35.0,1.0,921.0,1324.0,2023-04-02 07:43:27,614.0,69694.0,2.0,0.7,278774.0,,614.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,137.0,,,,,,,,,,,,,,
25,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-08-10 11:52:06.836135,2023-08-04 06:11:06,23509.0,3784.0,609.0,4394.0,10395.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,338.0,32,True,423.0,100.0,,,2023-06-30 08:34:42,4.0,5764.0,2.0,6.6.9,,,4.0,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-08-10 11:52:06.836135,824336.0,,,,,126.0,,,,,,,,,
26,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-08-07 04:48:26.000000,2023-08-07 04:46:51,1490.0,246.0,40.0,325.0,5051.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,32,True,17.0,100.0,8.0,419.0,2023-07-28 06:28:52,250.0,1864842.0,2.0,@casl/mongoose@7.2.1,,-3.0,250.0,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1864842.0,,,,,,,,,,
27,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,MPL-2.0,2020-01-08 18:24:07,2023-08-10 13:01:57.000000,2023-08-10 13:01:55,3307.0,242.0,204.0,3256.0,3669.0,Boundary enables identity-based access management for dynamic infrastructure.,134.0,32,True,397.0,45.0,71.0,231.0,2023-07-18 12:06:27,8.0,196197.0,2.0,0.13.1,,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-07-18 12:12:01.655444,8436500.0,,,,,11.0,,,,,,,,,
28,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-08-10 15:03:29.000000,2023-08-10 14:16:51,6329.0,381.0,58.0,4174.0,3489.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",208.0,32,True,801.0,100.0,234.0,1019.0,2023-06-27 03:16:37,181.0,13133.0,2.0,ockam_v0.90.0,275807.0,,181.0,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
29,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-08-10 17:02:35.000000,2023-08-10 17:02:27,6119.0,390.0,82.0,3156.0,1476.0,The SPIFFE Runtime Environment.,164.0,32,True,161.0,83.0,164.0,1102.0,2023-07-27 23:06:32,116.0,2065.0,2.0,1.7.1,144576.0,,116.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,
30,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-08-09 18:37:41.000000,2023-08-09 18:37:24,1769.0,12368.0,1523.0,509.0,46631.0,Deepfakes Software For All.,97.0,31,True,46.0,4.0,18.0,799.0,2023-06-18 18:08:19,,1208.0,2.0,2.2.0,65250.0,,,,,,,,,,,,,,,,,,,,
31,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-08-10 18:12:16.000000,2023-08-10 01:50:32,3057.0,194.0,35.0,1109.0,3733.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",32.0,31,True,325.0,49.0,99.0,273.0,2023-07-18 10:47:20,28.0,29249.0,2.0,1.23.1,19397.0,,28.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-08-10 02:27:08.379471,681758.0,,,,,4.0,,,,,,,,,
32,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-08-10 04:23:44.000000,2023-08-04 18:40:36,2541.0,1450.0,177.0,1822.0,8331.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,219.0,30,True,80.0,80.0,273.0,792.0,2023-06-30 14:12:39,16.0,3.0,2.0,2.37.0,304.0,,16.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,
33,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-08-07 09:03:21.000000,2023-08-07 09:03:21,1077.0,1421.0,107.0,82.0,7083.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",43.0,30,True,65.0,,8.0,730.0,,1727.0,28151.0,2.0,,,,1727.0,,,,,,,,,,deepface,https://pypi.org/project/deepface,28151.0,,,,,,
34,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-08-10 15:19:01.000000,2023-08-08 14:47:08,4950.0,242.0,38.0,669.0,1115.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,291.0,30,True,205.0,44.0,52.0,230.0,2023-07-06 18:10:47,1201.0,,2.0,6.3.3,,,1201.0,,,,,,,,,,,,,,,,,,
35,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-05-23 09:52:12.000000,2022-06-10 09:12:18,238.0,12736.0,1569.0,217.0,49016.0,The worlds simplest facial recognition api for Python and the command line.,54.0,29,False,,2.0,705.0,583.0,2018-04-02 17:18:43,4.0,51013.0,3.0,1.2.2,1110.0,,4.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6645.0,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,50913.0,,,,,,
36,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-07-20 14:16:51.000000,2023-06-22 07:30:12,2361.0,1000.0,107.0,812.0,5174.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,309.0,29,True,6.0,62.0,23.0,825.0,2023-03-29 07:20:04,8011.0,,3.0,5.6.6,,,8011.0,,,,,,,,,,,,,,,,,doorkeeper,
37,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-08-07 14:38:51.000000,2023-08-07 14:38:50,1350.0,310.0,50.0,711.0,3029.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,29,True,40.0,100.0,47.0,271.0,2023-07-18 10:23:06,2.0,1221087.0,3.0,0.40.6,27737.0,,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,86668774.0,,,,,27.0,,,,,,,,,
38,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-08-10 15:05:03.000000,2023-08-07 01:17:19,582.0,61.0,40.0,202.0,299.0,Create and verify DID verifiable JWTs in Javascript.,40.0,29,True,13.0,100.0,8.0,76.0,2023-08-04 00:19:57,3747.0,133928.0,1.0,7.2.5,,,3747.0,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,133928.0,,,,,,,,,,
39,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-08-10 18:09:40.000000,2023-08-10 17:42:47,4608.0,930.0,156.0,4419.0,17089.0,The Single Sign-On Multi-Factor portal for web apps.,129.0,28,True,309.0,100.0,65.0,1059.0,2022-12-21 09:01:04,2.0,583.0,2.0,4.37.5,25085.0,,2.0,,,,,,,,,,,,,,,,,,
40,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44.000000,2023-06-14 17:20:41,735.0,3473.0,761.0,73.0,14821.0,Face recognition with deep neural networks.,30.0,28,True,1.0,4.0,9.0,370.0,2016-02-25 17:42:46,67.0,1686.0,3.0,0.2.1,,,67.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,160251.0,,,,,70.0,,,,,,,,,
41,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-08-10 15:27:10.000000,2023-08-08 16:33:04,1843.0,795.0,55.0,1177.0,6847.0,"An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0,..",136.0,28,True,257.0,100.0,97.0,842.0,2023-08-08 16:22:54,1.0,1923.0,2.0,1.384.0,,,1.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-08-08 19:42:22.637227,65392.0,,,,,9.0,,,,,,,,,
42,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-08-10 10:43:55.000000,2023-08-10 09:46:34,4560.0,226.0,34.0,4004.0,6093.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",39.0,28,True,450.0,45.0,52.0,218.0,2023-07-31 12:48:16,7.0,673.0,2.0,1.7.0,2288.0,,7.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-07-31 12:46:08.698387,13790.0,,,,,1.0,,,,,,,,,
43,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-08-10 17:24:39.000000,2023-08-10 17:24:37,6273.0,529.0,138.0,4183.0,4713.0,"An ACME-based certificate authority, written in Go.",126.0,28,True,98.0,78.0,187.0,2648.0,2023-08-09 00:07:45,,21890.0,2.0,release-2023-08-08,55695.0,,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-08-02 16:29:24.061124,1935899.0,,,,,12.0,,,,,,,,,
44,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-08-10 17:56:45.000000,2023-08-10 17:35:52,2363.0,224.0,28.0,4414.0,4255.0,ZITADEL - The best of Auth0 and Keycloak combined. Built for the serverless era.,61.0,28,True,193.0,100.0,381.0,1198.0,2023-08-08 09:58:50,1.0,370.0,2.0,2.31.6,1853.0,,1.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,https://charts.zitadel.com,,,,,
45,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-08-10 03:30:46.000000,2023-08-07 14:27:06,1453.0,290.0,59.0,1028.0,4162.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",68.0,28,True,58.0,50.0,42.0,255.0,,2.0,781124.0,3.0,,16369.0,,2.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50754415.0,,,,,6.0,,,,,,,,,
46,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-07-24 16:02:04.000000,2023-07-24 15:50:06,1200.0,152.0,31.0,1518.0,3157.0,Oso is a batteries-included framework for building authorization in your application.,63.0,28,True,9.0,100.0,101.0,99.0,2023-04-03 23:25:23,75.0,36923.0,3.0,0.27.0,2556.0,,75.0,,,,,,,,,,oso,https://pypi.org/project/oso,36838.0,,,,,,
47,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-08-09 18:07:41.000000,2023-08-09 18:07:40,1331.0,79.0,24.0,1411.0,1591.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",23.0,28,True,91.0,52.0,46.0,247.0,2023-07-18 06:50:17,11.0,1477.0,3.0,0.29.0,42846.0,,11.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
