,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
0,aries,hyperledger/aries,aries,True,decentralized,['hyperledger'],https://github.com/hyperledger/aries,https://github.com/hyperledger/aries,Apache-2.0,2019-05-08 16:49:48,2023-11-09 16:57:51.000000,2023-11-09 12:27:28,23795.0,990.0,189.0,6417.0,1335.0,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",462.0,33,True,683.0,228.0,941.0,2809.0,2023-10-25 15:52:57,52.0,584.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1,trinsic-id,trinsic-id/sdk,trinsic-id,True,decentralized,,https://github.com/trinsic-id/sdk,https://github.com/trinsic-id/sdk,Apache-2.0,2020-10-19 15:17:13,2023-11-07 21:42:28.000000,2023-11-02 16:18:23,1622.0,27.0,23.0,1770.0,53.0,Trinsic SDK repository.,41.0,28,False,59.0,34.0,32.0,394.0,2023-10-13 17:40:05,544.0,1544.0,1.0,1.12.0,8922.0,,,,,,,,,,,,,,,,,,,,
2,sphereon-ssi,sphereon-opensource/ssi-sdk,sphereon-ssi,True,decentralized,,https://github.com/Sphereon-Opensource/SSI-SDK,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-04-12 14:54:14,2023-11-08 13:52:53.000000,2023-11-03 22:19:34,4425.0,50.0,34.0,503.0,202.0,Self Sovereign Identity SDK.,60.0,25,True,291.0,82.0,22.0,54.0,2023-10-14 23:03:15,59.0,4.0,2.0,0.17.5,,1.0,,,,,,,,,,,,,,,,,,,
3,waltid-ssikit,walt-id/waltid-ssikit,waltid-ssikit,True,decentralized,,https://github.com/walt-id/waltid-ssikit,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-11-08 14:03:57.000000,2023-11-02 21:26:07,3456.0,65.0,15.0,405.0,152.0,All-In-One SSI infrastructure toolkit.,50.0,25,True,203.0,211.0,7.0,247.0,2023-11-02 21:32:38,,1796.0,2.0,1.2310181323.0,57.0,,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-10-18 13:36:09.505112,10014.0,,,,,,,,,,,,,,,
4,solid-project,solid/solid,solid-project,True,standards,['solid'],https://github.com/solid/solid,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2023-11-09 16:58:16.000000,2023-11-09 16:58:15,1098.0,410.0,612.0,253.0,8605.0,Solid - Re-decentralizing the web (project directory).,43.0,23,True,52.0,1.0,317.0,217.0,2021-12-21 13:00:06,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
5,polygon-id,0xPolygonID/sh-id-platform,polygon-id,True,decentralized,,https://github.com/0xPolygonID/issuer-node,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-11-08 12:11:09,2023-11-09 13:29:49.000000,2023-11-09 13:24:24,1680.0,67.0,13.0,551.0,100.0,Self Hosted Issuer Node.,31.0,22,True,104.0,33.0,23.0,99.0,2023-11-09 13:29:49,65.0,,2.0,2.3.0,,,,,,,1.0,0xPolygonID/issuer-node,,,,,,,,,,,,,
6,spruceid,spruceid/didkit,spruceid,True,decentralized,,https://github.com/spruceid/didkit,https://github.com/spruceid/didkit,Apache-2.0,2020-07-23 21:18:28,2023-11-09 00:17:09.000000,2023-11-01 15:51:52,1029.0,124.0,80.0,673.0,417.0,A cross-platform toolkit for decentralized identity.,56.0,20,True,14.0,,129.0,198.0,,117.0,,2.0,,,4.0,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,,,
7,talao-altme,talaodao/altme,talao-altme,True,decentralized,,https://github.com/TalaoDAO/AltMe,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-06-29 14:41:04,2023-11-09 12:41:35.000000,2023-11-08 21:06:34,7435.0,15.0,9.0,518.0,36.0,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,18.0,17,False,324.0,1.0,75.0,1830.0,2023-01-06 16:00:40,,,3.0,,,,,,,,,,,,,,,,,,,,,,
8,evernym-ssi,evernym/verity,evernym-ssi,True,decentralized,,https://github.com/evernym/verity,https://github.com/evernym/verity,Apache-2.0,2020-01-14 21:16:21,2023-08-08 10:21:22.000000,2023-04-11 16:19:31,6279.0,55.0,99.0,201.0,98.0,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repository..,144.0,16,False,,100.0,3.0,,2021-03-22 11:09:10,42.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,
9,nextauthjs,nextauthjs/next-auth,,,authentication,,https://github.com/nextauthjs/next-auth,https://github.com/nextauthjs/next-auth,ISC,2018-01-27 12:28:16,2023-11-09 15:21:00.000000,2023-11-09 15:21:00,2608.0,2377.0,98.0,2065.0,19695.0,Authentication for the Web.,589.0,42,True,202.0,100.0,232.0,3458.0,2023-10-18 15:07:14,154730.0,2744343.0,1.0,next-auth@4.24.3,,154730.0,,,,,,,next-auth,https://www.npmjs.com/package/next-auth,2744343.0,,,,,,,,,,
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-11-09 13:49:06.000000,2023-11-09 13:49:05,3785.0,1877.0,237.0,4051.0,11363.0,CoreDNS is a DNS server that chains plugins.,371.0,41,True,68.0,67.0,89.0,2111.0,2023-08-15 20:00:30,5624.0,2820922.0,1.0,1.11.1,6839628.0,5624.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,252208101.0,,,,,,145.0,,,,,,,,,
11,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-11-09 16:06:42.000000,2023-11-07 17:29:21,4861.0,1177.0,125.0,3961.0,8665.0,"Open Policy Agent (OPA) is an open source, general-purpose policy engine.",426.0,40,True,136.0,100.0,317.0,2096.0,2023-10-26 22:37:54,3040.0,4850887.0,1.0,0.58.0,4457408.0,3040.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-11-07 18:16:23.905618,452531340.0,,,,,,39.0,,,,,,,,,
12,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-10-25 05:42:37.000000,2023-10-25 05:42:36,1677.0,458.0,69.0,492.0,2662.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",195.0,40,True,29.0,48.0,76.0,293.0,2023-01-10 13:13:43,456469.0,84924058.0,1.0,3.2.2,,456469.0,,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,84924058.0,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-11-08 18:34:31.000000,2023-11-06 21:57:09,8126.0,1879.0,148.0,3117.0,10863.0,Automatically provision and manage TLS certificates in Kubernetes.,414.0,39,True,175.0,100.0,164.0,2971.0,2023-10-30 12:58:49,678.0,1621844.0,1.0,1.13.2,61630102.0,678.0,,,,,,,,,,,,,,,,,,,
14,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-11-09 17:29:18.000000,2023-10-30 10:16:51,9583.0,1139.0,124.0,1020.0,6800.0,A PyTorch-based Speech Toolkit.,223.0,38,True,264.0,9.0,95.0,861.0,2023-07-22 18:07:47,1089.0,188575.0,1.0,0.5.15,,1089.0,,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,188575.0,,,,,,
15,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-10-19 15:43:32.000000,2023-03-10 17:27:55,617.0,1184.0,311.0,156.0,21913.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,334.0,424.0,,942135.0,8796826.0,2.0,,,942135.0,,,,,,,passport,https://www.npmjs.com/package/passport,8796826.0,,,,,,,,,,
16,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-11-09 17:26:13.000000,2023-11-09 12:34:51,23241.0,5632.0,368.0,13256.0,17954.0,Open Source Identity and Access Management For Modern Applications and Services.,1285.0,37,True,634.0,43.0,1920.0,5964.0,2023-10-24 10:22:23,,62680.0,1.0,22.0.5,2193813.0,,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,
17,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2023-11-09 18:11:30.000000,2023-11-09 18:11:28,18514.0,3834.0,813.0,18201.0,28830.0,"A tool for secrets management, encryption as a service, and privileged access management.",1421.0,36,False,657.0,100.0,917.0,4818.0,2023-11-08 19:39:49,6711.0,,2.0,1.15.2,,6711.0,,,,,,,,,,,,,,,,,,,
18,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-11-09 13:27:50.000000,2023-11-08 17:25:06,4023.0,807.0,108.0,1752.0,9544.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",213.0,36,True,148.0,43.0,174.0,1001.0,2023-07-12 20:24:48,326.0,1703631.0,1.0,1.0.0,34677.0,326.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,112389998.0,,,,,,17.0,,,,https://k8s.ory.sh/helm/charts,,,,,
19,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-10-30 06:10:48.000000,2023-10-30 06:05:45,1078.0,1537.0,231.0,479.0,15985.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",135.0,35,True,11.0,100.0,35.0,734.0,2023-09-02 15:37:12,2582.0,291794.0,2.0,2.77.2,,2582.0,,,,,,,casbin,https://www.npmjs.com/package/casbin,170246.0,,casbin,https://pypi.org/project/casbin,121548.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
20,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-10-31 10:44:39.000000,2023-10-24 08:44:35,3731.0,1320.0,233.0,1722.0,14651.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",290.0,35,True,48.0,100.0,75.0,1390.0,2023-05-24 08:55:23,2.0,4019034.0,2.0,2.1.2,658964.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-08-16 21:09:15.061728,408953120.0,,,,,,75.0,,,,https://k8s.ory.sh/helm/charts,,,,,
21,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-09-03 13:34:38.000000,2020-04-22 16:40:10,488.0,3503.0,334.0,107.0,15591.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,34,False,,38.0,422.0,389.0,2020-03-22 14:01:55,7648.0,151667.0,1.0,0.22.2,,7648.0,,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,151667.0,,,,,,,,,,
22,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-11-08 17:32:44.000000,2023-10-17 06:26:58,1498.0,250.0,42.0,341.0,5244.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,34,True,8.0,100.0,11.0,426.0,2023-07-28 06:28:52,57724.0,1972547.0,2.0,@casl/mongoose@7.2.1,,57724.0,,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1972547.0,,,,,,,,,,
23,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-11-09 18:11:57.000000,2023-11-09 15:53:16,7300.0,515.0,58.0,5046.0,3874.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",292.0,34,True,945.0,100.0,308.0,1365.0,2023-11-08 18:24:15,183.0,13902.0,2.0,ockam_v0.103.0,333666.0,183.0,,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
24,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-11-09 00:38:47.671998,2023-11-08 11:41:25,23975.0,3811.0,610.0,4514.0,10525.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,340.0,33,True,434.0,100.0,,,2023-10-16 07:04:06,21.0,5821.0,2.0,6.6.13,,21.0,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-11-09 00:38:47.671998,849874.0,,,,,,128.0,,,,,,,,,
25,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-11-09 17:58:29.919693,2023-11-09 17:49:56,3151.0,274.0,36.0,3739.0,3709.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,129.0,100.0,86.0,854.0,2023-08-28 14:49:52,13.0,17266680.0,2.0,0.23.0,48791.0,13.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-11-09 17:58:29.919693,1001409750.0,,,,,,10.0,,,,,,,,,
26,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-11-06 06:38:09.000000,2022-06-10 09:12:18,238.0,12846.0,1572.0,224.0,50152.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,,2.0,714.0,584.0,2018-04-02 17:18:43,21.0,63830.0,2.0,1.2.2,1192.0,21.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,7027.0,,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,63728.0,,,,,,
27,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-10-01 11:57:13.000000,2023-09-10 02:01:49,2281.0,4762.0,489.0,149.0,18802.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,32,False,10.0,1.0,971.0,1337.0,2023-04-02 07:43:27,1160.0,133965.0,2.0,0.7,937748.0,1160.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,138.0,,,,,,,,,,,,,,,
28,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-10-31 07:51:11.000000,2023-09-19 06:25:53,4731.0,1646.0,181.0,1683.0,9027.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",129.0,32,True,5.0,15.0,382.0,1327.0,2023-04-14 09:36:52,80.0,180324.0,3.0,r1.4.1,,80.0,,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,180324.0,,,,,,
29,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-11-09 17:34:40.000000,2023-11-09 12:38:39,6274.0,408.0,82.0,3345.0,1541.0,The SPIFFE Runtime Environment.,178.0,32,True,154.0,92.0,147.0,1157.0,2023-11-08 02:01:22,121.0,2269.0,2.0,1.8.4,165703.0,121.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
30,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-11-09 16:42:52.000000,2023-10-25 14:03:03,2625.0,1473.0,178.0,1914.0,8546.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,223.0,31,True,73.0,80.0,280.0,796.0,2023-06-30 14:12:39,143.0,3.0,2.0,2.37.0,305.0,143.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
31,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-11-08 08:54:49.376197,2023-11-06 23:34:50,3299.0,208.0,37.0,1214.0,3980.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",37.0,31,True,242.0,60.0,103.0,300.0,2023-11-08 08:43:58,38.0,50999.0,2.0,1.27.0,31473.0,38.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-11-08 08:54:49.376197,1344319.0,,,,,,4.0,,,,,,,,,
32,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-10-24 22:47:28.000000,2023-10-24 22:47:08,1782.0,12494.0,1533.0,513.0,47476.0,Deepfakes Software For All.,97.0,30,True,13.0,4.0,15.0,815.0,2023-06-18 18:08:19,,2693.0,2.0,2.2.0,153517.0,,,,,,,,,,,,,,,,,,,,
33,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-10-30 08:51:50.000000,2023-10-25 14:29:02,1095.0,1534.0,110.0,89.0,8060.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",47.0,30,True,18.0,,8.0,788.0,,2107.0,128681.0,2.0,,,2107.0,,,,,,,,,,,deepface,https://pypi.org/project/deepface,128681.0,,,,,,
34,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2023-11-09 17:42:50.000000,2023-11-09 14:55:47,3516.0,251.0,201.0,3708.0,3719.0,Boundary enables identity-based access management for dynamic infrastructure.,145.0,30,False,207.0,48.0,75.0,239.0,2023-11-02 16:41:46,8.0,229291.0,3.0,0.14.2,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-11-02 16:51:18.717636,10547421.0,,,,,,11.0,,,,,,,,,
35,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-11-09 15:31:48.000000,2023-11-01 11:36:39,608.0,63.0,39.0,211.0,304.0,Create and verify DID verifiable JWTs in Javascript.,41.0,30,True,26.0,100.0,4.0,83.0,2023-11-01 11:37:20,4104.0,144523.0,1.0,7.4.5,,4104.0,,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,144523.0,,,,,,,,,,
36,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-10-24 10:56:48.000000,2023-04-27 06:45:45,1313.0,8902.0,1102.0,131.0,43238.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,29,True,,2.0,541.0,801.0,2020-04-09 05:48:48,21.0,3752.0,3.0,DF.wf.288res.384.92.72.22,165115.0,21.0,,,,,,,,,,,,,,,,,,,
37,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-10-25 21:16:29.000000,2023-06-14 17:20:41,735.0,3484.0,759.0,74.0,14907.0,Face recognition with deep neural networks.,30.0,29,True,,4.0,9.0,370.0,2016-02-25 17:42:46,67.0,1642.0,3.0,0.2.1,,67.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,161000.0,,,,,,70.0,,,,,,,,,
38,casdoor,casdoor/casdoor,,,idp,,https://github.com/casbin/casdoor,https://github.com/casbin/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-11-09 14:13:05.702937,2023-11-09 13:52:52,2089.0,858.0,57.0,1289.0,7329.0,An open-source UI-first Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting..,145.0,29,True,238.0,100.0,109.0,988.0,2023-11-09 14:05:39,3.0,2402.0,2.0,1.451.0,,3.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-11-09 14:13:05.702937,88904.0,,casbin/casdoor,,,,9.0,,,,,,,,,
39,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-11-09 08:27:43.000000,2023-11-09 08:27:43,2381.0,1003.0,106.0,818.0,5211.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,313.0,29,True,20.0,62.0,24.0,829.0,2023-03-29 07:20:04,8221.0,,3.0,5.6.6,,8221.0,,,,,,,,,,,,,,,,,,doorkeeper,
40,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-11-08 03:48:48.000000,2023-10-18 14:17:30,1482.0,308.0,58.0,1086.0,4311.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",71.0,29,True,29.0,50.0,45.0,256.0,,19.0,747602.0,3.0,,17677.0,19.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50816995.0,,,,,,6.0,,,,,,,,,
41,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-11-09 13:49:10.000000,2023-11-09 13:49:05,5131.0,266.0,38.0,730.0,1181.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,293.0,29,True,179.0,47.0,52.0,244.0,2023-09-20 14:53:26,1410.0,,3.0,6.3.5,,1410.0,,,,,,,,,,,,,,,,,,,
42,whisper,openai/whisper,,,voice,,https://github.com/openai/whisper,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2023-11-09 14:15:41.000000,2023-11-06 18:14:04,132.0,5336.0,424.0,184.0,48482.0,Robust Speech Recognition via Large-Scale Weak Supervision.,64.0,28,True,14.0,9.0,,,2023-11-06 18:16:19,21.0,225341.0,3.0,20231106,,21.0,,,,,1.0,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,225341.0,,,,,,
43,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-11-09 03:19:42.000000,2023-11-09 02:05:32,4931.0,952.0,158.0,4758.0,17776.0,The Single Sign-On Multi-Factor portal for web apps.,132.0,28,True,315.0,100.0,71.0,1080.0,2022-12-21 09:01:04,,614.0,2.0,4.37.5,28282.0,,,,,,,,,,,,,,,,,,,,
44,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-11-09 15:17:45.000000,2023-11-09 07:15:26,5123.0,264.0,35.0,4496.0,6448.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",43.0,28,True,559.0,50.0,69.0,237.0,2023-11-03 05:40:52,7.0,822.0,2.0,1.10.1,2634.0,7.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-11-03 05:36:21.305020,19860.0,,,,,,1.0,,,,,,,,,
45,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-11-09 16:50:12.000000,2023-11-09 10:38:34,2683.0,297.0,31.0,4711.0,5159.0,"ZITADEL - Identity infrastructure, simplified foryou.",84.0,28,True,245.0,100.0,421.0,1352.0,2023-11-08 14:17:24,,365.0,2.0,2.40.5,1463.0,,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
46,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-11-09 17:54:18.000000,2023-11-09 00:31:28,6342.0,538.0,140.0,4270.0,4818.0,"An ACME-based certificate authority, written in Go.",127.0,28,True,69.0,90.0,196.0,2668.0,2023-11-07 17:37:35,,21184.0,2.0,release-2023-11-07,59490.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-10-12 16:38:19.369768,1948556.0,,,,,,13.0,,,,,,,,,
47,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-10-18 15:30:38.000000,2023-09-08 08:05:44,1354.0,321.0,48.0,715.0,3102.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,28,True,4.0,100.0,49.0,275.0,2023-07-18 10:23:06,2.0,1184099.0,3.0,0.40.6,31445.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,87591132.0,,,,,,33.0,,,,,,,,,
48,cerbos,cerbos/cerbos,,,authorization,,https://github.com/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2023-11-09 17:37:01.000000,2023-11-07 10:37:33,1425.0,92.0,27.0,1514.0,2016.0,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",23.0,28,True,93.0,54.0,49.0,266.0,2023-10-31 08:08:33,19.0,1556.0,3.0,0.31.0,49799.0,19.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
