,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
49,authentik,goauthentik/authentik,,,idp,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2023-11-09 18:15:14.000000,2023-11-09 18:15:13,12943.0,394.0,28.0,5708.0,5007.0,The authentication glue you need.,194.0,27,True,756.0,100.0,414.0,1222.0,2023-11-09 17:50:51,,88.0,3.0,ersion/2023.10.3,2379.0,,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,,
50,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-11-06 21:56:37.000000,2023-07-24 15:50:06,1200.0,159.0,31.0,1520.0,3273.0,Oso is a batteries-included framework for building authorization in your application.,63.0,27,True,,100.0,107.0,100.0,2023-04-03 23:25:23,78.0,41674.0,3.0,0.27.0,2644.0,78.0,,,,,,,,,,,oso,https://pypi.org/project/oso,41594.0,,,,,,
51,kanidm,kanidm/kanidm,,,idp,,https://github.com/kanidm/kanidm,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2023-11-09 07:21:32.000000,2023-11-09 05:15:12,1682.0,111.0,16.0,1649.0,1725.0,"Kanidm: A simple, secure and fast identity management platform.",57.0,27,True,234.0,17.0,141.0,477.0,2023-10-31 12:08:26,42.0,231.0,3.0,1.1.0-rc.15,136.0,42.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2023-10-31 11:50:28.869580,13057.0,,,,,,,,,,,,,,,
52,did-resolver,decentralized-identity/did-resolver,,,decentralized,['dif'],https://github.com/decentralized-identity/did-resolver,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2023-11-06 18:32:20.000000,2023-11-06 01:17:32,378.0,40.0,23.0,127.0,194.0,Universal did-resolver for javascript environments.,24.0,27,True,5.0,24.0,3.0,18.0,2023-03-08 14:05:37,4947.0,165601.0,1.0,4.1.0,,4947.0,,,,,,,did-resolver,https://www.npmjs.com/package/did-resolver,165601.0,,,,,,,,,,
53,did-jwt-vc,decentralized-identity/did-jwt-vc,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2023-11-06 04:10:02.000000,2023-11-06 01:34:30,355.0,38.0,24.0,92.0,156.0,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,22.0,27,True,32.0,52.0,2.0,47.0,2023-11-01 14:53:16,782.0,19099.0,1.0,3.2.14,,782.0,,,,,,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,19099.0,,,,,,,,,,
54,node-oidc-provider,panva/node-oidc-provider,,,authentication,,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2023-10-25 21:01:21.000000,2023-10-25 20:56:59,2423.0,722.0,72.0,226.0,2851.0,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,67.0,26,True,24.0,100.0,,,2023-10-25 21:01:30,2.0,183035.0,3.0,8.4.1,,2.0,,,,,,,oidc-provider,https://www.npmjs.com/package/oidc-provider,183035.0,,,,,,,,,,
55,lemur,netflix/lemur,,,pki,,https://github.com/Netflix/lemur,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2023-11-06 21:07:19.000000,2023-11-06 21:07:19,5946.0,310.0,408.0,4094.0,1670.0,Repository for the Lemur Certificate Manager.,151.0,26,True,291.0,27.0,119.0,415.0,2023-10-23 21:10:51,,0.0,3.0,1.6.0,51.0,,,,,,,,,,,,,,,,,,,,
56,conjur,cyberark/conjur,,,machine,,https://github.com/cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-10-30 21:55:26.000000,2023-10-13 18:18:58,3449.0,120.0,48.0,1886.0,715.0,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,96.0,26,True,90.0,73.0,207.0,901.0,2023-08-04 21:07:07,,78668.0,3.0,1.20.0,366.0,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,7001085.0,,,,,,30.0,,,,,,,,,
57,veramo,uport-project/veramo,,,decentralized,,https://github.com/decentralized-identity/veramo,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2023-11-09 14:05:21.000000,2023-11-07 16:21:48,1817.0,103.0,23.0,729.0,358.0,A JavaScript Framework for Verifiable Data.,50.0,26,True,53.0,42.0,61.0,348.0,2023-10-09 11:46:16,516.0,,2.0,5.5.3,,516.0,,,,,,decentralized-identity/veramo,,,,,,,,,,,,,
58,jansen,janssenproject/jans,,,idp,['linux-foundation'],https://github.com/JanssenProject/jans,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2023-11-09 17:18:12.000000,2023-11-09 16:58:33,33203.0,50.0,30.0,3701.0,303.0,"An open source enterprise digital identity platform that scales: Janssen is a distribution of standards-based,..",109.0,26,True,414.0,100.0,343.0,2409.0,2023-11-09 16:05:09,,118.0,3.0,1.0.20,355.0,,,,,,-1.0,,,,,,,,,,,,,,
59,athenz,athenz/athenz,,,pki,['linux-foundation'],https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2023-11-09 14:25:47.000000,2023-11-09 14:25:46,2877.0,255.0,53.0,2147.0,811.0,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,79.0,25,True,126.0,100.0,35.0,198.0,2023-11-07 17:58:44,26.0,,3.0,1.11.46,,26.0,,,,,,,,,,,,,,,,,,,
60,aries-python,hyperledger/aries-cloudagent-python,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-cloudagent-python,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2023-11-09 16:57:51.000000,2023-11-08 21:27:25,8280.0,428.0,29.0,1528.0,373.0,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,126.0,25,True,465.0,69.0,229.0,847.0,2023-10-09 18:00:40,,,2.0,0.10.4,,,,,,,,,,,,,,,,,,,,,
61,node-solid-server,nodesolidserver/node-solid-server,,,decentralized,['solid'],https://github.com/nodeSolidServer/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2023-10-20 15:23:04.000000,2023-09-03 08:06:59,2952.0,288.0,80.0,832.0,1754.0,Solid server on top of the file-system in NodeJS.,85.0,24,True,1.0,51.0,285.0,610.0,2023-03-17 17:09:04,2.0,11188.0,2.0,5.7.7,,2.0,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-09-03 08:18:28.394842,949726.0,,,solid-server,https://www.npmjs.com/package/solid-server,2555.0,4.0,,,,,,,,,
62,universal-resolver,decentralized-identity/universal-resolver,,,decentralized,,https://github.com/decentralized-identity/universal-resolver,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2023-11-09 12:41:08.000000,2023-11-09 10:51:30,1672.0,213.0,60.0,276.0,493.0,Universal Resolver implementation and drivers.,98.0,24,True,43.0,6.0,24.0,80.0,2022-01-07 16:42:38,,1541.0,2.0,0.5.0,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2023-11-09 10:52:54.013835,115583.0,,,,,,,,,,,,,,,
63,iota-identity,iotaledger/identity.rs,,,decentralized,,https://github.com/iotaledger/identity.rs,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2023-11-02 10:17:06.000000,2023-11-02 10:17:03,1412.0,70.0,25.0,978.0,267.0,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,33.0,24,True,36.0,23.0,57.0,201.0,2023-11-02 09:48:53,101.0,,2.0,1.0.0,,101.0,,,,,,,,,,,,,,,,,,,
64,supertokens,supertokens/supertokens-core,,,idp,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2023-11-06 11:02:36.000000,2023-11-03 10:33:11,908.0,391.0,63.0,416.0,10611.0,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,25.0,23,True,76.0,51.0,99.0,341.0,2023-11-03 13:05:12,,,3.0,6.0.16,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,,
65,howdy,boltgolt/howdy,,,authentication,,https://github.com/boltgolt/howdy,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-11-09 14:42:55.000000,2023-09-24 10:25:45,558.0,271.0,58.0,141.0,4992.0,Windows Hello style facial authentication for Linux.,60.0,23,True,19.0,11.0,176.0,534.0,2020-09-02 15:57:23,,208.0,3.0,2.6.1,14354.0,,,,,,,,,,,,,,,,,,,,howdy
66,opal,permitio/opal,,,authorization,,https://github.com/permitio/opal,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2023-10-18 01:44:15.000000,2023-10-09 09:18:09,1677.0,116.0,20.0,337.0,1881.0,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",45.0,23,True,24.0,32.0,32.0,76.0,2023-09-14 19:06:35,,3817.0,3.0,0.7.4,536.0,,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2023-09-14 19:15:56.999755,125406.0,,,,,,,,,,,,,,,
67,permify,permify/permify,,,authorization,,https://github.com/Permify/permify,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2023-11-09 12:58:18.000000,2023-11-07 22:04:59,2084.0,61.0,15.0,671.0,1752.0,Permify is an open-source authorization service inspired by Google Zanzibar.,27.0,23,True,346.0,40.0,26.0,105.0,2023-11-02 07:39:49,,75.0,3.0,0.5.6,1138.0,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,,
68,freeipa,freeipa/freeipa,,,idp,,https://github.com/freeipa/freeipa,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2023-11-09 12:30:42.000000,2023-11-02 13:47:50,15703.0,303.0,50.0,7069.0,1018.0,"Mirror of FreeIPA, an integrated security information management solution.",219.0,23,True,53.0,,,,,,40495.0,3.0,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2023-11-08 08:36:49.631276,5588441.0,,,,,,156.0,,,,,,,,,
69,dwn-sdk-js,TBD54566975/dwn-sdk-js,,,decentralized,['web5'],https://github.com/TBD54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2023-11-09 16:46:49.000000,2023-11-07 23:14:17,402.0,87.0,17.0,377.0,309.0,Decentralized Web Node (DWN) Reference implementation.,40.0,23,True,88.0,24.0,45.0,178.0,2023-11-06 22:29:17,111.0,,2.0,0.2.6,,111.0,,,,,,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,,,,,,
70,aries-vcx,hyperledger/aries-vcx,aries,,decentralized,['hyperledger'],https://github.com/hyperledger/aries-vcx,https://github.com/hyperledger/aries-vcx,Apache-2.0,2020-07-21 07:26:03,2023-11-09 14:21:15.000000,2023-11-09 11:33:30,9707.0,41.0,12.0,885.0,60.0,"aries-vcx is set of crates to work with DIDs, DID Documents, DIDComm, Verifiable Credentials and Hyperledger Aries.",141.0,23,False,94.0,68.0,49.0,117.0,2023-10-25 15:52:57,4.0,292.0,2.0,0.61.0,11401.0,4.0,,,,,,,,,,,,,,,,,,,
71,deepfacelive,iperov/DeepFaceLive,,,face,,https://github.com/iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,2744.0,274.0,25.0,18856.0,Real-time face swap for PC streaming or video calls.,11.0,22,True,,35.0,1.0,143.0,2023-01-21 09:26:53,,22081.0,3.0,TINA_SHIFT,640349.0,,,,,,,,,,,,,,,,,,,,
72,openbr,biometrics/openbr,,,face,,https://github.com/biometrics/openbr,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2023-11-06 16:57:03.000000,2023-08-24 19:41:37,4024.0,752.0,254.0,326.0,2812.0,"Open Source Biometrics, Face Recognition.",55.0,22,False,3.0,4.0,63.0,209.0,2015-09-29 22:50:55,,912.0,3.0,1.1.0,109528.0,,,,,,,,,,,,,,,,,,,,
73,keystone,openstack/keystone,,,idp,['openstack'],https://github.com/openstack/keystone,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2023-11-07 18:33:36.000000,2023-11-07 18:33:01,14876.0,650.0,114.0,17.0,669.0,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,719.0,22,True,13.0,,,,,118.0,,3.0,,,118.0,,,,,,,,,,,,,,,,,,,
